league,season,team,player,nation,pos,age,born,minutes,matches_played,starts,tm_matched_name,tm_match_score,market_value_eur,kmeans_label,gmm_label
ENG-Premier League,2425,Everton,Ashley Young,ENG,DF,39.0,1985.0,1875.0,32.0,19.0,Ashley Young,100.0,500000.0,3,0
ENG-Premier League,2425,Arsenal,Kai Havertz,GER,FW,25.0,1999.0,1875.0,23.0,21.0,Kai Havertz,100.0,65000000.0,2,3
ENG-Premier League,2425,Southampton,Tyler Dibling,ENG,"MF,FW",18.0,2006.0,1874.0,33.0,20.0,Tyler Dibling,100.0,25000000.0,0,0
ENG-Premier League,2425,Chelsea,Malo Gusto,FRA,DF,21.0,2003.0,1862.0,32.0,19.0,Malo Gusto,100.0,35000000.0,1,2
ENG-Premier League,2425,Brighton,Jack Hinshelwood,ENG,"MF,DF",19.0,2005.0,1842.0,26.0,22.0,Jack Hinshelwood,100.0,24000000.0,3,1
ENG-Premier League,2425,Brighton,Yankuba Minteh,GAM,MF,20.0,2004.0,1838.0,32.0,20.0,Yankuba Minteh,100.0,30000000.0,0,0
ENG-Premier League,2425,West Ham,Jean-Clair Todibo,FRA,DF,24.0,1999.0,1825.0,27.0,20.0,Jean-Clair Todibo,100.0,25000000.0,1,2
ENG-Premier League,2425,Tottenham,James Maddison,ENG,MF,27.0,1996.0,1809.0,31.0,21.0,James Maddison,100.0,42000000.0,2,0
ENG-Premier League,2425,Tottenham,Djed Spence,ENG,DF,23.0,2000.0,1792.0,25.0,19.0,Djed Spence,100.0,20000000.0,3,1
ENG-Premier League,2425,Manchester Utd,Manuel Ugarte,URU,MF,23.0,2001.0,1785.0,29.0,22.0,Manuel Ugarte,100.0,45000000.0,1,1
ENG-Premier League,2425,Manchester City,Phil Foden,ENG,"MF,FW",24.0,2000.0,1777.0,28.0,20.0,Phil Foden,100.0,100000000.0,0,0
ENG-Premier League,2425,Fulham,Kenny Tete,NED,DF,28.0,1995.0,1774.0,22.0,21.0,Kenny Tete,100.0,13000000.0,1,2
ENG-Premier League,2425,West Ham,Edson Álvarez,MEX,MF,26.0,1997.0,1772.0,28.0,20.0,Edson Álvarez,100.0,25000000.0,1,2
ENG-Premier League,2425,Fulham,Adama Traoré,ESP,MF,28.0,1996.0,1772.0,36.0,18.0,Adama Traoré,100.0,9000000.0,0,0
ENG-Premier League,2425,Manchester City,Sávio,BRA,"MF,FW",20.0,2004.0,1766.0,29.0,21.0,,83.33333333333334,,0,0
ENG-Premier League,2425,Chelsea,Jadon Sancho,ENG,MF,24.0,2000.0,1764.0,31.0,19.0,Jadon Sancho,100.0,28000000.0,0,0
ENG-Premier League,2425,Manchester Utd,Harry Maguire,ENG,DF,31.0,1993.0,1758.0,27.0,19.0,Harry Maguire,100.0,13000000.0,1,1
ENG-Premier League,2425,Newcastle,Harvey Barnes,ENG,"FW,MF",26.0,1997.0,1755.0,33.0,17.0,Harvey Barnes,100.0,35000000.0,2,3
ENG-Premier League,2425,Manchester Utd,Lisandro Martínez,ARG,DF,26.0,1998.0,1751.0,20.0,20.0,Lisandro Martínez,100.0,40000000.0,3,1
ENG-Premier League,2425,Tottenham,Archie Gray,ENG,"DF,MF",18.0,2006.0,1751.0,28.0,19.0,Archie Gray,100.0,38000000.0,1,2
ENG-Premier League,2425,Arsenal,Bukayo Saka,ENG,"FW,MF",22.0,2001.0,1729.0,25.0,20.0,Bukayo Saka,100.0,150000000.0,2,0
ENG-Premier League,2425,Aston Villa,Boubacar Kamara,FRA,"MF,DF",24.0,1999.0,1726.0,26.0,20.0,Boubacar Kamara,100.0,40000000.0,3,1
ENG-Premier League,2425,Leicester City,Conor Coady,ENG,DF,31.0,1993.0,1714.0,22.0,19.0,Conor Coady,100.0,2200000.0,3,1
ENG-Premier League,2425,Liverpool,Curtis Jones,ENG,"MF,DF",23.0,2001.0,1712.0,33.0,19.0,Curtis Jones,100.0,45000000.0,0,0
ENG-Premier League,2425,Ipswich Town,Axel Tuanzebe,COD,DF,26.0,1997.0,1710.0,22.0,20.0,Axel Tuanzebe,100.0,5000000.0,1,2
ENG-Premier League,2425,Manchester City,Kevin De Bruyne,BEL,"MF,FW",33.0,1991.0,1702.0,28.0,19.0,Kevin De Bruyne,100.0,20000000.0,0,0
ENG-Premier League,2425,Brighton,Joël Veltman,NED,DF,32.0,1992.0,1697.0,21.0,19.0,Joël Veltman,100.0,4000000.0,1,2
ENG-Premier League,2425,Wolves,Santiago Bueno,URU,DF,25.0,1998.0,1687.0,29.0,18.0,Santiago Bueno,100.0,10000000.0,1,2
ENG-Premier League,2425,Wolves,Jean-Ricner Bellegarde,HAI,MF,26.0,1998.0,1677.0,35.0,20.0,Jean-Ricner Bellegarde,100.0,18000000.0,0,0
ENG-Premier League,2425,Manchester City,Matheus Nunes,POR,"DF,MF",25.0,1998.0,1674.0,26.0,19.0,Matheus Nunes,100.0,35000000.0,0,0
ENG-Premier League,2425,Brighton,Georginio Rutter,FRA,"MF,FW",22.0,2002.0,1656.0,28.0,19.0,Georginio Rutter,100.0,32000000.0,2,0
ENG-Premier League,2425,Southampton,Lesley Ugochukwu,FRA,MF,20.0,2004.0,1655.0,26.0,18.0,Lesley Ugochukwu,100.0,18000000.0,3,1
ENG-Premier League,2425,Manchester Utd,Kobbie Mainoo,ENG,MF,19.0,2005.0,1651.0,25.0,19.0,Kobbie Mainoo,100.0,50000000.0,1,2
ENG-Premier League,2425,Fulham,Timothy Castagne,BEL,"DF,MF",28.0,1995.0,1649.0,24.0,17.0,Timothy Castagne,100.0,13000000.0,1,2
ENG-Premier League,2425,Tottenham,Rodrigo Bentancur,URU,MF,27.0,1997.0,1645.0,26.0,21.0,Rodrigo Bentancur,100.0,30000000.0,1,1
ENG-Premier League,2425,Leicester City,Jordan Ayew,GHA,MF,32.0,1991.0,1659.0,31.0,19.0,Jordan Ayew,100.0,2500000.0,0,0
ENG-Premier League,2425,Aston Villa,Jacob Ramsey,ENG,MF,23.0,2001.0,1623.0,29.0,19.0,Jacob Ramsey,100.0,32000000.0,0,0
ENG-Premier League,2425,Aston Villa,Amadou Onana,BEL,MF,22.0,2001.0,1617.0,26.0,20.0,Amadou Onana,100.0,50000000.0,3,1
ENG-Premier League,2425,Leicester City,Stephy Mavididi,ENG,MF,26.0,1998.0,1615.0,30.0,16.0,Stephy Mavididi,100.0,10000000.0,0,0
ENG-Premier League,2425,Everton,Dominic Calvert-Lewin,ENG,FW,27.0,1997.0,1609.0,26.0,19.0,Dominic Calvert-Lewin,100.0,16000000.0,2,3
ENG-Premier League,2425,Everton,James Garner,ENG,"MF,DF",23.0,2001.0,1594.0,21.0,17.0,James Garner,100.0,18000000.0,1,2
ENG-Premier League,2425,Bournemouth,Adam Smith,ENG,DF,33.0,1991.0,1590.0,25.0,19.0,Adam Smith,100.0,750000.0,1,2
ENG-Premier League,2425,Arsenal,Mikel Merino,ESP,"MF,FW",28.0,1996.0,1586.0,28.0,17.0,Mikel Merino,100.0,35000000.0,2,0
ENG-Premier League,2425,Everton,Jake O'Brien,IRL,DF,23.0,2001.0,1571.0,20.0,17.0,Jake O'Brien,100.0,18000000.0,3,1
ENG-Premier League,2425,Crystal Palace,Daichi Kamada,JPN,MF,27.0,1996.0,1564.0,34.0,15.0,Daichi Kamada,100.0,12000000.0,1,2
ENG-Premier League,2425,Southampton,Yukinari Sugawara,JPN,"MF,DF",24.0,2000.0,1557.0,30.0,16.0,Yukinari Sugawara,100.0,11000000.0,0,0
ENG-Premier League,2425,Ipswich Town,Cameron Burgess,AUS,DF,28.0,1995.0,1541.0,18.0,16.0,Cameron Burgess,100.0,2000000.0,1,2
ENG-Premier League,2425,Leicester City,Harry Winks,ENG,MF,28.0,1996.0,1538.0,22.0,17.0,Harry Winks,100.0,9000000.0,1,2
ENG-Premier League,2425,Everton,Beto,GNB,FW,26.0,1998.0,1534.0,30.0,15.0,Beto,100.0,22000000.0,2,3
ENG-Premier League,2425,Leicester City,Facundo Buonanotte,ARG,"MF,FW",19.0,2004.0,1523.0,31.0,14.0,Facundo Buonanotte,100.0,20000000.0,0,0
ENG-Premier League,2425,Manchester City,Jeremy Doku,BEL,"MF,FW",22.0,2002.0,1516.0,29.0,16.0,Jérémy Doku,100.0,50000000.0,0,0
ENG-Premier League,2425,Manchester Utd,Casemiro,BRA,MF,32.0,1992.0,1494.0,24.0,18.0,Casemiro,100.0,10000000.0,1,0
ENG-Premier League,2425,Southampton,Ryan Manning,IRL,"DF,MF",28.0,1996.0,1462.0,24.0,18.0,Ryan Manning,100.0,3000000.0,1,2
ENG-Premier League,2425,Brentford,Yehor Yarmoliuk,UKR,MF,20.0,2004.0,1450.0,31.0,15.0,Yegor Yarmolyuk,86.66666666666667,15000000.0,1,2
ENG-Premier League,2425,Southampton,Cameron Archer,ENG,FW,23.0,2001.0,1441.0,35.0,13.0,Cameron Archer,100.0,12000000.0,0,3
ENG-Premier League,2425,Brentford,Kristoffer Ajer,NOR,DF,26.0,1998.0,1438.0,24.0,17.0,Kristoffer Ajer,100.0,18000000.0,1,2
ENG-Premier League,2425,Tottenham,Cristian Romero,ARG,DF,26.0,1998.0,1416.0,18.0,18.0,Cristian Romero,100.0,50000000.0,1,1
ENG-Premier League,2425,Wolves,Emmanuel Agbadou,CIV,DF,27.0,1997.0,2670.0,30.0,30.0,Emmanuel Agbadou,100.0,20000000.0,1,1
ENG-Premier League,2425,West Ham,Carlos Soler,ESP,MF,27.0,1997.0,1409.0,31.0,14.0,Carlos Soler,100.0,18000000.0,1,0
ENG-Premier League,2425,Chelsea,Tosin Adarabioyo,ENG,DF,26.0,1997.0,1409.0,22.0,15.0,Tosin Adarabioyo,100.0,20000000.0,3,1
ENG-Premier League,2425,Tottenham,Yves Bissouma,MLI,MF,27.0,1996.0,1408.0,28.0,16.0,Yves Bissouma,100.0,25000000.0,3,1
ENG-Premier League,2425,Manchester Utd,Joshua Zirkzee,NED,"FW,MF",23.0,2001.0,1402.0,32.0,14.0,Joshua Zirkzee,100.0,30000000.0,0,0
ENG-Premier League,2425,Southampton,Kamaldeen Sulemana,GHA,"FW,MF",22.0,2002.0,1402.0,26.0,17.0,Kamaldeen Sulemana,100.0,13000000.0,1,0
ENG-Premier League,2425,Leicester City,Jannik Vestergaard,DEN,DF,31.0,1992.0,1391.0,18.0,16.0,Jannik Vestergaard,100.0,2000000.0,1,2
ENG-Premier League,2425,Southampton,Jack Stephens,ENG,DF,30.0,1994.0,1389.0,19.0,17.0,Jack Stephens,100.0,1500000.0,3,1
ENG-Premier League,2425,Everton,Dwight McNeil,ENG,MF,24.0,1999.0,1371.0,21.0,15.0,Dwight McNeil,100.0,25000000.0,0,0
ENG-Premier League,2425,Arsenal,Myles Lewis-Skelly,ENG,DF,17.0,2006.0,1369.0,23.0,15.0,Myles Lewis-Skelly,100.0,45000000.0,3,0
ENG-Premier League,2425,Wolves,Mario Lemina,GAB,"MF,DF",30.0,1993.0,1364.0,17.0,15.0,Mario Lemina,100.0,7500000.0,1,0
ENG-Premier League,2425,Ipswich Town,Ben Johnson,ENG,"MF,DF",24.0,2000.0,1354.0,23.0,14.0,Ben Johnson,100.0,8000000.0,3,0
ENG-Premier League,2425,Fulham,Issa Diop,MAR,DF,27.0,1997.0,1339.0,21.0,15.0,Issa Diop,100.0,14000000.0,1,2
ENG-Premier League,2425,Tottenham,Ben Davies,WAL,DF,31.0,1993.0,1331.0,17.0,14.0,Ben Davies,100.0,6000000.0,1,2
ENG-Premier League,2425,Crystal Palace,Adam Wharton,ENG,MF,20.0,2004.0,1318.0,20.0,16.0,Adam Wharton,100.0,45000000.0,1,2
ENG-Premier League,2425,Newcastle,Kieran Trippier,ENG,DF,33.0,1990.0,1309.0,25.0,14.0,Kieran Trippier,100.0,4000000.0,1,2
ENG-Premier League,2425,Everton,Orel Mangala,BEL,MF,26.0,1998.0,1328.0,20.0,15.0,Orel Mangala,100.0,18000000.0,1,1
ENG-Premier League,2425,Tottenham,Radu Drăgușin,ROU,DF,22.0,2002.0,1252.0,16.0,14.0,Radu Drăgușin,100.0,25000000.0,1,2
ENG-Premier League,2425,Southampton,Adam Armstrong,ENG,"FW,MF",27.0,1997.0,1248.0,20.0,15.0,Adam Armstrong,100.0,12000000.0,0,3
ENG-Premier League,2425,Everton,Jesper Lindstrøm,DEN,MF,24.0,2000.0,1239.0,25.0,15.0,Jesper Lindstrøm,100.0,18000000.0,1,0
ENG-Premier League,2425,Ipswich Town,Kalvin Phillips,ENG,MF,28.0,1995.0,1237.0,19.0,14.0,Kalvin Phillips,100.0,12000000.0,1,2
ENG-Premier League,2425,Tottenham,Lucas Bergvall,SWE,MF,18.0,2006.0,1212.0,27.0,11.0,Lucas Bergvall,100.0,38000000.0,1,2
ENG-Premier League,2425,Arsenal,Ben White,ENG,DF,26.0,1997.0,1198.0,17.0,13.0,Ben White,100.0,45000000.0,1,2
ENG-Premier League,2425,Liverpool,Diogo Jota,POR,FW,27.0,1996.0,1196.0,26.0,14.0,Diogo Jota,100.0,40000000.0,2,3
ENG-Premier League,2425,Ipswich Town,Luke Woolfenden,ENG,DF,25.0,1998.0,1187.0,15.0,12.0,Luke Woolfenden,100.0,2000000.0,1,2
ENG-Premier League,2425,Ipswich Town,Jack Clarke,ENG,MF,23.0,2000.0,1181.0,32.0,12.0,Jack Clarke,100.0,15000000.0,0,0
ENG-Premier League,2425,Chelsea,Wesley Fofana,FRA,DF,23.0,2000.0,1172.0,14.0,14.0,Wesley Fofana,100.0,25000000.0,1,2
ENG-Premier League,2425,Manchester Utd,Leny Yoro,FRA,DF,18.0,2005.0,1165.0,21.0,12.0,Leny Yoro,100.0,55000000.0,1,2
ENG-Premier League,2425,Fulham,Harry Wilson,WAL,"MF,FW",27.0,1997.0,1162.0,25.0,12.0,Harry Wilson,100.0,15000000.0,2,3
ENG-Premier League,2425,West Ham,Guido Rodríguez,ARG,MF,30.0,1994.0,1149.0,23.0,16.0,Guido Rodríguez,100.0,10000000.0,1,2
ENG-Premier League,2425,Aston Villa,Ian Maatsen,NED,DF,22.0,2002.0,1139.0,29.0,10.0,Ian Maatsen,100.0,28000000.0,1,0
ENG-Premier League,2425,Aston Villa,Leon Bailey,JAM,MF,26.0,1997.0,1139.0,24.0,14.0,Leon Bailey,100.0,28000000.0,0,0
ENG-Premier League,2425,Liverpool,Darwin Núñez,URU,FW,25.0,1999.0,1133.0,30.0,8.0,Darwin Núñez,100.0,45000000.0,2,3
ENG-Premier League,2425,Leicester City,Oliver Skipp,ENG,MF,23.0,2000.0,1129.0,24.0,10.0,Oliver Skipp,100.0,10000000.0,1,2
ENG-Premier League,2425,Leicester City,Caleb Okoli,ITA,DF,23.0,2001.0,1125.0,19.0,12.0,Caleb Okoli,100.0,10000000.0,3,1
ENG-Premier League,2425,Arsenal,Jakub Kiwior,POL,DF,24.0,2000.0,1122.0,17.0,10.0,Jakub Kiwior,100.0,28000000.0,3,1
ENG-Premier League,2425,Aston Villa,Tyrone Mings,ENG,DF,31.0,1993.0,1120.0,14.0,12.0,Tyrone Mings,100.0,5000000.0,1,2
ENG-Premier League,2425,Leicester City,Luke Thomas,ENG,DF,23.0,2001.0,1110.0,14.0,13.0,Luke Thomas,100.0,6000000.0,1,2
ENG-Premier League,2425,Bournemouth,Marcos Senesi,ARG,DF,27.0,1997.0,1106.0,17.0,13.0,Marcos Senesi,100.0,22000000.0,1,2
ENG-Premier League,2425,Brentford,Mads Roerslev,DEN,DF,25.0,1999.0,1399.0,26.0,13.0,Mads Roerslev,100.0,6000000.0,1,2
ENG-Premier League,2425,Brighton,Simon Adingra,CIV,MF,22.0,2002.0,1097.0,29.0,12.0,Simon Adingra,100.0,28000000.0,0,0
ENG-Premier League,2425,Newcastle,Joe Willock,ENG,MF,24.0,1999.0,1086.0,32.0,11.0,Joe Willock,100.0,22000000.0,1,2
ENG-Premier League,2425,Southampton,James Bree,ENG,"DF,MF",26.0,1997.0,1075.0,17.0,13.0,James Bree,100.0,2500000.0,1,2
ENG-Premier League,2425,West Ham,Vladimír Coufal,CZE,"DF,MF",31.0,1992.0,1067.0,22.0,11.0,Vladimír Coufal,100.0,5000000.0,1,2
ENG-Premier League,2425,Chelsea,Reece James,ENG,"DF,MF",24.0,1999.0,1063.0,19.0,12.0,Reece James,100.0,30000000.0,3,0
ENG-Premier League,2425,Manchester Utd,Christian Eriksen,DEN,MF,32.0,1992.0,1061.0,23.0,11.0,Christian Eriksen,100.0,4000000.0,0,0
ENG-Premier League,2425,Crystal Palace,Trevoh Chalobah,ENG,DF,25.0,1999.0,1970.0,25.0,23.0,Trevoh Chalobah,100.0,25000000.0,3,1
ENG-Premier League,2425,Southampton,Paul Onuachu,NGA,FW,30.0,1994.0,1050.0,25.0,11.0,Paul Onuachu,100.0,6000000.0,2,3
ENG-Premier League,2425,Everton,Michael Keane,ENG,DF,31.0,1993.0,1049.0,14.0,11.0,Michael Keane,100.0,5000000.0,3,1
ENG-Premier League,2425,West Ham,James Ward-Prowse,ENG,MF,29.0,1994.0,1439.0,24.0,17.0,James Ward-Prowse,100.0,8000000.0,1,0
ENG-Premier League,2425,Crystal Palace,Eddie Nketiah,ENG,"FW,MF",25.0,1999.0,1034.0,29.0,9.0,Eddie Nketiah,100.0,18000000.0,2,3
ENG-Premier League,2425,Tottenham,Micky van de Ven,NED,DF,23.0,2001.0,1015.0,13.0,12.0,Micky van de Ven,100.0,50000000.0,1,2
ENG-Premier League,2425,Brighton,Mats Wieffer,NED,"DF,MF",24.0,1999.0,1015.0,25.0,10.0,Mats Wieffer,100.0,25000000.0,1,0
ENG-Premier League,2425,Wolves,Gonçalo Guedes,POR,"MF,FW",27.0,1996.0,995.0,29.0,10.0,Gonçalo Guedes,100.0,11000000.0,0,0
ENG-Premier League,2425,Ipswich Town,Sammie Szmodics,IRL,MF,28.0,1995.0,992.0,20.0,13.0,Sammie Szmodics,100.0,10000000.0,2,3
ENG-Premier League,2425,Arsenal,Riccardo Calafiori,ITA,DF,22.0,2002.0,983.0,19.0,11.0,Riccardo Calafiori,100.0,35000000.0,3,0
ENG-Premier League,2425,Manchester Utd,Marcus Rashford,ENG,MF,26.0,1997.0,1422.0,25.0,16.0,Marcus Rashford,100.0,50000000.0,2,0
ENG-Premier League,2425,Wolves,Craig Dawson,ENG,DF,34.0,1990.0,971.0,15.0,10.0,Craig Dawson,100.0,1500000.0,1,2
ENG-Premier League,2425,Manchester City,Kyle Walker,ENG,DF,34.0,1990.0,1629.0,26.0,16.0,Kyle Walker,100.0,4000000.0,1,2
ENG-Premier League,2425,Fulham,Rodrigo Muniz,BRA,FW,23.0,2001.0,964.0,31.0,8.0,Rodrigo Muniz,100.0,20000000.0,2,3
ENG-Premier League,2425,Brighton,Igor,BRA,DF,26.0,1998.0,961.0,13.0,10.0,Igor Julio,90.0,20000000.0,1,2
ENG-Premier League,2425,Bournemouth,David Brooks,WAL,MF,27.0,1997.0,960.0,29.0,9.0,David Brooks,100.0,10000000.0,0,0
ENG-Premier League,2425,Nottingham,Álex Moreno,ESP,DF,31.0,1993.0,955.0,15.0,11.0,Álex Moreno,100.0,7000000.0,1,2
ENG-Premier League,2425,Brighton,Matt O'Riley,DEN,MF,23.0,2000.0,938.0,21.0,11.0,Matt O'Riley,100.0,22000000.0,0,0
ENG-Premier League,2425,Ipswich Town,Wes Burns,WAL,MF,29.0,1994.0,926.0,18.0,12.0,Wes Burns,100.0,2000000.0,1,2
ENG-Premier League,2425,Chelsea,Christopher Nkunku,FRA,"MF,FW",26.0,1997.0,921.0,27.0,9.0,Christopher Nkunku,100.0,35000000.0,2,0
ENG-Premier League,2425,Tottenham,Mathys Tel,FRA,FW,19.0,2005.0,1167.0,21.0,13.0,Mathys Tel,100.0,35000000.0,0,0
ENG-Premier League,2425,Nottingham,Morato,BRA,DF,23.0,2001.0,907.0,26.0,6.0,Morato,100.0,14000000.0,1,2
ENG-Premier League,2425,Ipswich Town,Julio Enciso,PAR,MF,20.0,2004.0,1163.0,25.0,14.0,Julio Enciso,100.0,22000000.0,0,0
ENG-Premier League,2425,Aston Villa,Marco Asensio,ESP,MF,28.0,1996.0,1361.0,25.0,17.0,Marco Asensio,100.0,20000000.0,2,0
ITA-Serie A,2324,Empoli,Sebastiano Luperto,ITA,DF,26.0,1996.0,3406.0,38.0,38.0,Sebastiano Luperto,100.0,3500000.0,1,1
ITA-Serie A,2324,Lecce,Federico Baschirotto,ITA,DF,26.0,1996.0,3294.0,37.0,37.0,Federico Baschirotto,100.0,6000000.0,1,2
ITA-Serie A,2324,Roma,Bryan Cristante,ITA,MF,28.0,1995.0,3289.0,37.0,37.0,Bryan Cristante,100.0,20000000.0,1,1
ITA-Serie A,2324,Napoli,Stanislav Lobotka,SVK,MF,28.0,1994.0,3282.0,38.0,38.0,Stanislav Lobotka,100.0,28000000.0,1,2
ITA-Serie A,2324,Udinese,Walace,BRA,MF,28.0,1995.0,3238.0,37.0,37.0,Walace,100.0,6000000.0,1,1
ITA-Serie A,2324,Udinese,Nehuén Pérez,ARG,DF,23.0,2000.0,3238.0,36.0,36.0,Nehuén Pérez,100.0,13000000.0,1,2
ITA-Serie A,2324,Napoli,Giovanni Di Lorenzo,ITA,DF,29.0,1993.0,3234.0,36.0,36.0,Giovanni Di Lorenzo,100.0,15000000.0,0,0
ITA-Serie A,2324,Juventus,Gleison Bremer,BRA,DF,26.0,1997.0,3233.0,36.0,36.0,Bremer,90.0,60000000.0,3,1
ITA-Serie A,2324,Monza,Matteo Pessina,ITA,MF,26.0,1997.0,3222.0,37.0,37.0,Matteo Pessina,100.0,15000000.0,3,1
ITA-Serie A,2324,Lecce,Marin Pongračić,CRO,DF,25.0,1997.0,3219.0,36.0,36.0,Marin Pongracic,100.0,7000000.0,1,2
ITA-Serie A,2324,Genoa,Morten Frendrup,DEN,MF,22.0,2001.0,3145.0,37.0,36.0,Morten Frendrup,100.0,15000000.0,1,1
ITA-Serie A,2324,Frosinone,Matìas Soulé,ARG,"MF,FW",20.0,2003.0,3121.0,36.0,36.0,Matías Soulé,100.0,25000000.0,0,0
ITA-Serie A,2324,Lazio,Adam Marušić,MNE,"DF,MF",30.0,1992.0,3100.0,37.0,37.0,Adam Marusic,100.0,5000000.0,3,1
ITA-Serie A,2324,Sassuolo,Andrea Pinamonti,ITA,FW,24.0,1999.0,3076.0,38.0,37.0,Andrea Pinamonti,100.0,15000000.0,2,0
ITA-Serie A,2324,Torino,Raoul Bellanova,ITA,MF,23.0,2000.0,3046.0,37.0,36.0,Raoul Bellanova,100.0,15000000.0,0,0
ITA-Serie A,2324,Lecce,Valentin Gendrey,FRA,DF,23.0,2000.0,3044.0,37.0,35.0,Valentin Gendrey,100.0,7000000.0,3,1
ITA-Serie A,2324,Genoa,Albert Guðmundsson,ISL,"FW,MF",26.0,1997.0,3016.0,35.0,34.0,Albert Gudmundsson,94.44444444444444,30000000.0,0,0
ITA-Serie A,2324,Juventus,Manuel Locatelli,ITA,MF,25.0,1998.0,3008.0,36.0,34.0,Manuel Locatelli,100.0,28000000.0,1,1
ITA-Serie A,2324,Cagliari,Alberto Dossena,ITA,DF,24.0,1998.0,2977.0,35.0,33.0,Alberto Dossena,100.0,5000000.0,3,1
ITA-Serie A,2324,Lecce,Ylber Ramadani,ALB,MF,27.0,1996.0,2970.0,34.0,34.0,Ylber Ramadani,100.0,4000000.0,1,1
ITA-Serie A,2324,Frosinone,Caleb Okoli,ITA,DF,22.0,2001.0,2914.0,34.0,32.0,Caleb Okoli,100.0,8000000.0,1,2
ITA-Serie A,2324,Sassuolo,Armand Lauriente,FRA,"MF,FW",24.0,1998.0,2908.0,37.0,35.0,Armand Laurienté,100.0,10000000.0,0,0
ITA-Serie A,2324,Torino,Duván Zapata,COL,FW,32.0,1991.0,2992.0,37.0,36.0,Duván Zapata,100.0,8000000.0,2,3
ITA-Serie A,2324,Atalanta,Éderson Silva,BRA,MF,24.0,1999.0,2869.0,36.0,32.0,Éderson,90.0,40000000.0,3,1
ITA-Serie A,2324,Roma,Gianluca Mancini,ITA,DF,27.0,1996.0,2869.0,36.0,34.0,Gianluca Mancini,100.0,25000000.0,3,1
ITA-Serie A,2324,Genoa,Johan Vásquez,MEX,DF,24.0,1998.0,2850.0,37.0,32.0,Johan Vásquez,100.0,10000000.0,1,1
ITA-Serie A,2324,Inter,Nicolò Barella,ITA,MF,26.0,1997.0,2846.0,37.0,34.0,Nicolò Barella,100.0,80000000.0,1,1
ITA-Serie A,2324,Atalanta,Berat Djimsiti,ALB,DF,30.0,1993.0,2832.0,37.0,32.0,Berat Djimsiti,100.0,10000000.0,1,2
ITA-Serie A,2324,Milan,Tijjani Reijnders,NED,MF,25.0,1998.0,2820.0,36.0,33.0,Tijjani Reijnders,100.0,30000000.0,3,1
ITA-Serie A,2324,Frosinone,Enzo Barrenechea,ARG,MF,22.0,2001.0,2811.0,36.0,32.0,Enzo Barrenechea,100.0,7500000.0,1,2
ITA-Serie A,2324,Milan,Theo Hernández,FRA,DF,25.0,1997.0,2791.0,32.0,31.0,Theo Hernández,100.0,60000000.0,0,0
ITA-Serie A,2324,Napoli,Frank Anguissa,CMR,MF,27.0,1995.0,2786.0,34.0,32.0,Frank Anguissa,100.0,27000000.0,1,2
ITA-Serie A,2324,Inter,Henrikh Mkhitaryan,ARM,MF,34.0,1989.0,2785.0,36.0,35.0,Henrikh Mkhitaryan,100.0,6000000.0,1,0
ITA-Serie A,2324,Hellas Verona,Michael Folorunsho,ITA,MF,25.0,1998.0,2781.0,34.0,33.0,Michael Folorunsho,100.0,8500000.0,0,0
ITA-Serie A,2324,Torino,Ricardo Rodríguez,SUI,"DF,MF",30.0,1992.0,2772.0,35.0,34.0,Ricardo Rodríguez,100.0,3500000.0,3,0
ITA-Serie A,2324,Lazio,Felipe Anderson,BRA,"FW,MF",30.0,1993.0,2770.0,38.0,33.0,Felipe Anderson,100.0,8000000.0,0,0
ITA-Serie A,2324,Bologna,Joshua Zirkzee,NED,FW,22.0,2001.0,2759.0,34.0,32.0,Joshua Zirkzee,100.0,50000000.0,2,3
ITA-Serie A,2324,Salernitana,Antonio Candreva,ITA,MF,36.0,1987.0,2750.0,34.0,32.0,Antonio Candreva,100.0,1000000.0,0,0
ITA-Serie A,2324,Salernitana,Domagoj Bradarić,CRO,"MF,DF",23.0,1999.0,2749.0,34.0,30.0,Domagoj Bradarić,100.0,5000000.0,1,2
ITA-Serie A,2324,Napoli,Khvicha Kvaratskhelia,GEO,FW,22.0,2001.0,2737.0,34.0,32.0,Khvicha Kvaratskhelia,100.0,80000000.0,2,3
ITA-Serie A,2324,Frosinone,Simone Romagnoli,ITA,DF,33.0,1990.0,2715.0,33.0,30.0,Simone Romagnoli,100.0,800000.0,3,1
ITA-Serie A,2324,Bologna,Lewis Ferguson,SCO,MF,23.0,1999.0,2712.0,31.0,31.0,Lewis Ferguson,100.0,24000000.0,0,0
ITA-Serie A,2324,Cagliari,Antoine Makoumbou,CGO,MF,25.0,1998.0,2702.0,32.0,32.0,Antoine Makoumbou,100.0,4500000.0,3,1
ITA-Serie A,2324,Inter,Marcus Thuram,FRA,FW,25.0,1997.0,2687.0,35.0,34.0,Marcus Thuram,100.0,65000000.0,2,3
ITA-Serie A,2324,Monza,Andrea Colpani,ITA,MF,24.0,1999.0,2657.0,38.0,36.0,Andrea Colpani,100.0,18000000.0,0,0
ITA-Serie A,2324,Inter,Lautaro Martínez,ARG,FW,25.0,1997.0,2656.0,33.0,31.0,Lautaro Martínez,100.0,110000000.0,2,3
ITA-Serie A,2324,Juventus,Adrien Rabiot,FRA,MF,28.0,1995.0,2651.0,31.0,30.0,Adrien Rabiot,100.0,35000000.0,3,0
