league,season,team,player,nation,pos,age,born,tm_position,position_family,minutes,matches_played,starts,goals_p90,assists_p90,goals_assists_p90,non_penalty_goals_p90,np_goals_assists_p90,shots_p90,shots_on_target_p90,shots_on_target_pct,goals_per_shot,goals_per_shot_on_target,interceptions_p90,tackles_won_p90,fouls_committed_p90,fouls_drawn_p90,crosses_p90,offsides_p90,attacking_index,creativity_index,defensive_index,discipline_index,tm_matched_name,tm_match_score,market_value_eur
ESP-La Liga,2324,Las Palmas,Julian Araujo,MEX,DF,21.0,2001.0,Right-Back,Full-Back,1462.0,25.0,15.0,0.0615595075239398,0.0,0.0615595075239398,0.0615595075239398,0.0615595075239398,0.4309165526675786,0.1231190150478796,28.571428571428573,0.1428571428571428,0.5,0.6155950752393982,1.292749658002736,0.8002735978112175,0.5540355677154583,1.354309165526676,0.12311901504787963,0.2770177838577291,0.40629274965800277,1.9083447332421342,-0.24623803009575929,Julián Araujo,100.0,8000000.0
ESP-La Liga,2324,Sevilla,Djibril Sow,SUI,MF,26.0,1997.0,Central Midfield,Central Midfield,1460.0,24.0,18.0,0.0616438356164383,0.0616438356164383,0.1232876712328767,0.0616438356164383,0.1232876712328767,1.1095890410958904,0.3082191780821918,27.77777777777778,0.0555555555555555,0.2,1.1095890410958904,1.2945205479452055,1.6643835616438356,1.1712328767123288,0.36986301369863017,0.12328767123287672,0.678082191780822,0.17260273972602735,2.404109589041096,-0.4931506849315068,Djibril Sow,100.0,9000000.0
ESP-La Liga,2324,Villarreal,Étienne Capoue,FRA,MF,35.0,1988.0,Defensive Midfield,Defensive Midfield,1455.0,32.0,15.0,0.0618556701030927,0.0618556701030927,0.1237113402061855,0.0618556701030927,0.1237113402061855,0.8659793814432989,0.3092783505154639,35.714285714285715,0.0714285714285714,0.2,1.4226804123711339,1.2989690721649483,1.5463917525773194,2.536082474226804,0.43298969072164945,0.12371134020618556,0.556701030927835,0.19175257731958753,2.721649484536082,0.9896907216494846,Étienne Capoue,100.0,1500000.0
ESP-La Liga,2324,Mallorca,Pablo Maffeo,ESP,"DF,MF",26.0,1997.0,Right-Back,Full-Back,1454.0,22.0,17.0,0.061898211829436,0.123796423658872,0.1856946354883081,0.061898211829436,0.1856946354883081,0.6808803301237965,0.2475928473177441,36.36363636363637,0.0909090909090909,0.25,0.6808803301237965,1.299862448418157,1.361760660247593,1.237964236588721,4.209078404401651,0.24759284731774417,0.5261348005502063,1.3865199449793673,1.9807427785419534,-0.123796423658872,Pablo Maffeo,100.0,5000000.0
ESP-La Liga,2324,Mallorca,Antonio Sánchez,ESP,MF,26.0,1997.0,Central Midfield,Central Midfield,1452.0,29.0,21.0,0.1859504132231405,0.0619834710743801,0.2479338842975206,0.1859504132231405,0.2479338842975206,1.4256198347107438,0.5578512396694215,39.130434782608695,0.1304347826086956,0.3333333333333333,0.7438016528925621,0.7438016528925621,1.6115702479338843,0.8057851239669421,2.1074380165289255,0.06198347107438017,0.9607438016528925,0.6942148760330576,1.4876033057851241,-0.8057851239669421,Antonio Sánchez,100.0,2500000.0
ESP-La Liga,2324,Athletic Club,Beñat Prados,ESP,MF,22.0,2001.0,Central Midfield,Central Midfield,1449.0,26.0,16.0,0.0,0.0,0.0,0.0,0.0,0.4347826086956521,0.248447204968944,57.142857142857146,0.0,0.0,1.4285714285714284,1.7391304347826086,1.8012422360248446,1.4906832298136645,0.6211180124223602,0.0,0.21739130434782605,0.18633540372670807,3.1677018633540373,-0.31055900621118004,Beñat Prados,100.0,15000000.0
ESP-La Liga,2324,Barcelona,Fermin López,ESP,"MF,FW",20.0,2003.0,Attacking Midfield,Attacking Midfield,1446.0,31.0,14.0,0.4979253112033195,0.0,0.4979253112033195,0.4979253112033195,0.4979253112033195,3.1742738589211617,1.5560165975103737,49.01960784313726,0.1568627450980392,0.32,0.18672199170124482,1.2448132780082988,2.676348547717842,1.058091286307054,1.120331950207469,0.6224066390041494,2.0850622406639,0.33609958506224064,1.4315352697095436,-1.6182572614107882,Fermín López,100.0,30000000.0
ESP-La Liga,2324,Almería,Iddrisu Baba,GHA,MF,27.0,1996.0,Central Midfield,Central Midfield,1430.0,25.0,14.0,0.0,0.0,0.0,0.0,0.0,0.5034965034965034,0.1258741258741258,25.0,0.0,0.0,0.6923076923076923,1.5104895104895104,1.8251748251748252,2.13986013986014,0.2517482517482517,0.0,0.2517482517482517,0.07552447552447551,2.2027972027972025,0.3146853146853148,Iddrisu Baba,100.0,2200000.0
ESP-La Liga,2324,Real Sociedad,Ander Barrenetxea,ESP,"MF,FW",21.0,2001.0,Left Winger,Winger,1427.0,29.0,20.0,0.2522775052557813,0.0630693763139453,0.3153468815697267,0.2522775052557813,0.3153468815697267,2.3335669236159773,0.756832515767344,32.432432432432435,0.1081081081081081,0.3333333333333333,0.4414856341976174,1.324456902592852,1.7028731604765242,1.3875262789067975,2.9011913104414857,0.189208128941836,1.4821303433777153,0.9334267694463909,1.7659425367904695,-0.3153468815697267,Ander Barrenetxea,100.0,20000000.0
ESP-La Liga,2324,Sevilla,Ivan Rakitić,CRO,MF,35.0,1988.0,Central Midfield,Central Midfield,1425.0,18.0,16.0,0.1263157894736842,0.0631578947368421,0.1894736842105263,0.1263157894736842,0.1894736842105263,2.021052631578947,0.5052631578947369,25.0,0.0625,0.25,0.8210526315789474,1.0105263157894737,1.0105263157894737,1.2,8.210526315789473,0.06315789473684211,1.1999999999999997,2.526315789473684,1.831578947368421,0.18947368421052624,Ivan Rakitic,100.0,3500000.0
ESP-La Liga,2324,Atlético Madrid,César Azpilicueta,ESP,"DF,MF",33.0,1989.0,Centre-Back,Centre-Back,1423.0,25.0,14.0,0.0,0.1264933239634574,0.1264933239634574,0.0,0.1264933239634574,0.1264933239634574,0.1264933239634574,100.0,0.0,0.0,1.0119465917076598,0.9486999297259311,1.8341531974701335,0.7589599437807448,0.6957132817990161,0.0,0.1897399859451861,0.3352073085031622,1.9606465214335909,-1.0751932536893887,César Azpilicueta,100.0,2000000.0
ESP-La Liga,2324,Alavés,Kiké,ESP,FW,33.0,1989.0,Centre-Back,Centre-Back,1423.0,33.0,15.0,0.1897399859451862,0.1264933239634574,0.3162333099086437,0.1897399859451862,0.3162333099086437,3.605059732958538,1.6444132115249472,45.6140350877193,0.0526315789473684,0.1153846153846153,0.12649332396345747,0.3162333099086437,1.5179198875614897,2.2768798313422347,0.5692199578355587,0.44272663387210115,2.1187631763879127,0.297259311314125,0.44272663387210115,0.758959943780745,Kike Salas,90.0,10000000.0
ESP-La Liga,2324,Real Madrid,Lucas Vázquez,ESP,DF,32.0,1991.0,Right-Back,Full-Back,1419.0,29.0,14.0,0.1902748414376321,0.3805496828752642,0.5708245243128964,0.1902748414376321,0.5708245243128964,0.7610993657505285,0.4439746300211416,58.333333333333336,0.25,0.4285714285714285,0.7610993657505285,1.3953488372093024,1.4587737843551796,1.522198731501057,2.854122621564482,0.3171247357293869,0.9513742071881607,1.2367864693446087,2.156448202959831,0.06342494714587743,Lucas Vázquez,100.0,4000000.0
ESP-La Liga,2324,Getafe,Iglesias,ESP,"DF,MF",25.0,1998.0,Centre-Forward,Forward,1412.0,23.0,16.0,0.0,0.1274787535410765,0.1274787535410765,0.0,0.1274787535410765,0.9560906515580736,0.3824362606232295,40.0,0.0,0.0,1.019830028328612,1.3385269121813033,1.0835694050991502,0.6373937677053825,3.9518413597733715,0.06373937677053824,0.6055240793201133,1.3130311614730878,2.358356940509915,-0.44617563739376775,Borja Iglesias,90.0,5000000.0
ESP-La Liga,2324,Real Betis,Abner,BRA,DF,23.0,2000.0,Left-Back,Full-Back,1400.0,23.0,15.0,0.0,0.0642857142857143,0.0642857142857143,0.0,0.0642857142857143,0.2571428571428572,0.0,0.0,0.0,,1.0285714285714287,1.1571428571428573,1.092857142857143,0.1285714285714286,1.6714285714285715,0.1285714285714286,0.1928571428571429,0.5657142857142857,2.185714285714286,-0.9642857142857144,Abner,100.0,7000000.0
ESP-La Liga,2324,Real Madrid,Fran Garcia,ESP,DF,23.0,1999.0,Left-Back,Full-Back,1398.0,25.0,15.0,0.0643776824034334,0.3218884120171674,0.3862660944206008,0.0643776824034334,0.3862660944206008,0.5793991416309013,0.0643776824034334,11.11111111111111,0.1111111111111111,1.0,1.2875536480686696,1.0300429184549356,0.6437768240343348,0.9656652360515021,3.8626609442060085,0.6437768240343348,0.6759656652360515,1.48068669527897,2.317596566523605,0.32188841201716734,Fran García,100.0,15000000.0
ESP-La Liga,2324,Valencia,Gabriel Paulista,BRA,DF,32.0,1990.0,Centre-Back,Centre-Back,1803.0,23.0,21.0,0.0,0.0,0.0,0.0,0.0,0.3993344425956738,0.0499168053244592,12.5,0.0,0.0,1.29783693843594,0.5490848585690515,0.7487520798668884,0.19966722129783693,0.0,0.0,0.1996672212978369,0.0,1.8469217970049916,-0.5490848585690515,Gabriel Paulista,100.0,2000000.0
ESP-La Liga,2324,Rayo Vallecano,Óscar Trejo,ARG,"FW,MF",35.0,1988.0,Attacking Midfield,Attacking Midfield,1380.0,31.0,19.0,0.0,0.0,0.0,0.0,0.0,1.1739130434782608,0.1956521739130434,16.666666666666668,0.0,0.0,0.32608695652173914,0.9782608695652174,2.608695652173913,2.608695652173913,1.3695652173913042,0.19565217391304346,0.5869565217391304,0.41086956521739126,1.3043478260869565,0.0,Óscar Trejo,100.0,1000000.0
ESP-La Liga,2324,Barcelona,Alejandro Balde,ESP,"DF,MF",19.0,2003.0,Left-Back,Full-Back,1378.0,18.0,15.0,0.0,0.0653120464441219,0.0653120464441219,0.0,0.0653120464441219,0.3265602322206096,0.0653120464441219,20.0,0.0,0.0,0.3265602322206096,0.5878084179970973,0.5224963715529753,1.1756168359941945,2.416545718432511,0.2612481857764877,0.22859216255442671,0.7902757619738752,0.9143686502177069,0.6531204644412192,Alejandro Balde,100.0,40000000.0
ESP-La Liga,2324,Atlético Madrid,Saúl Ñíguez,ESP,MF,28.0,1994.0,Central Midfield,Central Midfield,1374.0,34.0,14.0,0.0655021834061135,0.2620087336244541,0.3275109170305676,0.0655021834061135,0.3275109170305676,1.0480349344978166,0.2620087336244541,25.0,0.0625,0.25,0.982532751091703,2.554585152838428,2.7510917030567685,0.9170305676855894,1.0480349344978166,0.13100436681222707,0.8515283842794759,0.5764192139737991,3.537117903930131,-1.834061135371179,Saúl Ñíguez,100.0,7500000.0
ESP-La Liga,2324,Barcelona,Raphinha,BRA,"FW,MF",26.0,1996.0,Left Winger,Winger,1368.0,28.0,17.0,0.3947368421052631,0.5921052631578948,0.986842105263158,0.3289473684210526,0.9210526315789476,3.881578947368421,1.4473684210526316,37.28813559322034,0.1016949152542373,0.2727272727272727,0.8552631578947368,0.5263157894736842,1.118421052631579,1.6447368421052633,5.328947368421053,0.46052631578947373,2.927631578947368,2.1907894736842106,1.381578947368421,0.5263157894736843,Raphinha,100.0,50000000.0
ESP-La Liga,2324,Cádiz,Roger Martí,ESP,FW,32.0,1991.0,Centre-Forward,Forward,1359.0,23.0,18.0,0.1324503311258278,0.1986754966887417,0.3311258278145695,0.1324503311258278,0.3311258278145695,2.185430463576159,0.794701986754967,36.36363636363637,0.0606060606060606,0.1666666666666666,0.5298013245033113,0.3973509933774835,2.251655629139073,1.8543046357615895,0.5960264900662252,0.5960264900662252,1.423841059602649,0.37748344370860926,0.9271523178807948,-0.39735099337748325,Roger Martí,100.0,1200000.0
ESP-La Liga,2324,Osasuna,Raúl,ESP,FW,22.0,2000.0,Attacking Midfield,Attacking Midfield,1355.0,35.0,13.0,0.3985239852398524,0.066420664206642,0.4649446494464945,0.3985239852398524,0.4649446494464945,2.1918819188191883,0.7970479704797048,36.36363636363637,0.1818181818181818,0.5,0.33210332103321033,0.2656826568265683,0.8634686346863468,0.7970479704797048,0.3985239852398524,0.5977859778597786,1.5608856088560885,0.1859778597785977,0.5977859778597786,-0.06642066420664205,Raúl García,90.0,1500000.0
ESP-La Liga,2324,Celta Vigo,Renato Tapia,PER,"MF,DF",28.0,1995.0,Defensive Midfield,Defensive Midfield,1337.0,21.0,15.0,0.0,0.0,0.0,0.0,0.0,1.2789827973074046,0.0673148840688107,5.2631578947368425,0.0,0.0,1.3462976813762153,1.8175018698578906,1.6828721017202692,1.8175018698578906,0.605833956619297,0.06731488406881077,0.6394913986537023,0.18175018698578907,3.163799551234106,0.1346297681376214,Renato Tapia,100.0,5000000.0
ESP-La Liga,2324,Granada,Bruno Méndez,URU,DF,23.0,1999.0,Centre-Back,Centre-Back,1333.0,17.0,15.0,0.1350337584396099,0.0,0.1350337584396099,0.1350337584396099,0.1350337584396099,0.5401350337584396,0.3375843960990247,62.5,0.25,0.4,1.6879219804951238,1.282820705176294,0.9452363090772693,0.0,0.5401350337584396,0.0,0.4051012753188297,0.16204051012753187,2.970742685671418,-0.9452363090772693,Bruno Méndez,100.0,5000000.0
ESP-La Liga,2324,Mallorca,Copete,ESP,DF,23.0,1999.0,Centre-Back,Centre-Back,1333.0,19.0,17.0,0.0675168792198049,0.0675168792198049,0.1350337584396099,0.0675168792198049,0.1350337584396099,0.4726181545386346,0.0675168792198049,14.285714285714286,0.1428571428571428,1.0,2.2280570142535634,1.7554388597149286,2.430607651912978,0.8777194298574643,0.6076519129782445,0.0,0.37134283570892723,0.24981245311327824,3.983495873968492,-1.5528882220555138,José Copete,90.0,2800000.0
ESP-La Liga,2324,Real Betis,Johnny Cardoso,USA,MF,21.0,2001.0,Central Midfield,Central Midfield,1328.0,17.0,15.0,0.0677710843373494,0.1355421686746988,0.2033132530120481,0.0677710843373494,0.2033132530120481,0.8132530120481927,0.2033132530120481,25.0,0.0833333333333333,0.3333333333333333,2.100903614457831,2.033132530120482,1.4231927710843373,1.2876506024096386,0.20331325301204817,0.0,0.6099397590361444,0.19653614457831323,4.134036144578313,-0.1355421686746987,Johnny Cardoso,100.0,25000000.0
ESP-La Liga,2324,Atlético Madrid,José María Giménez,URU,DF,28.0,1995.0,Centre-Back,Centre-Back,1326.0,22.0,14.0,0.0,0.0,0.0,0.0,0.0,0.4751131221719457,0.0678733031674208,14.285714285714286,0.0,0.0,0.6787330316742082,0.6108597285067874,1.153846153846154,0.13574660633484165,0.06787330316742082,0.0,0.23755656108597284,0.020361990950226245,1.2895927601809956,-1.0180995475113124,José María Giménez,100.0,22000000.0
ESP-La Liga,2324,Valencia,Hugo Guillamón,ESP,MF,23.0,2000.0,Defensive Midfield,Defensive Midfield,1315.0,26.0,12.0,0.0684410646387832,0.0,0.0684410646387832,0.0684410646387832,0.0684410646387832,0.2053231939163498,0.1368821292775665,66.66666666666667,0.3333333333333333,0.5,0.752851711026616,1.0266159695817492,2.463878326996198,1.7110266159695817,0.4790874524714829,0.0,0.17110266159695808,0.14372623574144486,1.7794676806083651,-0.7528517110266162,Hugo Guillamón,100.0,8000000.0
ESP-La Liga,2324,Getafe,Carmona,ESP,"MF,DF",21.0,2002.0,Right-Back,Full-Back,1313.0,30.0,15.0,0.0685453160700685,0.0685453160700685,0.1370906321401371,0.0685453160700685,0.1370906321401371,0.8225437928408226,0.2056359482102056,25.0,0.0833333333333333,0.3333333333333333,1.507996953541508,1.4394516374714394,2.261995430312262,1.5765422696115765,1.987814166031988,0.20563594821020564,0.5483625285605483,0.6648895658796649,2.9474485910129475,-0.6854531607006855,José Ángel Carmona,90.0,3500000.0
ESP-La Liga,2324,Getafe,Damián Suárez,URU,DF,35.0,1988.0,Right-Back,Full-Back,1299.0,16.0,15.0,0.0,0.138568129330254,0.138568129330254,0.0,0.138568129330254,0.277136258660508,0.069284064665127,25.0,0.0,0.0,0.6928406466512702,1.3856812933025404,1.6628175519630484,0.8314087759815242,3.394919168591224,0.0,0.277136258660508,1.1570438799076213,2.0785219399538106,-0.8314087759815242,Damián Suárez,100.0,650000.0
ESP-La Liga,2324,Barcelona,Iñigo Martínez,ESP,DF,32.0,1991.0,Centre-Back,Centre-Back,1296.0,20.0,13.0,0.0,0.0,0.0,0.0,0.0,0.5555555555555556,0.0694444444444444,12.5,0.0,0.0,0.9027777777777778,0.3472222222222222,0.6944444444444444,0.7638888888888888,0.20833333333333331,0.06944444444444445,0.2777777777777778,0.06249999999999999,1.25,0.06944444444444442,Iñigo Martínez,100.0,5000000.0
ESP-La Liga,2324,Sevilla,Marcos Acuña,ARG,"DF,MF",31.0,1991.0,Left-Back,Full-Back,1292.0,21.0,18.0,0.0696594427244582,0.1393188854489164,0.2089783281733746,0.0696594427244582,0.2089783281733746,0.6269349845201239,0.2786377708978328,44.44444444444444,0.1111111111111111,0.25,0.2089783281733746,1.393188854489164,1.2538699690402477,1.1842105263157894,5.851393188854489,0.0696594427244582,0.5224458204334366,1.8947368421052633,1.6021671826625385,-0.06965944272445834,Marcos Acuña,100.0,4000000.0
ESP-La Liga,2324,Cádiz,Álex Fernández,ESP,MF,30.0,1992.0,Central Midfield,Central Midfield,1285.0,26.0,14.0,0.0,0.0700389105058365,0.0700389105058365,0.0,0.0700389105058365,0.490272373540856,0.0700389105058365,14.285714285714286,0.0,0.0,1.0505836575875487,0.6303501945525292,0.35019455252918286,1.1206225680933852,2.45136186770428,0.0,0.31517509727626447,0.8054474708171204,1.6809338521400778,0.7704280155642024,Álex Fernández,100.0,1500000.0
ESP-La Liga,2324,Rayo Vallecano,Raúl de Tomás,ESP,FW,28.0,1994.0,Centre-Forward,Forward,1272.0,25.0,15.0,0.070754716981132,0.1415094339622641,0.2122641509433962,0.0,0.1415094339622641,2.759433962264151,0.8490566037735849,30.76923076923077,0.0256410256410256,0.0833333333333333,0.07075471698113207,0.3537735849056604,1.6981132075471699,1.839622641509434,0.5660377358490566,0.8490566037735849,1.5919811320754718,0.31132075471698106,0.42452830188679247,0.14150943396226423,Raúl de Tomás,100.0,2000000.0
ESP-La Liga,2324,Mallorca,Abdón Prats,ESP,FW,30.0,1992.0,Centre-Forward,Forward,1270.0,34.0,11.0,0.4251968503937008,0.0708661417322834,0.4960629921259842,0.4251968503937008,0.4960629921259842,2.3385826771653546,0.9921259842519684,42.42424242424242,0.1818181818181818,0.4285714285714285,0.14173228346456693,0.28346456692913385,1.2755905511811023,1.2755905511811023,0.5669291338582677,0.35433070866141736,1.6653543307086616,0.2409448818897637,0.4251968503937008,0.0,Abdón Prats,100.0,1800000.0
ESP-La Liga,2324,Alavés,Alex Sola,ESP,MF,24.0,1999.0,Right Winger,Winger,1292.0,31.0,14.0,0.0,0.2089783281733746,0.2089783281733746,0.0,0.2089783281733746,1.9504643962848296,0.4876160990712074,25.0,0.0,0.0,0.7662538699690402,1.044891640866873,0.9055727554179567,2.089783281733746,5.712074303405573,0.696594427244582,1.1842105263157894,1.9226006191950464,1.8111455108359131,1.1842105263157892,Álex Sola,100.0,4000000.0
ESP-La Liga,2324,Granada,Raúl Torrente,ESP,DF,21.0,2001.0,Centre-Back,Centre-Back,1250.0,17.0,14.0,0.0,0.0,0.0,0.0,0.0,0.216,0.0,0.0,0.0,,0.864,1.08,1.296,0.576,0.144,0.072,0.108,0.043199999999999995,1.944,-0.7200000000000001,Raúl Torrente,100.0,3000000.0
ESP-La Liga,2324,Girona,Arnau Martinez,ESP,DF,20.0,2003.0,Right-Back,Full-Back,1241.0,21.0,14.0,0.0,0.145044319097502,0.145044319097502,0.0,0.145044319097502,0.072522159548751,0.0,0.0,0.0,,0.652699435938759,1.087832393231265,1.015310233682514,1.595487510072522,0.507655116841257,0.072522159548751,0.18130539887187752,0.2973408541498791,1.740531829170024,0.5801772763900082,Arnau Martínez,100.0,10000000.0
ESP-La Liga,2324,Real Sociedad,Kieran Tierney,SCO,DF,26.0,1997.0,Left-Back,Full-Back,1238.0,20.0,14.0,0.0,0.1453957996768982,0.1453957996768982,0.0,0.1453957996768982,0.1453957996768982,0.0,0.0,0.0,,0.7269789983844911,1.7447495961227786,0.43618739903069464,0.5815831987075929,1.9628432956381259,0.0,0.2180936995153473,0.734248788368336,2.47172859450727,0.14539579967689825,Kieran Tierney,100.0,12000000.0
ESP-La Liga,2324,Granada,Facundo Pellistri,URU,"MF,FW",21.0,2001.0,Right Winger,Winger,1404.0,24.0,15.0,0.1282051282051282,0.1282051282051282,0.2564102564102564,0.1282051282051282,0.2564102564102564,1.3461538461538465,0.5128205128205129,38.095238095238095,0.0952380952380952,0.25,0.32051282051282054,1.3461538461538463,1.6025641025641026,1.7307692307692308,2.2435897435897436,0.32051282051282054,0.9294871794871796,0.8012820512820512,1.6666666666666667,0.1282051282051282,Facundo Pellistri,100.0,8000000.0
ESP-La Liga,2324,Valencia,Sergi Canós,ESP,MF,26.0,1997.0,Left Winger,Winger,1229.0,27.0,15.0,0.0732302685109845,0.1464605370219691,0.2196908055329536,0.0732302685109845,0.2196908055329536,3.1489015459723353,1.2449145646867372,39.53488372093023,0.0232558139534883,0.0588235294117647,0.80553295362083,0.951993490642799,1.2449145646867372,1.1716842961757528,2.6362896663954434,0.1464605370219691,1.7941415785191213,0.9373474369406021,1.757526444263629,-0.07323026851098446,Sergi Canós,100.0,2500000.0
ESP-La Liga,2324,Villarreal,Yerson Mosquera,COL,DF,22.0,2001.0,Centre-Back,Centre-Back,1229.0,16.0,14.0,0.1464605370219691,0.0732302685109845,0.2196908055329536,0.1464605370219691,0.2196908055329536,0.7323026851098454,0.2929210740439382,40.0,0.2,0.5,1.3181448331977217,1.0252237591537836,1.0252237591537836,1.9772172497965828,0.5126118795768918,0.0,0.5858421480878763,0.22701383238405204,2.3433685923515055,0.9519934906427991,Yerson Mosquera,100.0,6000000.0
ESP-La Liga,2324,Real Sociedad,Arsen Zakharyan,RUS,"MF,FW",20.0,2003.0,Attacking Midfield,Attacking Midfield,1228.0,29.0,15.0,0.0732899022801303,0.1465798045602606,0.2198697068403909,0.0732899022801303,0.2198697068403909,2.4185667752442996,0.6596091205211727,27.272727272727273,0.0303030303030303,0.1111111111111111,0.2931596091205212,1.0993485342019544,1.5390879478827362,0.8061889250814332,5.570032573289902,0.2198697068403909,1.4291530944625408,1.8175895765472312,1.3925081433224755,-0.7328990228013029,Arsen Zakharyan,100.0,18000000.0
ESP-La Liga,2324,Barcelona,Ferran Torres,ESP,FW,23.0,2000.0,Centre-Forward,Forward,1211.0,29.0,12.0,0.5202312138728323,0.1486374896779521,0.6688687035507844,0.5202312138728323,0.6688687035507844,2.82411230388109,1.1147811725846408,39.473684210526315,0.1842105263157894,0.4666666666666667,0.37159372419488024,0.5945499587118084,0.5945499587118084,1.1890999174236168,1.560693641618497,1.1890999174236168,2.0809248554913293,0.6168455821635013,0.9661436829066886,0.5945499587118084,Ferran Torres,100.0,30000000.0
ESP-La Liga,2324,Girona,Portu,ESP,"MF,FW",31.0,1992.0,Right Winger,Winger,1285.0,36.0,11.0,0.490272373540856,0.3501945525291828,0.8404669260700388,0.490272373540856,0.8404669260700388,1.5408560311284043,0.8404669260700388,54.54545454545455,0.3181818181818182,0.5833333333333334,0.2801556420233463,1.1206225680933852,1.2607003891050583,1.1206225680933852,1.4007782101167314,0.7003891050583657,1.6108949416342409,0.7704280155642023,1.4007782101167314,-0.1400778210116731,Portu,100.0,3500000.0
ESP-La Liga,2324,Sevilla,Juanlu Sánchez,ESP,"DF,MF",19.0,2003.0,Right-Back,Full-Back,1181.0,26.0,11.0,0.0,0.1524132091447925,0.1524132091447925,0.0,0.1524132091447925,0.838272650296359,0.1524132091447925,18.181818181818183,0.0,0.0,0.7620660457239627,2.743437764606266,0.838272650296359,1.7527519051651144,4.648602878916173,0.07620660457239628,0.571549534292972,1.5469940728196443,3.5055038103302287,0.9144792548687554,Juanlu Sánchez,100.0,15000000.0
ESP-La Liga,2324,Rayo Vallecano,Pep Chavarría,ESP,"DF,MF",25.0,1998.0,Left-Back,Full-Back,1167.0,22.0,12.0,0.0771208226221079,0.0771208226221079,0.1542416452442159,0.0771208226221079,0.1542416452442159,0.8483290488431876,0.1542416452442159,18.181818181818183,0.0909090909090909,0.5,0.6169665809768637,1.2339331619537275,0.6169665809768637,1.6966580976863752,5.4755784061696655,0.23136246786632392,0.5784061696658097,1.7197943444730075,1.8508997429305913,1.0796915167095116,Pep Chavarría,100.0,2000000.0
ESP-La Liga,2324,Cádiz,Maxi Gómez,URU,FW,26.0,1996.0,Centre-Forward,Forward,1163.0,31.0,12.0,0.0,0.0,0.0,0.0,0.0,1.238177128116939,0.4643164230438521,37.5,0.0,0.0,0.15477214101461736,0.30954428202923473,1.5477214101461736,2.476354256233878,1.5477214101461736,1.0060189165950129,0.6190885640584695,0.46431642304385207,0.4643164230438521,0.9286328460877042,Maxi Gómez,100.0,2000000.0
ESP-La Liga,2324,Real Madrid,David Alaba,AUT,DF,31.0,1992.0,Centre-Back,Centre-Back,1154.0,14.0,14.0,0.0,0.0779896013864818,0.0779896013864818,0.0,0.0779896013864818,1.0918544194107451,0.3119584055459272,28.571428571428573,0.0,0.0,1.169844020797227,0.7019064124783362,0.3119584055459272,0.0,1.3258232235701906,0.0,0.6239168110918544,0.475736568457539,1.871750433275563,-0.3119584055459272,David Alaba,100.0,20000000.0
ESP-La Liga,2324,Athletic Club,Yeray Álvarez,ESP,DF,28.0,1995.0,Centre-Back,Centre-Back,1152.0,19.0,14.0,0.0,0.0,0.0,0.0,0.0,0.546875,0.15625,28.571428571428573,0.0,0.0,0.78125,0.703125,1.171875,1.09375,0.078125,0.0,0.2734375,0.0234375,1.484375,-0.078125,Yeray Álvarez,100.0,8000000.0
ESP-La Liga,2324,Osasuna,Pablo Ibáñez,ESP,MF,24.0,1998.0,Central Midfield,Central Midfield,1152.0,33.0,12.0,0.078125,0.15625,0.234375,0.078125,0.234375,2.109375,0.546875,25.925925925925927,0.037037037037037,0.1428571428571428,0.703125,0.625,2.03125,1.25,0.859375,0.15625,1.2890625,0.4140625,1.328125,-0.78125,Pablo Ibáñez,100.0,2500000.0
ESP-La Liga,2324,Real Betis,Pablo Fornals,ESP,MF,27.0,1996.0,Central Midfield,Central Midfield,1574.0,30.0,18.0,0.1715374841168996,0.1143583227445997,0.2858958068614994,0.1715374841168996,0.2858958068614994,1.3722998729351972,0.5146124523506989,37.5,0.125,0.3333333333333333,1.5438373570520967,1.3151207115628971,0.914866581956798,1.0864040660736978,3.3735705209656928,0.2858958068614994,0.972045743329098,1.1264294790343075,2.858958068614994,0.17153748411689973,Pablo Fornals,100.0,14000000.0
ESP-La Liga,2324,Alavés,Nahuel Tenaglia,ARG,DF,27.0,1996.0,Right-Back,Full-Back,1141.0,25.0,11.0,0.0788781770376862,0.0,0.0788781770376862,0.0788781770376862,0.0788781770376862,0.63102541630149,0.0788781770376862,12.5,0.125,1.0,1.0254163014899211,1.1831726555652937,1.0254163014899211,1.1042944785276074,1.340929009640666,0.1577563540753725,0.3943908851884312,0.4022787028921998,2.208588957055215,0.07887817703768629,Nahuel Tenaglia,100.0,2000000.0
ESP-La Liga,2324,Real Betis,Sokratis Papastathopoulos,GRE,DF,35.0,1988.0,Centre-Back,Centre-Back,1136.0,15.0,12.0,0.0,0.0,0.0,0.0,0.0,0.1584507042253521,0.079225352112676,50.0,0.0,0.0,0.47535211267605637,1.188380281690141,1.0299295774647887,0.47535211267605637,0.0,0.0,0.07922535211267605,0.0,1.6637323943661975,-0.5545774647887324,Sokratis Papastathopoulos,100.0,700000.0
ESP-La Liga,2324,Alavés,Carlos Benavídez,URU,MF,25.0,1998.0,,,1136.0,29.0,10.0,0.2376760563380281,0.079225352112676,0.3169014084507042,0.2376760563380281,0.3169014084507042,1.1091549295774648,0.5545774647887324,50.0,0.2142857142857142,0.4285714285714285,1.426056338028169,2.772887323943662,2.931338028169014,0.7130281690140845,0.47535211267605637,0.07922535211267606,0.8714788732394365,0.2218309859154929,4.198943661971831,-2.2183098591549295,,81.25,
