goals_p90,assists_p90,goals_assists_p90,non_penalty_goals_p90,np_goals_assists_p90,shots_p90,shots_on_target_p90,shots_on_target_pct,goals_per_shot,goals_per_shot_on_target,interceptions_p90,tackles_won_p90,fouls_committed_p90,fouls_drawn_p90,crosses_p90,offsides_p90,attacking_index,creativity_index,defensive_index,discipline_index
-0.6392564829209799,-0.39065669038412437,-0.6499500058689937,-0.6323356226920497,-0.6441516670668247,-0.8185512394699078,-0.6403746668013013,0.24977753419301857,-0.3853296603501214,-0.4371768305375737,-0.48843043741065234,-0.7779110968335985,-1.1812471014947297,-1.1564826363450003,-0.6877527170011949,-0.7135273244672904,-0.7986949214071376,-0.6913307345383994,-0.7352026937298446,-0.22193985987451015
-0.636840107144473,-0.9927692741547857,-0.9130618196869241,-0.6296577178325095,-0.9272898893126514,-0.843821151460872,-0.8560160730945686,-0.892457711073223,-0.34261960975146744,0.27672683906414947,-0.8019242254260432,0.08893108494705451,0.631818355155829,-0.31289894909738586,-0.7814497284846164,-0.7135273244672904,-0.9067727208449097,-0.8742195012400551,-0.41014364072143483,-0.7395510969766006
-0.4538412463402304,1.163971461514092,0.1727217035902973,-0.42685253189969674,0.24113661371490772,0.4845550160700309,0.33941819269098683,0.15549779966310653,-0.6537928355416601,-0.7001939719697875,1.1417415477408386,0.17621582252617263,-1.1549452056895124,-1.0029159793942286,-0.4201070253940562,-0.7135273244672904,0.40002679314450795,-0.19562339424875655,0.760601071571966,-0.09922784387055092
-0.6347963983599212,-0.3754948350494376,-0.6399435831027238,-0.6273928144433734,-0.6333836186391614,-0.5727325098885373,-0.5546545524628631,-0.1732725566463302,-0.5846432298105068,-0.5391630690521055,0.1442326509148356,-0.5458526527478693,-0.9105351274638096,-0.9547249811242258,-0.370058784963987,-0.46202857741844566,-0.6223984049941004,-0.39869664085946727,-0.23532690811543816,-0.22938227586846222
-0.8163768273389059,-0.9927692741547857,-1.0473283565459366,-0.8286260488963232,-1.071775946406504,-1.0008937097442183,-1.0023677963505897,-1.5593384906327052,-1.0686904699285833,-1.1510805001392965,0.22520477656882176,-0.20186491018445082,-0.0456765844364092,-0.47603529285548146,-0.860917685605647,-0.5868603912333431,-1.0633118537128883,-0.9468060842833969,0.011991142655330602,-0.40599830549768817
-0.8163768273389059,-0.6813389575925856,-0.9103045187211459,-0.8286260488963232,-0.9243227200232202,-1.0002546548561917,-0.776079318294081,0.32361900459406856,-1.0686904699285833,-1.1510805001392965,0.16116706347422113,-0.06530636973355447,0.2028758554809517,-0.2842826200255227,0.19715474271303182,0.3015716907705816,-1.0158318274380647,0.06997375061893646,0.05475832403698991,-0.4068329976598823
-0.08297151405422855,-0.05782747741162679,-0.08749331562138973,-0.2190386437979929,-0.18644027368095442,0.7735561952573242,0.7328977770828625,0.4020755668951839,-0.34261960975146744,-0.4371768305375737,-0.3773753998849581,1.0024983194926065,-0.3461588677531277,1.6615795305414485,1.0746569217544566,0.3022788304537847,0.5139416123500521,0.9722537913703261,0.3673897505314774,1.7782118544884398
1.5738507755011244,-0.055214995967706126,1.1527106854135456,1.820300568927054,1.2957161634037682,1.3835629491578443,1.5700974795977145,0.7599140339758815,0.773050248569466,0.43990482068740033,-1.3886659842460047,-1.3947775521915078,1.6231192680746327,0.5769163985631524,-0.6282551565124989,1.9604147330923736,1.3685787549180382,-0.5827757146368063,-1.6137174224108952,-0.6276597370587939
-0.6319333572582905,-0.9927692741547857,-0.9093923067664608,-0.6242199007957272,-0.9233410762596312,-0.8631553440163366,-0.6222964384857685,0.5746800039576382,-0.29421488573966054,-0.4371768305375737,-0.029915230449148622,0.5518426821642177,-0.5191813389830097,0.25008755547037936,0.43771053294833895,-0.7135273244672904,-0.919109219344627,0.23936993487527464,0.30468424336001465,0.6012310597961295
1.4047272385263994,-0.0489514476957114,1.028987498256937,1.6328724602982003,1.1625759491587677,1.7735368576731025,2.1970224952003496,1.005263115769352,0.43029453172739746,0.04429308617056506,-0.8414224851583393,-0.9189016044189449,-0.32756709020573727,0.4485117201680407,0.8934315930884426,2.491003563782541,1.600346572906682,0.8081557430989998,-1.0208234961844436,0.6472087833726663
-0.6293115595314869,-0.3568493740245778,-0.6276380728885544,-0.6213143407658677,-0.6201414907570635,-0.4804254671011862,-0.6927905602716825,-0.8592645500996742,-0.6218776328965127,-0.2943960966172288,1.3711912564095192,1.8139258533091078,0.9422599052330277,1.1490392891884396,0.5586031886527802,-0.0657884583562371,-0.5532636190191004,0.452562871371363,1.8481613552930893,0.38576629190074585
-0.6284433522906814,-0.9927692741547857,-0.9067823065385734,-0.6203521657549088,-0.9205324193093333,-0.6135039297583059,-0.6910044776789666,-0.6178597430193186,-0.5406389352543178,-0.2943960966172288,1.662245393740994,-0.08054791365807339,0.01641868376890786,-0.5394559323360905,-0.9095146914996957,-0.7135273244672904,-0.742656194579062,-0.9911949264253149,0.9107008563077769,-0.5087827659360828
-0.06194950579096288,-0.6721890880268024,-0.3420802625462505,-0.4105858148016606,-0.6164196733153088,1.110323308840984,1.4831998926721075,0.9774236904366983,-0.42329414977114765,-0.6318778313380433,-0.4081062885725731,-0.21032154144632303,-0.29002604362819717,2.0020947790543504,1.2686286990628939,0.592626146859477,0.6633776016825612,1.050144169435226,-0.3578189503313969,2.0518736783152574
