league,season,club,name,position,age,market_value_eur,contract_expiry
L1,2024,Bayer 04 Leverkusen,Piero Hincapié,Centre-Back,23,50000000.0,16/08/2021
L1,2024,Bayer 04 Leverkusen,Edmond Tapsoba,Centre-Back,26,35000000.0,31/01/2020
L1,2024,Bayer 04 Leverkusen,Jonathan Tah,Centre-Back,29,30000000.0,16/07/2015
L1,2024,Bayer 04 Leverkusen,Odilon Kossounou,Centre-Back,24,25000000.0,22/07/2021
L1,2024,Bayer 04 Leverkusen,Jeanuël Belocian,Centre-Back,20,15000000.0,01/07/2024
L1,2024,Bayer 04 Leverkusen,Mario Hermoso,Centre-Back,30,7000000.0,31/01/2025
L1,2024,Bayer 04 Leverkusen,Andrea Natali,Centre-Back,17,,
L1,2024,Bayer 04 Leverkusen,Ben Hawighorst,Centre-Back,17,,
L1,2024,Bayer 04 Leverkusen,Alejandro Grimaldo,Left-Back,29,30000000.0,01/07/2023
L1,2024,Bayer 04 Leverkusen,Jeremie Frimpong,Right-Back,24,50000000.0,27/01/2021
L1,2024,Bayer 04 Leverkusen,Nordi Mukiele,Right-Back,27,10000000.0,28/08/2024
L1,2024,Bayer 04 Leverkusen,Arthur,Right-Back,22,7000000.0,01/07/2023
L1,2024,Bayer 04 Leverkusen,Othniël Raterink,Right-Back,19,,
L1,2024,Bayer 04 Leverkusen,Granit Xhaka,Defensive Midfield,32,12000000.0,06/07/2023
L1,2024,Bayer 04 Leverkusen,Robert Andrich,Defensive Midfield,30,9000000.0,16/08/2021
L1,2024,Bayer 04 Leverkusen,Exequiel Palacios,Central Midfield,26,40000000.0,01/01/2020
L1,2024,Bayer 04 Leverkusen,Aleix García,Central Midfield,28,20000000.0,01/07/2024
L1,2024,Bayer 04 Leverkusen,Florian Wirtz,Attacking Midfield,22,140000000.0,01/07/2020
L1,2024,Bayer 04 Leverkusen,Jonas Hofmann,Attacking Midfield,32,2000000.0,05/07/2023
L1,2024,Bayer 04 Leverkusen,Francis Onyeka,Attacking Midfield,18,500000.0,01/07/2025
L1,2024,Bayer 04 Leverkusen,Amine Adli,Left Winger,25,18000000.0,26/08/2021
L1,2024,Bayer 04 Leverkusen,Martin Terrier,Left Winger,28,17000000.0,18/07/2024
L1,2024,Bayer 04 Leverkusen,Emiliano Buendía,Left Winger,28,15000000.0,29/01/2025
L1,2024,Bayer 04 Leverkusen,Kerim Alajbegovic,Left Winger,17,,01/07/2026
L1,2024,Bayer 04 Leverkusen,Nathan Tella,Right Winger,25,15000000.0,27/08/2023
L1,2024,Bayer 04 Leverkusen,Victor Boniface,Centre-Forward,24,40000000.0,22/07/2023
L1,2024,Bayer 04 Leverkusen,Patrik Schick,Centre-Forward,29,27000000.0,08/09/2020
L1,2024,Bayer 04 Leverkusen,Artem Stepanov,Centre-Forward,17,800000.0,01/07/2025
L1,2024,Bayer 04 Leverkusen,Alejo Sarco,Centre-Forward,19,800000.0,02/01/2025
L1,2024,RB Leipzig,Maarten Vandevoordt,Goalkeeper,23,8000000.0,01/07/2024
L1,2024,RB Leipzig,Péter Gulácsi,Goalkeeper,35,2000000.0,01/07/2015
L1,2024,RB Leipzig,Leopold Zingerle,Goalkeeper,31,400000.0,01/07/2023
L1,2024,RB Leipzig,Fernando Dickes,Goalkeeper,17,,
L1,2024,RB Leipzig,Castello Lukeba,Centre-Back,22,40000000.0,11/08/2023
L1,2024,RB Leipzig,Mohamed Simakan,Centre-Back,25,23000000.0,01/07/2021
L1,2024,RB Leipzig,El Chadaille Bitshiabu,Centre-Back,20,18000000.0,18/07/2023
L1,2024,RB Leipzig,Willi Orbán,Centre-Back,32,8000000.0,01/07/2015
L1,2024,RB Leipzig,Lukas Klostermann,Centre-Back,29,8000000.0,22/08/2014
L1,2024,RB Leipzig,Jonathan Norbye,Centre-Back,18,,01/07/2025
L1,2024,RB Leipzig,David Raum,Left-Back,27,20000000.0,31/07/2022
L1,2024,RB Leipzig,Lionel Voufack,Left-Back,17,,
L1,2024,RB Leipzig,Lutsharel Geertruida,Right-Back,24,20000000.0,30/08/2024
L1,2024,RB Leipzig,Benjamin Henrichs,Right-Back,28,15000000.0,01/07/2021
L1,2024,RB Leipzig,Kosta Nedeljkovic,Right-Back,19,10000000.0,03/02/2025
L1,2024,RB Leipzig,Ridle Baku,Right-Back,27,9000000.0,10/01/2025
L1,2024,RB Leipzig,Leon Koß,Right-Back,18,,
L1,2024,RB Leipzig,Arthur Vermeeren,Defensive Midfield,20,22000000.0,01/07/2025
L1,2024,RB Leipzig,Nicolas Seiwald,Defensive Midfield,24,18000000.0,01/07/2023
L1,2024,RB Leipzig,Amadou Haidara,Central Midfield,27,16000000.0,01/01/2019
L1,2024,RB Leipzig,Xaver Schlager,Central Midfield,27,10000000.0,01/07/2022
L1,2024,RB Leipzig,Assan Ouédraogo,Central Midfield,19,7000000.0,01/07/2024
L1,2024,RB Leipzig,Kevin Kampl,Central Midfield,34,2500000.0,31/08/2017
L1,2024,RB Leipzig,Mika Walther,Central Midfield,17,,
L1,2024,RB Leipzig,Xavi Simons,Attacking Midfield,22,70000000.0,30/01/2025
L1,2024,RB Leipzig,Eljif Elmas,Attacking Midfield,25,14000000.0,01/01/2024
L1,2024,RB Leipzig,Christoph Baumgartner,Attacking Midfield,25,12000000.0,01/07/2023
L1,2024,RB Leipzig,Viggo Gebel,Attacking Midfield,17,350000.0,01/07/2026
L1,2024,RB Leipzig,Nuha Jatta,Attacking Midfield,19,250000.0,01/07/2025
L1,2024,RB Leipzig,Antonio Nusa,Left Winger,20,28000000.0,13/08/2024
L1,2024,RB Leipzig,Tidiam Gomis,Left Winger,18,3000000.0,03/02/2025
L1,2024,RB Leipzig,Faik Sakar,Left Winger,17,200000.0,
L1,2024,RB Leipzig,Benjamin Sesko,Centre-Forward,22,70000000.0,01/07/2023
L1,2024,RB Leipzig,Loïs Openda,Centre-Forward,25,50000000.0,14/07/2023
L1,2024,RB Leipzig,Yussuf Poulsen,Centre-Forward,31,5000000.0,04/07/2013
L1,2024,RB Leipzig,André Silva,Centre-Forward,29,4000000.0,02/07/2021
L1,2024,RB Leipzig,Robert Ramsak,Centre-Forward,18,,01/07/2025
L1,2024,Borussia Dortmund,Gregor Kobel,Goalkeeper,27,40000000.0,01/07/2021
L1,2024,Borussia Dortmund,Alexander Meyer,Goalkeeper,34,800000.0,01/07/2022
L1,2024,Borussia Dortmund,Marcel Lotka,Goalkeeper,24,800000.0,01/07/2022
L1,2024,Borussia Dortmund,Silas Ostrzinski,Goalkeeper,21,200000.0,04/01/2025
L1,2024,Borussia Dortmund,Robin Lisewski,Goalkeeper,19,,
L1,2024,Borussia Dortmund,Nico Schlotterbeck,Centre-Back,25,40000000.0,01/07/2022
L1,2024,Borussia Dortmund,Waldemar Anton,Centre-Back,28,18000000.0,08/07/2024
L1,2024,Borussia Dortmund,Niklas Süle,Centre-Back,29,8000000.0,01/07/2022
L1,2024,Borussia Dortmund,Soumaïla Coulibaly,Centre-Back,21,8000000.0,01/07/2021
L1,2024,Borussia Dortmund,Ramy Bensebaini,Centre-Back,30,7000000.0,01/07/2023
L1,2024,Borussia Dortmund,Emre Can,Centre-Back,31,7000000.0,01/07/2020
L1,2024,Borussia Dortmund,Yannik Lührs,Centre-Back,21,600000.0,
L1,2024,Borussia Dortmund,Filippo Mane,Centre-Back,20,600000.0,06/01/2025
L1,2024,Borussia Dortmund,David Lelle,Centre-Back,22,200000.0,
L1,2024,Borussia Dortmund,Elias Benkara,Centre-Back,18,,
L1,2024,Borussia Dortmund,Tyler Meiser,Centre-Back,18,,
L1,2024,Borussia Dortmund,Daniel Svensson,Left-Back,23,12000000.0,01/07/2025
L1,2024,Borussia Dortmund,Almugera Kabar,Left-Back,19,1000000.0,07/08/2024
L1,2024,Borussia Dortmund,Yan Couto,Right-Back,23,20000000.0,01/07/2025
L1,2024,Borussia Dortmund,Julian Ryerson,Right-Back,27,20000000.0,17/01/2023
L1,2024,Borussia Dortmund,Niklas Jessen,Right-Back,21,225000.0,
L1,2024,Borussia Dortmund,Salih Özcan,Defensive Midfield,27,4000000.0,01/07/2022
L1,2024,Borussia Dortmund,Ayman Azhil,Defensive Midfield,24,700000.0,
L1,2024,Borussia Dortmund,Felix Nmecha,Central Midfield,24,28000000.0,03/07/2023
L1,2024,Borussia Dortmund,Jobe Bellingham,Central Midfield,19,22000000.0,10/06/2025
L1,2024,Borussia Dortmund,Carney Chukwuemeka,Central Midfield,21,18000000.0,26/08/2025
L1,2024,Borussia Dortmund,Marcel Sabitzer,Central Midfield,31,8000000.0,24/07/2023
L1,2024,Borussia Dortmund,Pascal Groß,Central Midfield,34,5000000.0,01/08/2024
L1,2024,Borussia Dortmund,Kjell Wätjen,Central Midfield,19,2500000.0,01/07/2024
L1,2024,Borussia Dortmund,Julian Brandt,Attacking Midfield,29,25000000.0,01/07/2019
L1,2024,Borussia Dortmund,Giovanni Reyna,Attacking Midfield,22,7000000.0,12/01/2020
L1,2024,Borussia Dortmund,Jamie Gittens,Left Winger,20,50000000.0,01/07/2022
L1,2024,Borussia Dortmund,Julien Duranville,Left Winger,19,8500000.0,27/01/2023
L1,2024,Borussia Dortmund,Rodney Elongo-Yombo,Left Winger,23,400000.0,
L1,2024,Borussia Dortmund,Mathis Albert,Left Winger,16,,01/07/2026
L1,2024,Borussia Dortmund,Karim Adeyemi,Right Winger,23,45000000.0,01/07/2022
L1,2024,Borussia Dortmund,Cole Campbell,Right Winger,19,1500000.0,09/07/2024
L1,2024,Borussia Dortmund,Samuele Inácio,Second Striker,17,,01/07/2026
L1,2024,Borussia Dortmund,Serhou Guirassy,Centre-Forward,29,45000000.0,18/07/2024
L1,2024,Borussia Dortmund,Donyell Malen,Centre-Forward,26,25000000.0,27/07/2021
L1,2024,Borussia Dortmund,Maximilian Beier,Centre-Forward,22,25000000.0,12/08/2024
L1,2024,Borussia Dortmund,Sébastien Haller,Centre-Forward,31,3000000.0,06/07/2022
L1,2024,Borussia Dortmund,Jordi Paulina,Centre-Forward,20,250000.0,
L1,2024,Eintracht Frankfurt,Kevin Trapp,Goalkeeper,34,2500000.0,07/08/2019
L1,2024,Eintracht Frankfurt,Kauã Santos,Goalkeeper,22,2500000.0,29/08/2023
L1,2024,Eintracht Frankfurt,Nils Ramming,Goalkeeper,18,300000.0,
L1,2024,Eintracht Frankfurt,Jens Grahl,Goalkeeper,36,200000.0,19/07/2021
L1,2024,Eintracht Frankfurt,Yurij Obert,Goalkeeper,19,50000.0,
L1,2024,Eintracht Frankfurt,Amil Siljevic,Goalkeeper,18,,10/07/2025
L1,2024,Eintracht Frankfurt,Arthur Theate,Centre-Back,25,24000000.0,02/02/2025
L1,2024,Eintracht Frankfurt,Robin Koch,Centre-Back,28,18000000.0,01/07/2024
L1,2024,Eintracht Frankfurt,Tuta,Centre-Back,25,15000000.0,31/01/2019
L1,2024,Eintracht Frankfurt,Nnamdi Collins,Centre-Back,21,10000000.0,09/08/2023
L1,2024,Eintracht Frankfurt,Aurèle Amenda,Centre-Back,21,7500000.0,24/01/2024
L1,2024,Eintracht Frankfurt,Nathaniel Brown,Left-Back,22,22000000.0,03/01/2024
L1,2024,Eintracht Frankfurt,Niels Nkounkou,Left-Back,24,3500000.0,01/09/2023
L1,2024,Eintracht Frankfurt,Rasmus Nissen Kristensen,Right-Back,27,14000000.0,01/07/2025
L1,2024,Eintracht Frankfurt,Timothy Chandler,Right-Back,35,350000.0,01/07/2014
L1,2024,Eintracht Frankfurt,Ellyes Skhiri,Defensive Midfield,30,7500000.0,05/07/2023
L1,2024,Eintracht Frankfurt,Eba Bekir Is,Defensive Midfield,16,500000.0,
L1,2024,Eintracht Frankfurt,Noah Fenyő,Defensive Midfield,19,350000.0,
L1,2024,Eintracht Frankfurt,Hugo Larsson,Central Midfield,21,40000000.0,01/07/2023
L1,2024,Eintracht Frankfurt,Oscar Højlund,Central Midfield,20,7500000.0,10/07/2024
L1,2024,Eintracht Frankfurt,Mahmoud Dahoud,Central Midfield,29,3500000.0,30/08/2024
L1,2024,Eintracht Frankfurt,Junior Dina Ebimbe,Right Midfield,24,6000000.0,01/07/2023
L1,2024,Eintracht Frankfurt,Can Uzun,Attacking Midfield,19,18000000.0,02/07/2024
L1,2024,Eintracht Frankfurt,Farès Chaïbi,Attacking Midfield,22,9000000.0,30/08/2023
L1,2024,Eintracht Frankfurt,Mario Götze,Attacking Midfield,33,4000000.0,01/07/2022
L1,2024,Eintracht Frankfurt,Krisztián Lisztes,Attacking Midfield,20,2000000.0,01/07/2024
L1,2024,Eintracht Frankfurt,Jean-Mattéo Bahoya,Left Winger,20,17000000.0,25/01/2024
L1,2024,Eintracht Frankfurt,Ansgar Knauff,Right Winger,23,15000000.0,01/07/2023
L1,2024,Eintracht Frankfurt,Omar Marmoush,Centre-Forward,26,75000000.0,01/07/2023
L1,2024,Eintracht Frankfurt,Hugo Ekitiké,Centre-Forward,23,75000000.0,01/07/2024
L1,2024,Eintracht Frankfurt,Elye Wahi,Centre-Forward,22,22000000.0,24/01/2025
L1,2024,Eintracht Frankfurt,Igor Matanovic,Centre-Forward,22,5000000.0,30/08/2021
L1,2024,Eintracht Frankfurt,Michy Batshuayi,Centre-Forward,31,4000000.0,03/02/2025
L1,2024,VfB Stuttgart,Alexander Nübel,Goalkeeper,28,12000000.0,25/07/2023
L1,2024,VfB Stuttgart,Dennis Seimen,Goalkeeper,19,2500000.0,01/07/2023
L1,2024,VfB Stuttgart,Fabian Bredlow,Goalkeeper,30,800000.0,01/07/2019
L1,2024,VfB Stuttgart,Stefan Drljaca,Goalkeeper,26,325000.0,01/07/2024
L1,2024,VfB Stuttgart,Finn Jeltsch,Centre-Back,18,20000000.0,03/02/2025
L1,2024,VfB Stuttgart,Jeff Chabot,Centre-Back,27,12000000.0,01/07/2024
L1,2024,VfB Stuttgart,Anthony Rouault,Centre-Back,24,10000000.0,01/07/2024
L1,2024,VfB Stuttgart,Ameen Al-Dakhil,Centre-Back,23,7500000.0,27/08/2024
L1,2024,VfB Stuttgart,Luca Jaquez,Centre-Back,22,6000000.0,03/02/2025
L1,2024,VfB Stuttgart,Ramon Hendriks,Centre-Back,23,5000000.0,01/07/2024
L1,2024,VfB Stuttgart,Anrie Chase,Centre-Back,21,3000000.0,01/07/2024
L1,2024,VfB Stuttgart,Dan-Axel Zagadou,Centre-Back,26,2000000.0,19/09/2022
L1,2024,VfB Stuttgart,Maximilian Mittelstädt,Left-Back,28,20000000.0,01/07/2023
L1,2024,VfB Stuttgart,Frans Krätzig,Left-Back,22,3500000.0,01/07/2024
L1,2024,VfB Stuttgart,Josha Vagnoman,Right-Back,24,10000000.0,09/07/2022
L1,2024,VfB Stuttgart,Leonidas Stergiou,Right-Back,23,5000000.0,01/07/2024
L1,2024,VfB Stuttgart,Pascal Stenzel,Right-Back,29,2000000.0,01/07/2020
L1,2024,VfB Stuttgart,Christopher Olivier,Right-Back,19,500000.0,
L1,2024,VfB Stuttgart,Angelo Stiller,Defensive Midfield,24,45000000.0,25/08/2023
L1,2024,VfB Stuttgart,Atakan Karazor,Defensive Midfield,28,12000000.0,01/07/2019
L1,2024,VfB Stuttgart,Yannik Keitel,Defensive Midfield,25,3500000.0,01/07/2024
L1,2024,VfB Stuttgart,Nikolas Nartey,Central Midfield,25,400000.0,29/08/2019
L1,2024,VfB Stuttgart,Enzo Millot,Attacking Midfield,22,35000000.0,14/08/2021
L1,2024,VfB Stuttgart,Fabian Rieder,Attacking Midfield,23,6000000.0,01/07/2024
L1,2024,VfB Stuttgart,El Bilal Touré,Left Winger,23,15000000.0,23/08/2024
L1,2024,VfB Stuttgart,Chris Führich,Left Winger,27,15000000.0,19/07/2021
L1,2024,VfB Stuttgart,Jacob Bruun Larsen,Left Winger,26,5000000.0,08/01/2025
L1,2024,VfB Stuttgart,Justin Diehl,Left Winger,20,3000000.0,01/07/2024
L1,2024,VfB Stuttgart,Jarzinho Malanga,Left Winger,18,1700000.0,01/07/2026
L1,2024,VfB Stuttgart,Benjamin Boakye,Left Winger,20,500000.0,
L1,2024,VfB Stuttgart,Jamie Leweling,Right Winger,24,20000000.0,01/07/2024
L1,2024,VfB Stuttgart,Silas,Right Winger,26,7000000.0,13/08/2019
L1,2024,VfB Stuttgart,Luca Raimund,Right Winger,20,400000.0,01/07/2024
L1,2024,VfB Stuttgart,Nick Woltemade,Centre-Forward,23,30000000.0,01/07/2024
L1,2024,VfB Stuttgart,Ermedin Demirovic,Centre-Forward,27,22000000.0,16/07/2024
L1,2024,VfB Stuttgart,Deniz Undav,Centre-Forward,28,20000000.0,09/08/2024
L1,2024,VfB Stuttgart,Wahid Faghir,Centre-Forward,21,700000.0,31/08/2021
L1,2024,VfB Stuttgart,Eliot Bujupi,Centre-Forward,18,500000.0,
L1,2024,VfB Stuttgart,Thomas Kastanaras,Centre-Forward,22,400000.0,01/07/2022
L1,2024,VfL Wolfsburg,Kamil Grabara,Goalkeeper,26,14000000.0,01/07/2024
L1,2024,VfL Wolfsburg,Marius Müller,Goalkeeper,31,1500000.0,01/07/2024
L1,2024,VfL Wolfsburg,Pavao Pervan,Goalkeeper,37,300000.0,01/07/2018
L1,2024,VfL Wolfsburg,Niklas Klinger,Goalkeeper,29,100000.0,01/07/2019
L1,2024,VfL Wolfsburg,Maxence Lacroix,Centre-Back,25,25000000.0,25/08/2020
L1,2024,VfL Wolfsburg,Konstantinos Koulierakis,Centre-Back,21,25000000.0,30/08/2024
L1,2024,VfL Wolfsburg,Cédric Zesiger,Centre-Back,27,7000000.0,01/07/2023
L1,2024,VfL Wolfsburg,Denis Vavro,Centre-Back,29,7000000.0,01/07/2025
L1,2024,VfL Wolfsburg,Sebastiaan Bornauw,Centre-Back,26,6000000.0,16/07/2021
L1,2024,VfL Wolfsburg,Moritz Jenz,Centre-Back,26,5000000.0,01/07/2023
L1,2024,VfL Wolfsburg,Nicolas Cozza,Centre-Back,26,3500000.0,25/01/2023
L1,2024,VfL Wolfsburg,David Odogu,Centre-Back,19,1500000.0,01/07/2024
L1,2024,VfL Wolfsburg,Mathys Angély,Centre-Back,18,600000.0,13/08/2024
L1,2024,VfL Wolfsburg,Till Neininger,Centre-Back,18,,01/07/2026
L1,2024,VfL Wolfsburg,Joakim Maehle,Left-Back,28,14000000.0,12/08/2023
L1,2024,VfL Wolfsburg,Rogério,Left-Back,27,2500000.0,05/08/2023
L1,2024,VfL Wolfsburg,Ridle Baku,Right-Back,27,9000000.0,01/10/2020
L1,2024,VfL Wolfsburg,Kilian Fischer,Right-Back,24,6000000.0,01/07/2022
L1,2024,VfL Wolfsburg,Mads Roerslev,Right-Back,26,6000000.0,27/01/2025
L1,2024,VfL Wolfsburg,Jan Bürger,Right-Back,18,,30/01/2026
L1,2024,VfL Wolfsburg,Salih Özcan,Defensive Midfield,27,4000000.0,28/08/2024
L1,2024,VfL Wolfsburg,Mattias Svanberg,Central Midfield,26,12000000.0,16/07/2022
L1,2024,VfL Wolfsburg,Aster Vranckx,Central Midfield,22,7000000.0,01/07/2021
L1,2024,VfL Wolfsburg,Maximilian Arnold,Central Midfield,31,5000000.0,01/01/2012
L1,2024,VfL Wolfsburg,Yannick Gerhardt,Central Midfield,31,2500000.0,01/07/2016
L1,2024,VfL Wolfsburg,Kevin Paredes,Left Midfield,22,7500000.0,28/01/2022
L1,2024,VfL Wolfsburg,Lovro Majer,Attacking Midfield,27,17000000.0,16/08/2023
L1,2024,VfL Wolfsburg,Bence Dárdai,Attacking Midfield,19,12000000.0,01/07/2024
L1,2024,VfL Wolfsburg,Bennit Bröger,Attacking Midfield,18,500000.0,
L1,2024,VfL Wolfsburg,Jakub Kamiński,Left Winger,23,5000000.0,01/07/2022
L1,2024,VfL Wolfsburg,Patrick Wimmer,Right Winger,24,15000000.0,01/07/2022
L1,2024,VfL Wolfsburg,Andreas Skov Olsen,Right Winger,25,14000000.0,17/01/2025
L1,2024,VfL Wolfsburg,Tiago Tomás,Right Winger,23,12000000.0,05/07/2023
L1,2024,VfL Wolfsburg,Mohamed Amoura,Centre-Forward,25,32000000.0,01/07/2025
L1,2024,VfL Wolfsburg,Jonas Wind,Centre-Forward,26,12000000.0,31/01/2022
L1,2024,VfL Wolfsburg,Lukas Nmecha,Centre-Forward,26,3000000.0,16/07/2021
L1,2024,VfL Wolfsburg,Kevin Behrens,Centre-Forward,34,1000000.0,31/01/2024
L1,2024,VfL Wolfsburg,Bartosz Bialek,Centre-Forward,23,800000.0,19/08/2020
L1,2024,VfL Wolfsburg,Jonathan Akaegbobi,Centre-Forward,19,,
L1,2024,Borussia Mönchengladbach,Moritz Nicolas,Goalkeeper,27,5000000.0,01/07/2016
L1,2024,Borussia Mönchengladbach,Jonas Omlin,Goalkeeper,31,2500000.0,19/01/2023
L1,2024,Borussia Mönchengladbach,Tiago Pereira Cardoso,Goalkeeper,19,1500000.0,01/03/2025
L1,2024,Borussia Mönchengladbach,Tobias Sippel,Goalkeeper,37,300000.0,01/07/2015
L1,2024,Borussia Mönchengladbach,Ko Itakura,Centre-Back,28,12000000.0,02/07/2022
L1,2024,Borussia Mönchengladbach,Nico Elvedi,Centre-Back,28,8000000.0,01/07/2015
L1,2024,Borussia Mönchengladbach,Marvin Friedrich,Centre-Back,29,3500000.0,11/01/2022
L1,2024,Borussia Mönchengladbach,Fabio Chiarodia,Centre-Back,20,2000000.0,01/07/2023
L1,2024,Borussia Mönchengladbach,Lukas Ullrich,Left-Back,21,8000000.0,01/07/2023
L1,2024,Borussia Mönchengladbach,Luca Netz,Left-Back,22,6000000.0,06/08/2021
L1,2024,Borussia Mönchengladbach,Joe Scally,Right-Back,22,10000000.0,01/01/2021
L1,2024,Borussia Mönchengladbach,Stefan Lainer,Right-Back,32,1200000.0,01/07/2019
L1,2024,Borussia Mönchengladbach,Julian Weigl,Defensive Midfield,29,6000000.0,01/07/2023
L1,2024,Borussia Mönchengladbach,Philipp Sander,Defensive Midfield,27,4000000.0,01/07/2024
L1,2024,Borussia Mönchengladbach,Niklas Swider,Defensive Midfield,18,250000.0,17/12/2024
L1,2024,Borussia Mönchengladbach,Veit Stange,Defensive Midfield,21,150000.0,
L1,2024,Borussia Mönchengladbach,Manu Koné,Central Midfield,24,40000000.0,21/01/2021
L1,2024,Borussia Mönchengladbach,Rocco Reitz,Central Midfield,23,15000000.0,01/07/2020
L1,2024,Borussia Mönchengladbach,Florian Neuhaus,Central Midfield,28,3500000.0,01/07/2017
L1,2024,Borussia Mönchengladbach,Kevin Stöger,Attacking Midfield,31,3500000.0,01/07/2024
L1,2024,Borussia Mönchengladbach,Noah Pesch,Attacking Midfield,20,300000.0,01/07/2025
L1,2024,Borussia Mönchengladbach,Robin Hack,Left Winger,26,12000000.0,01/07/2023
L1,2024,Borussia Mönchengladbach,Yvandro Borges Sanches,Left Winger,21,500000.0,01/07/2022
L1,2024,Borussia Mönchengladbach,Franck Honorat,Right Winger,28,12000000.0,11/07/2023
L1,2024,Borussia Mönchengladbach,Nathan Ngoumou,Right Winger,25,4000000.0,30/08/2022
L1,2024,Borussia Mönchengladbach,Charles Herrmann,Right Winger,19,300000.0,01/07/2024
L1,2024,Borussia Mönchengladbach,Tim Kleindienst,Centre-Forward,29,17000000.0,01/07/2024
L1,2024,Borussia Mönchengladbach,Alassane Pléa,Centre-Forward,32,5000000.0,13/07/2018
L1,2024,Borussia Mönchengladbach,Tomas Cvancara,Centre-Forward,24,3000000.0,14/07/2023
