league,season,club,name,position,age,market_value_eur,contract_expiry
ES1,2023,Real Madrid,Toni Kroos,Central Midfield,34,10000000.0,17/07/2014
ES1,2023,Real Madrid,Luka Modrić,Central Midfield,38,6000000.0,27/08/2012
ES1,2023,Real Madrid,Dani Ceballos,Central Midfield,27,6000000.0,14/07/2017
ES1,2023,Real Madrid,Théo Zidane,Central Midfield,22,300000.0,
ES1,2023,Real Madrid,Jude Bellingham,Attacking Midfield,21,180000000.0,01/07/2023
ES1,2023,Real Madrid,Arda Güler,Attacking Midfield,19,30000000.0,06/07/2023
ES1,2023,Real Madrid,Nico Paz,Attacking Midfield,19,10000000.0,01/07/2024
ES1,2023,Real Madrid,Vinicius Junior,Left Winger,23,180000000.0,12/07/2018
ES1,2023,Real Madrid,Rodrygo,Right Winger,23,110000000.0,01/07/2019
ES1,2023,Real Madrid,Brahim Díaz,Right Winger,24,40000000.0,06/01/2019
ES1,2023,Real Madrid,Joselu,Centre-Forward,34,5000000.0,01/07/2024
ES1,2023,Real Madrid,Álvaro Rodríguez,Centre-Forward,19,3500000.0,01/07/2024
ES1,2023,Real Madrid,Gonzalo García,Centre-Forward,20,1000000.0,01/06/2025
ES1,2023,FC Barcelona,Marc ter Stegen,Goalkeeper,32,28000000.0,01/07/2014
ES1,2023,FC Barcelona,Iñaki Peña,Goalkeeper,25,8000000.0,30/01/2022
ES1,2023,FC Barcelona,Ander Astralaga,Goalkeeper,20,1000000.0,
ES1,2023,FC Barcelona,Diego Kochen,Goalkeeper,18,100000.0,01/07/2026
ES1,2023,FC Barcelona,Áron Yaakobishvili,Goalkeeper,18,,01/07/2025
ES1,2023,FC Barcelona,Ronald Araujo,Centre-Back,25,70000000.0,05/10/2020
ES1,2023,FC Barcelona,Andreas Christensen,Centre-Back,28,40000000.0,04/07/2022
ES1,2023,FC Barcelona,Pau Cubarsí,Centre-Back,17,30000000.0,01/01/2024
ES1,2023,FC Barcelona,Eric García,Centre-Back,23,20000000.0,01/07/2021
ES1,2023,FC Barcelona,Mikayil Faye,Centre-Back,19,10000000.0,01/07/2024
ES1,2023,FC Barcelona,Iñigo Martínez,Centre-Back,33,5000000.0,05/07/2023
ES1,2023,FC Barcelona,Marcos Alonso,Centre-Back,33,2000000.0,01/09/2022
ES1,2023,FC Barcelona,Alejandro Balde,Left-Back,20,40000000.0,01/07/2022
ES1,2023,FC Barcelona,Jules Koundé,Right-Back,25,45000000.0,28/07/2022
ES1,2023,FC Barcelona,João Cancelo,Right-Back,30,25000000.0,13/01/2026
ES1,2023,FC Barcelona,Héctor Fort,Right-Back,17,10000000.0,01/07/2024
ES1,2023,FC Barcelona,Marc Casadó,Defensive Midfield,20,2500000.0,01/07/2024
ES1,2023,FC Barcelona,Oriol Romeu,Defensive Midfield,32,2000000.0,19/07/2023
ES1,2023,FC Barcelona,Pau Prim,Defensive Midfield,18,500000.0,
ES1,2023,FC Barcelona,Gavi,Central Midfield,19,90000000.0,01/07/2021
ES1,2023,FC Barcelona,Pedri,Central Midfield,21,80000000.0,02/09/2019
ES1,2023,FC Barcelona,Frenkie de Jong,Central Midfield,27,70000000.0,01/07/2019
ES1,2023,FC Barcelona,İlkay Gündoğan,Central Midfield,33,15000000.0,01/07/2023
ES1,2023,FC Barcelona,Sergi Roberto,Central Midfield,32,2500000.0,01/07/2013
ES1,2023,FC Barcelona,Unai Hernández,Central Midfield,19,800000.0,
ES1,2023,FC Barcelona,Aleix Garrido,Central Midfield,20,500000.0,
ES1,2023,FC Barcelona,Fermín López,Attacking Midfield,21,30000000.0,01/07/2023
ES1,2023,FC Barcelona,Raphinha,Left Winger,27,50000000.0,13/07/2022
ES1,2023,FC Barcelona,Ansu Fati,Left Winger,21,25000000.0,23/09/2020
ES1,2023,FC Barcelona,Abde Ezzalzouli,Left Winger,22,9000000.0,01/07/2022
ES1,2023,FC Barcelona,Ángel Alarcón,Left Winger,20,300000.0,
ES1,2023,FC Barcelona,Lamine Yamal,Right Winger,16,90000000.0,01/07/2023
ES1,2023,FC Barcelona,João Félix,Second Striker,24,30000000.0,01/09/2023
ES1,2023,FC Barcelona,Ferran Torres,Centre-Forward,24,30000000.0,01/01/2022
ES1,2023,FC Barcelona,Vitor Roque,Centre-Forward,19,30000000.0,01/01/2024
ES1,2023,FC Barcelona,Robert Lewandowski,Centre-Forward,35,15000000.0,19/07/2022
ES1,2023,FC Barcelona,Marc Guiu,Centre-Forward,18,7500000.0,01/01/2024
ES1,2023,FC Barcelona,Pau Víctor,Centre-Forward,22,1500000.0,24/07/2024
ES1,2023,Real Sociedad,Álex Remiro,Goalkeeper,29,25000000.0,01/07/2019
ES1,2023,Real Sociedad,Gaizka Ayesa,Goalkeeper,23,300000.0,
ES1,2023,Real Sociedad,Unai Marrero,Goalkeeper,22,300000.0,01/07/2023
ES1,2023,Real Sociedad,Aitor Fraga,Goalkeeper,21,200000.0,
ES1,2023,Real Sociedad,Robin Le Normand,Centre-Back,27,40000000.0,01/07/2019
ES1,2023,Real Sociedad,Igor Zubeldia,Centre-Back,27,22000000.0,01/07/2017
ES1,2023,Real Sociedad,Jon Pacheco,Centre-Back,23,15000000.0,01/07/2022
ES1,2023,Real Sociedad,Aritz Elustondo,Centre-Back,30,5000000.0,04/01/2016
ES1,2023,Real Sociedad,Jon Martín,Centre-Back,18,2000000.0,01/07/2024
ES1,2023,Real Sociedad,Kieran Tierney,Left-Back,27,12000000.0,27/08/2023
ES1,2023,Real Sociedad,Aihen Muñoz,Left-Back,26,8000000.0,01/07/2019
ES1,2023,Real Sociedad,Javi Galán,Left-Back,29,7000000.0,24/01/2024
ES1,2023,Real Sociedad,Diego Rico,Left-Back,31,1500000.0,26/07/2021
ES1,2023,Real Sociedad,Hamari Traoré,Right-Back,32,6000000.0,01/07/2023
ES1,2023,Real Sociedad,Jon Aramburu,Right-Back,21,2500000.0,01/07/2024
ES1,2023,Real Sociedad,Álvaro Odriozola,Right-Back,28,2500000.0,01/09/2023
ES1,2023,Real Sociedad,Alberto Dadie,Right-Back,21,250000.0,
ES1,2023,Real Sociedad,Iñaki Rupérez,Right-Back,21,150000.0,01/07/2026
ES1,2023,Real Sociedad,Martín Zubimendi,Defensive Midfield,25,50000000.0,10/09/2020
ES1,2023,Real Sociedad,Urko González de Zárate,Defensive Midfield,23,1200000.0,01/07/2023
ES1,2023,Real Sociedad,Mikel Merino,Central Midfield,28,50000000.0,12/07/2018
ES1,2023,Real Sociedad,Beñat Turrientes,Central Midfield,22,20000000.0,07/08/2022
ES1,2023,Real Sociedad,Jon Ander Olasagasti,Central Midfield,23,1200000.0,01/07/2023
ES1,2023,Real Sociedad,Brais Méndez,Attacking Midfield,27,40000000.0,06/07/2022
ES1,2023,Real Sociedad,Arsen Zakharyan,Attacking Midfield,21,18000000.0,19/08/2023
ES1,2023,Real Sociedad,Pablo Marín,Attacking Midfield,20,1500000.0,01/07/2024
ES1,2023,Real Sociedad,Jon Magunazelaia,Attacking Midfield,22,1000000.0,01/07/2024
ES1,2023,Real Sociedad,Ander Barrenetxea,Left Winger,22,20000000.0,01/07/2019
ES1,2023,Real Sociedad,Sheraldo Becker,Left Winger,29,10000000.0,18/01/2024
ES1,2023,Real Sociedad,Martín Merquelanz,Left Winger,29,600000.0,14/08/2018
ES1,2023,Real Sociedad,Takefusa Kubo,Right Winger,23,50000000.0,19/07/2022
ES1,2023,Real Sociedad,Mohamed-Ali Cho,Right Winger,20,10000000.0,01/07/2022
ES1,2023,Real Sociedad,Robert Navarro,Right Winger,22,6000000.0,07/08/2022
ES1,2023,Real Sociedad,Álex Sola,Right Winger,25,4000000.0,01/07/2022
ES1,2023,Real Sociedad,Mikel Oyarzabal,Centre-Forward,27,45000000.0,01/01/2016
ES1,2023,Real Sociedad,Umar Sadiq,Centre-Forward,27,10000000.0,01/09/2022
ES1,2023,Real Sociedad,André Silva,Centre-Forward,28,6000000.0,02/08/2023
ES1,2023,Real Sociedad,Jon Karrikaburu,Centre-Forward,21,2500000.0,01/07/2022
ES1,2023,Real Sociedad,Carlos Fernández,Centre-Forward,28,1500000.0,24/01/2021
ES1,2023,Real Sociedad,Bryan Fiabema,Centre-Forward,21,300000.0,
ES1,2023,Atlético de Madrid,Jan Oblak,Goalkeeper,31,28000000.0,16/07/2014
ES1,2023,Atlético de Madrid,Ivo Grbic,Goalkeeper,28,3500000.0,20/08/2020
ES1,2023,Atlético de Madrid,Horațiu Moldovan,Goalkeeper,26,2500000.0,24/01/2024
ES1,2023,Atlético de Madrid,Antonio Gomis,Goalkeeper,21,150000.0,
ES1,2023,Atlético de Madrid,Sergio Mestre,Goalkeeper,19,50000.0,
ES1,2023,Atlético de Madrid,Mario Hermoso,Centre-Back,29,25000000.0,18/07/2019
ES1,2023,Atlético de Madrid,José María Giménez,Centre-Back,29,22000000.0,25/04/2013
ES1,2023,Atlético de Madrid,Çağlar Söyüncü,Centre-Back,28,10000000.0,05/07/2023
ES1,2023,Atlético de Madrid,Stefan Savic,Centre-Back,33,2500000.0,20/07/2015
ES1,2023,Atlético de Madrid,César Azpilicueta,Centre-Back,34,2000000.0,06/07/2023
ES1,2023,Atlético de Madrid,Gabriel Paulista,Centre-Back,33,2000000.0,31/01/2024
ES1,2023,Atlético de Madrid,Marco Moreno,Centre-Back,23,400000.0,
ES1,2023,Atlético de Madrid,Ilias Kostis,Centre-Back,21,300000.0,
ES1,2023,Atlético de Madrid,Reinildo Mandava,Left-Back,30,9000000.0,31/01/2022
ES1,2023,Atlético de Madrid,Javi Galán,Left-Back,29,7000000.0,03/07/2023
ES1,2023,Atlético de Madrid,Marcos Llorente,Right-Back,29,30000000.0,01/07/2019
ES1,2023,Atlético de Madrid,Nahuel Molina,Right-Back,26,28000000.0,28/07/2022
ES1,2023,Atlético de Madrid,Javier Boñar,Right-Back,19,500000.0,
ES1,2023,Atlético de Madrid,Arthur Vermeeren,Defensive Midfield,19,25000000.0,26/01/2024
ES1,2023,Atlético de Madrid,Axel Witsel,Defensive Midfield,35,3500000.0,06/07/2022
ES1,2023,Atlético de Madrid,Rodrigo De Paul,Central Midfield,30,30000000.0,12/07/2021
ES1,2023,Atlético de Madrid,Pablo Barrios,Central Midfield,21,25000000.0,23/01/2023
ES1,2023,Atlético de Madrid,Koke,Central Midfield,32,12000000.0,01/01/2011
ES1,2023,Atlético de Madrid,Saúl Ñíguez,Central Midfield,29,7500000.0,01/07/2013
ES1,2023,Atlético de Madrid,Aitor Gismera,Central Midfield,20,250000.0,
ES1,2023,Atlético de Madrid,Thomas Lemar,Attacking Midfield,28,10000000.0,01/07/2018
ES1,2023,Atlético de Madrid,Sergio Guerrero,Attacking Midfield,25,200000.0,
ES1,2023,Atlético de Madrid,Álex Calatrava,Attacking Midfield,24,200000.0,
ES1,2023,Atlético de Madrid,Rayane Belaid,Attacking Midfield,19,,
ES1,2023,Atlético de Madrid,Samuel Lino,Left Winger,24,30000000.0,08/07/2022
ES1,2023,Atlético de Madrid,Rodrigo Riquelme,Left Winger,24,25000000.0,01/07/2020
ES1,2023,Atlético de Madrid,Yannick Carrasco,Left Winger,30,14000000.0,08/09/2020
ES1,2023,Atlético de Madrid,Marcos Paulo,Left Winger,23,2000000.0,01/07/2021
ES1,2023,Atlético de Madrid,Salim El Jebari,Left Winger,20,1000000.0,
ES1,2023,Atlético de Madrid,Vitolo,Left Winger,34,100000.0,12/07/2017
ES1,2023,Atlético de Madrid,João Félix,Second Striker,24,30000000.0,03/07/2019
ES1,2023,Atlético de Madrid,Antoine Griezmann,Second Striker,33,25000000.0,01/07/2023
ES1,2023,Atlético de Madrid,Ángel Correa,Second Striker,29,18000000.0,01/01/2015
ES1,2023,Atlético de Madrid,Álvaro Morata,Centre-Forward,31,16000000.0,01/07/2020
ES1,2023,Atlético de Madrid,Memphis Depay,Centre-Forward,30,10000000.0,20/01/2023
ES1,2023,Atlético de Madrid,Adrián Niño,Centre-Forward,20,500000.0,
ES1,2023,Atlético de Madrid,Abde Raihani,Centre-Forward,20,300000.0,
ES1,2023,Girona FC,Paulo Gazzaniga,Goalkeeper,32,4000000.0,01/07/2023
ES1,2023,Girona FC,Toni Fuidias,Goalkeeper,23,300000.0,01/09/2022
ES1,2023,Girona FC,Juan Carlos,Goalkeeper,36,200000.0,01/07/2019
ES1,2023,Girona FC,Eric García,Centre-Back,23,20000000.0,01/09/2023
ES1,2023,Girona FC,Santiago Bueno,Centre-Back,25,8000000.0,19/08/2019
ES1,2023,Girona FC,Daley Blind,Centre-Back,34,3000000.0,07/07/2023
ES1,2023,Girona FC,David López,Centre-Back,34,2500000.0,25/07/2022
ES1,2023,Girona FC,Juanpe,Centre-Back,33,1000000.0,07/07/2016
ES1,2023,Girona FC,Bernardo Espinosa,Centre-Back,34,550000.0,07/07/2017
ES1,2023,Girona FC,Eric Monjonell,Centre-Back,22,200000.0,
ES1,2023,Girona FC,Antal Yaakobishvili,Centre-Back,19,,01/07/2025
ES1,2023,Girona FC,Miguel Gutiérrez,Left-Back,22,25000000.0,05/08/2022
ES1,2023,Girona FC,Yan Couto,Right-Back,22,25000000.0,25/07/2022
ES1,2023,Girona FC,Arnau Martínez,Right-Back,21,10000000.0,01/04/2021
ES1,2023,Girona FC,Ibrahima Kébé,Defensive Midfield,23,500000.0,01/07/2020
ES1,2023,Girona FC,Selvi Clua,Defensive Midfield,19,,
ES1,2023,Girona FC,Aleix García,Central Midfield,27,25000000.0,23/07/2021
ES1,2023,Girona FC,Yangel Herrera,Central Midfield,26,25000000.0,14/07/2023
ES1,2023,Girona FC,Iván Martín,Central Midfield,25,15000000.0,22/07/2023
ES1,2023,Girona FC,Jhon Solís,Central Midfield,19,3000000.0,01/09/2023
ES1,2023,Girona FC,Enric García,Central Midfield,17,,
ES1,2023,Girona FC,Pablo Torre,Attacking Midfield,21,3000000.0,18/07/2023
ES1,2023,Girona FC,Borja García,Attacking Midfield,33,800000.0,03/09/2021
ES1,2023,Girona FC,Ricard Artero,Attacking Midfield,21,,
ES1,2023,Girona FC,Savinho,Left Winger,20,50000000.0,13/07/2023
ES1,2023,Girona FC,Toni Villa,Left Winger,29,1500000.0,01/09/2022
ES1,2023,Girona FC,Alex Almansa,Left Winger,20,,
ES1,2023,Girona FC,Juan Arango,Left Winger,18,,
ES1,2023,Girona FC,Jastin Garcia,Left Winger,20,,01/07/2025
ES1,2023,Girona FC,Viktor Tsygankov,Right Winger,26,30000000.0,17/01/2023
ES1,2023,Girona FC,Portu,Right Winger,32,3500000.0,01/09/2023
ES1,2023,Girona FC,Valery Fernández,Right Winger,24,2500000.0,01/01/2019
ES1,2023,Girona FC,Iker Almena,Right Winger,20,,01/07/2024
ES1,2023,Girona FC,Manu Vallejo,Second Striker,27,1500000.0,01/09/2022
ES1,2023,Girona FC,Artem Dovbyk,Centre-Forward,27,35000000.0,06/08/2023
ES1,2023,Girona FC,Cristhian Stuani,Centre-Forward,37,1800000.0,21/07/2017
ES1,2023,Girona FC,Carles Garrido,Centre-Forward,19,50000.0,
ES1,2023,Athletic Bilbao,Unai Simón,Goalkeeper,27,30000000.0,01/07/2018
ES1,2023,Athletic Bilbao,Julen Agirrezabala,Goalkeeper,23,5000000.0,01/07/2022
ES1,2023,Athletic Bilbao,Álex Padilla,Goalkeeper,20,200000.0,01/07/2024
ES1,2023,Athletic Bilbao,Dani Vivian,Centre-Back,24,25000000.0,01/08/2020
ES1,2023,Athletic Bilbao,Aitor Paredes,Centre-Back,24,22000000.0,01/07/2022
ES1,2023,Athletic Bilbao,Yeray Álvarez,Centre-Back,29,8000000.0,01/07/2016
ES1,2023,Athletic Bilbao,Unai Egiluz,Centre-Back,22,100000.0,01/07/2024
ES1,2023,Athletic Bilbao,Yuri Berchiche,Left-Back,34,1800000.0,02/07/2018
ES1,2023,Athletic Bilbao,Imanol García de Albéniz,Left-Back,24,1200000.0,01/07/2021
ES1,2023,Athletic Bilbao,Iñigo Lekue,Right-Back,31,3000000.0,01/07/2016
ES1,2023,Athletic Bilbao,Óscar de Marcos,Right-Back,35,1500000.0,01/07/2009
ES1,2023,Athletic Bilbao,Hugo Rincón,Right-Back,21,250000.0,01/07/2024
ES1,2023,Athletic Bilbao,Mikel Vesga,Defensive Midfield,31,4000000.0,01/07/2016
ES1,2023,Athletic Bilbao,Dani García,Defensive Midfield,34,1800000.0,01/07/2018
ES1,2023,Athletic Bilbao,Peru Nolaskoain,Defensive Midfield,25,1000000.0,01/07/2019
ES1,2023,Athletic Bilbao,Beñat Prados,Central Midfield,23,15000000.0,01/07/2022
ES1,2023,Athletic Bilbao,Iñigo Ruiz de Galarreta,Central Midfield,30,5000000.0,01/07/2023
ES1,2023,Athletic Bilbao,Ander Herrera,Central Midfield,34,2000000.0,31/01/2023
ES1,2023,Athletic Bilbao,Mikel Jauregizar,Central Midfield,20,800000.0,01/07/2024
ES1,2023,Athletic Bilbao,Oihan Sancet,Attacking Midfield,24,35000000.0,04/08/2020
ES1,2023,Athletic Bilbao,Unai Gómez,Attacking Midfield,21,6000000.0,01/07/2023
ES1,2023,Athletic Bilbao,Raúl García,Attacking Midfield,37,1500000.0,30/08/2015
ES1,2023,Athletic Bilbao,Nico Williams,Left Winger,21,60000000.0,01/07/2021
ES1,2023,Athletic Bilbao,Álex Berenguer,Left Winger,28,12000000.0,02/10/2020
ES1,2023,Athletic Bilbao,Iker Muniain,Left Winger,31,5000000.0,01/07/2009
ES1,2023,Athletic Bilbao,Iñaki Williams,Right Winger,30,25000000.0,01/07/2015
ES1,2023,Athletic Bilbao,Adu Ares,Right Winger,22,2000000.0,01/07/2023
ES1,2023,Athletic Bilbao,Aingeru Olabarrieta,Right Winger,18,500000.0,
ES1,2023,Athletic Bilbao,Gorka Guruzeta,Centre-Forward,27,18000000.0,03/07/2022
ES1,2023,Athletic Bilbao,Asier Villalibre,Centre-Forward,26,2500000.0,01/07/2019
ES1,2023,Athletic Bilbao,Javi Martón,Centre-Forward,25,500000.0,05/07/2023
ES1,2023,Villarreal CF,Filip Jørgensen,Goalkeeper,22,20000000.0,05/01/2023
ES1,2023,Villarreal CF,Iker Álvarez,Goalkeeper,22,800000.0,
ES1,2023,Villarreal CF,Pepe Reina,Goalkeeper,41,600000.0,08/07/2022
ES1,2023,Villarreal CF,Juan Foyth,Centre-Back,26,15000000.0,01/07/2021
ES1,2023,Villarreal CF,Matteo Gabbia,Centre-Back,24,8000000.0,26/07/2023
ES1,2023,Villarreal CF,Yerson Mosquera,Centre-Back,23,6000000.0,23/01/2024
ES1,2023,Villarreal CF,Jorge Cuenca,Centre-Back,24,6000000.0,21/09/2020
ES1,2023,Villarreal CF,Eric Bailly,Centre-Back,30,3000000.0,01/01/2024
ES1,2023,Villarreal CF,Stefan Lekovic,Centre-Back,20,1800000.0,
ES1,2023,Villarreal CF,Aïssa Mandi,Centre-Back,32,1800000.0,01/07/2021
ES1,2023,Villarreal CF,Raúl Albiol,Centre-Back,38,1500000.0,04/07/2019
ES1,2023,Villarreal CF,Antonio Espigares,Centre-Back,19,500000.0,
ES1,2023,Villarreal CF,Alfonso Pedraza,Left-Back,28,5000000.0,01/07/2016
ES1,2023,Villarreal CF,Alberto Moreno,Left-Back,31,1800000.0,09/07/2019
ES1,2023,Villarreal CF,Carlos Romero,Left-Back,22,1500000.0,01/07/2024
ES1,2023,Villarreal CF,Abraham del Moral,Left-Back,22,100000.0,
ES1,2023,Villarreal CF,Adrià Altimira,Right-Back,23,2000000.0,01/07/2024
ES1,2023,Villarreal CF,Kiko Femenía,Right-Back,33,1400000.0,28/07/2022
ES1,2023,Villarreal CF,Daniel Budesca,Right-Back,18,,
ES1,2023,Villarreal CF,Étienne Capoue,Defensive Midfield,35,1500000.0,04/01/2021
ES1,2023,Villarreal CF,Francis Coquelin,Defensive Midfield,33,1500000.0,12/08/2020
ES1,2023,Villarreal CF,Santi Comesaña,Central Midfield,27,6000000.0,01/07/2023
ES1,2023,Villarreal CF,Ramón Terrats,Central Midfield,23,4000000.0,01/07/2023
ES1,2023,Villarreal CF,Dani Parejo,Central Midfield,35,2500000.0,12/08/2020
ES1,2023,Villarreal CF,Manu Trigueros,Central Midfield,32,1500000.0,01/07/2012
ES1,2023,Villarreal CF,Dani Requena,Central Midfield,20,400000.0,01/07/2025
ES1,2023,Villarreal CF,Denis Suárez,Attacking Midfield,30,1500000.0,01/07/2023
ES1,2023,Villarreal CF,Álex Baena,Left Winger,22,40000000.0,01/08/2020
ES1,2023,Villarreal CF,Yéremy Pino,Left Winger,21,30000000.0,01/08/2020
ES1,2023,Villarreal CF,Gonçalo Guedes,Left Winger,27,15000000.0,19/01/2024
ES1,2023,Villarreal CF,Diego Collado,Left Winger,23,800000.0,
ES1,2023,Villarreal CF,Ilias Akhomach,Right Winger,20,15000000.0,03/07/2023
ES1,2023,Villarreal CF,Bertrand Traoré,Right Winger,28,9000000.0,01/02/2024
ES1,2023,Villarreal CF,Alexander Sørloth,Centre-Forward,28,25000000.0,25/07/2023
ES1,2023,Villarreal CF,Gerard Moreno,Centre-Forward,32,10000000.0,01/07/2018
ES1,2023,Villarreal CF,Ben Brereton Díaz,Centre-Forward,25,8000000.0,04/07/2023
ES1,2023,Villarreal CF,Álex Forés,Centre-Forward,23,1500000.0,01/07/2024
ES1,2023,Villarreal CF,José Luis Morales,Centre-Forward,36,1500000.0,01/07/2022
ES1,2023,Villarreal CF,Jorge Pascual,Centre-Forward,21,1000000.0,01/07/2024
ES1,2023,Valencia CF,Giorgi Mamardashvili,Goalkeeper,23,35000000.0,28/08/2024
ES1,2023,Valencia CF,Jaume Doménech,Goalkeeper,33,800000.0,01/07/2015
ES1,2023,Valencia CF,Cristian Rivero,Goalkeeper,26,200000.0,01/08/2020
ES1,2023,Valencia CF,Vicent Abril,Goalkeeper,19,,
ES1,2023,Valencia CF,Cristhian Mosquera,Centre-Back,20,30000000.0,01/01/2023
ES1,2023,Valencia CF,Yarek Gasiorowski,Centre-Back,19,15000000.0,01/10/2023
ES1,2023,Valencia CF,Cenk Özkacar,Centre-Back,23,4000000.0,01/07/2023
ES1,2023,Valencia CF,Mouctar Diakhaby,Centre-Back,27,2000000.0,01/07/2018
ES1,2023,Valencia CF,Gabriel Paulista,Centre-Back,33,2000000.0,18/08/2017
ES1,2023,Valencia CF,César Tárrega,Centre-Back,22,1500000.0,18/01/2024
ES1,2023,Valencia CF,José Gayà,Left-Back,29,25000000.0,01/07/2014
ES1,2023,Valencia CF,Jesús Vázquez,Left-Back,21,3000000.0,01/01/2022
ES1,2023,Valencia CF,Thierry Correia,Right-Back,25,6000000.0,02/09/2019
ES1,2023,Valencia CF,Dimitri Foulquier,Right-Back,31,2500000.0,30/08/2021
ES1,2023,Valencia CF,Rubén Iranzo,Right-Back,21,300000.0,
ES1,2023,Valencia CF,Pepelu,Defensive Midfield,25,22000000.0,08/07/2023
ES1,2023,Valencia CF,Hugo Guillamón,Defensive Midfield,24,8000000.0,01/07/2020
ES1,2023,Valencia CF,Javi Guerra,Central Midfield,21,20000000.0,01/07/2023
ES1,2023,Valencia CF,Ali Fadal,Central Midfield,20,100000.0,
ES1,2023,Valencia CF,Javi Navarro,Central Midfield,20,25000.0,
ES1,2023,Valencia CF,André Almeida,Attacking Midfield,24,15000000.0,25/08/2022
ES1,2023,Valencia CF,Selim Amallah,Attacking Midfield,27,1500000.0,29/08/2023
ES1,2023,Valencia CF,Pablo Gozálbez,Attacking Midfield,23,800000.0,
ES1,2023,Valencia CF,Sergi Canós,Left Winger,27,2500000.0,20/08/2023
ES1,2023,Valencia CF,Marco Camus,Left Winger,22,300000.0,
ES1,2023,Valencia CF,Martín Tejón,Left Winger,20,100000.0,
ES1,2023,Valencia CF,Diego López,Right Winger,22,14000000.0,01/07/2023
ES1,2023,Valencia CF,Fran Pérez,Right Winger,21,8000000.0,01/07/2023
ES1,2023,Valencia CF,Peter Federico,Right Winger,21,3000000.0,31/01/2024
ES1,2023,Valencia CF,David Otorbi,Right Winger,16,500000.0,
ES1,2023,Valencia CF,Hugo González,Right Winger,21,300000.0,01/07/2024
ES1,2023,Valencia CF,Hugo Duro,Centre-Forward,24,16000000.0,01/07/2022
ES1,2023,Valencia CF,Roman Yaremchuk,Centre-Forward,28,3500000.0,01/09/2023
ES1,2023,Valencia CF,Alberto Marí,Centre-Forward,22,1500000.0,26/07/2023
ES1,2023,Valencia CF,Mario Domínguez,Centre-Forward,20,200000.0,01/07/2026
ES1,2023,Valencia CF,Joselu Pérez,Centre-Forward,20,100000.0,
ES1,2023,Sevilla FC,Yassine Bounou,Goalkeeper,33,9000000.0,04/09/2020
ES1,2023,Sevilla FC,Ørjan Nyland,Goalkeeper,33,1400000.0,20/08/2023
ES1,2023,Sevilla FC,Marko Dmitrovic,Goalkeeper,32,900000.0,04/07/2021
ES1,2023,Sevilla FC,Alberto Flores,Goalkeeper,20,300000.0,
ES1,2023,Sevilla FC,Matías Árbol,Goalkeeper,21,100000.0,
ES1,2023,Sevilla FC,Rafa Romero,Goalkeeper,20,,
ES1,2023,Sevilla FC,Loïc Badé,Centre-Back,24,14000000.0,01/07/2023
ES1,2023,Sevilla FC,Kike Salas,Centre-Back,22,10000000.0,01/01/2023
ES1,2023,Sevilla FC,Marcão,Centre-Back,28,4000000.0,08/07/2022
ES1,2023,Sevilla FC,Federico Gattoni,Centre-Back,25,3500000.0,31/01/2023
ES1,2023,Sevilla FC,Tanguy Nianzou,Centre-Back,22,3000000.0,17/08/2022
ES1,2023,Sevilla FC,Sergio Ramos,Centre-Back,38,2500000.0,04/09/2023
ES1,2023,Sevilla FC,Xavi Sintes,Centre-Back,22,200000.0,
