league,season,team,player,nation,pos,age,born,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK
ITA-Serie A,2324,Bologna,Kacper Urbanski,POL,"MF,FW",18,2004,22,9,926,10.3,0,1,1,0,0,0,2,0,0.0,0.1,0.1,0.0,0.1
ITA-Serie A,2324,Bologna,Kevin Bonifazi,ITA,DF,27,1996,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2324,Bologna,Lewis Ferguson,SCO,MF,23,1999,31,31,2712,30.1,6,3,9,6,0,0,8,0,0.2,0.1,0.3,0.2,0.3
ITA-Serie A,2324,Bologna,Lorenzo De Silvestri,ITA,DF,35,1988,15,7,674,7.5,2,0,2,2,0,0,0,0,0.27,0.0,0.27,0.27,0.27
ITA-Serie A,2324,Bologna,Michel Aebischer,SUI,MF,26,1997,36,26,2230,24.8,0,1,1,0,0,0,8,0,0.0,0.04,0.04,0.0,0.04
ITA-Serie A,2324,Bologna,Nicola Bagnolini,ITA,GK,19,2004,1,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2324,Bologna,Nicolás Domínguez,ARG,MF,25,1998,2,1,102,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2324,Bologna,Nikola Moro,CRO,"MF,FW",25,1998,23,10,840,9.3,1,0,1,1,0,0,0,0,0.11,0.0,0.11,0.11,0.11
ITA-Serie A,2324,Bologna,Oussama El Azzouzi,MAR,MF,22,2001,18,5,547,6.1,2,2,4,2,0,0,4,0,0.33,0.33,0.66,0.33,0.66
ITA-Serie A,2324,Bologna,Remo Freuler,SUI,MF,31,1992,32,30,2624,29.2,1,1,2,1,0,0,9,0,0.03,0.03,0.07,0.03,0.07
ITA-Serie A,2324,Bologna,Riccardo Calafiori,ITA,DF,21,2002,30,26,2349,26.1,2,5,7,2,0,0,4,0,0.08,0.19,0.27,0.08,0.27
ITA-Serie A,2324,Bologna,Riccardo Orsolini,ITA,MF,26,1997,33,19,1792,19.9,10,2,12,8,2,3,2,0,0.5,0.1,0.6,0.4,0.5
ITA-Serie A,2324,Bologna,Sam Beukema,NED,DF,24,1998,30,29,2547,28.3,1,1,2,1,0,0,6,1,0.04,0.04,0.07,0.04,0.07
ITA-Serie A,2324,Bologna,Santiago Castro,ARG,FW,18,2004,8,2,242,2.7,1,1,2,1,0,0,1,0,0.37,0.37,0.74,0.37,0.74
ITA-Serie A,2324,Bologna,Stefan Posch,AUT,DF,26,1997,31,29,2409,26.8,1,2,3,1,0,0,7,0,0.04,0.07,0.11,0.04,0.11
ITA-Serie A,2324,Bologna,Sydney van Hooijdonk,NED,FW,23,2000,9,2,212,2.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2324,Bologna,Tommaso Corazza,ITA,DF,19,2004,9,1,195,2.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2324,Bologna,Victor Bernth Kristiansen,DEN,DF,20,2002,32,26,2307,25.6,0,3,3,0,0,0,4,0,0.0,0.12,0.12,0.0,0.12
ITA-Serie A,2324,Bologna,Łukasz Skorupski,POL,GK,32,1991,32,32,2880,32.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2324,Cagliari,Adam Obert,SVK,DF,20,2002,17,10,941,10.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2324,Cagliari,Alberto Dossena,ITA,DF,24,1998,35,33,2977,33.1,2,4,6,2,0,0,5,0,0.06,0.12,0.18,0.06,0.18
ITA-Serie A,2324,Cagliari,Alessandro Deiola,ITA,MF,27,1995,27,19,1608,17.9,1,0,1,1,0,0,7,0,0.06,0.0,0.06,0.06,0.06
ITA-Serie A,2324,Cagliari,Alessandro Di Pardo,ITA,"MF,DF",24,1999,15,2,359,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2324,Cagliari,Andrea Petagna,ITA,FW,28,1995,18,13,995,11.1,1,1,2,1,0,0,2,0,0.09,0.09,0.18,0.09,0.18
ITA-Serie A,2324,Cagliari,Antoine Makoumbou,CGO,MF,25,1998,32,32,2702,30.0,1,0,1,1,0,0,5,2,0.03,0.0,0.03,0.03,0.03
ITA-Serie A,2324,Cagliari,Boris Radunović,SRB,GK,27,1996,7,7,630,7.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2324,Cagliari,Edoardo Goldaniga,ITA,DF,29,1993,13,12,1011,11.2,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2324,Cagliari,Eldor Shomurodov,UZB,"MF,FW",28,1995,22,10,936,10.4,3,3,6,3,0,0,1,0,0.29,0.29,0.58,0.29,0.58
ITA-Serie A,2324,Cagliari,Gabriele Zappa,ITA,"DF,MF",23,1999,38,25,2561,28.5,1,3,4,1,0,0,2,0,0.04,0.11,0.14,0.04,0.14
ITA-Serie A,2324,Cagliari,Gaetano Oristanio,ITA,"FW,MF",20,2002,25,11,1104,12.3,2,1,3,2,0,0,1,0,0.16,0.08,0.24,0.16,0.24
ITA-Serie A,2324,Cagliari,Gianluca Gaetano,ITA,"MF,FW",23,2000,11,10,745,8.3,4,1,5,3,1,1,1,1,0.48,0.12,0.6,0.36,0.48
ITA-Serie A,2324,Cagliari,Gianluca Lapadula,PER,FW,33,1990,23,14,1205,13.4,3,1,4,2,1,1,3,0,0.22,0.07,0.3,0.15,0.22
ITA-Serie A,2324,Cagliari,Ibrahim Sulemana,GHA,MF,20,2003,21,16,1339,14.9,2,0,2,2,0,0,4,0,0.13,0.0,0.13,0.13,0.13
ITA-Serie A,2324,Cagliari,Jakub Jankto,CZE,MF,27,1996,18,13,872,9.7,1,2,3,1,0,0,0,0,0.1,0.21,0.31,0.1,0.31
ITA-Serie A,2324,Cagliari,Kingstone Mutandwa,ZAM,FW,20,2003,5,0,39,0.4,1,0,1,1,0,0,0,0,2.31,0.0,2.31,2.31,2.31
ITA-Serie A,2324,Cagliari,Leonardo Pavoletti,ITA,FW,34,1988,19,5,628,7.0,4,1,5,4,0,0,4,0,0.57,0.14,0.72,0.57,0.72
ITA-Serie A,2324,Cagliari,Marco Mancosu,ITA,"MF,FW",34,1988,6,3,156,1.7,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2324,Cagliari,Mateusz Wieteska,POL,DF,26,1997,19,10,965,10.7,0,1,1,0,0,0,5,1,0.0,0.09,0.09,0.0,0.09
ITA-Serie A,2324,Cagliari,Matteo Prati,ITA,MF,19,2003,26,19,1972,21.9,1,1,2,1,0,0,4,0,0.05,0.05,0.09,0.05,0.09
ITA-Serie A,2324,Cagliari,Nahitan Nández,URU,"MF,DF",27,1995,33,29,2341,26.0,2,3,5,1,1,1,7,0,0.08,0.12,0.19,0.04,0.15
ITA-Serie A,2324,Cagliari,Nicolas Viola,ITA,"MF,FW",33,1989,26,11,1207,13.4,5,2,7,5,0,1,3,0,0.37,0.15,0.52,0.37,0.52
ITA-Serie A,2324,Cagliari,Pantelis Hatzidiakos,GRE,DF,26,1997,13,13,856,9.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2324,Cagliari,Paulo Azzi,BRA,"MF,DF",29,1994,25,9,950,10.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2324,Cagliari,Simone Aresti,ITA,GK,37,1986,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2324,Cagliari,Simone Scuffet,ITA,GK,27,1996,31,31,2789,31.0,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2324,Cagliari,Tommaso Augello,ITA,"DF,MF",28,1994,32,28,2418,26.9,1,1,2,1,0,0,5,0,0.04,0.04,0.07,0.04,0.07
ITA-Serie A,2324,Cagliari,Yerry Mina,COL,DF,28,1994,14,14,1215,13.5,2,0,2,1,1,1,4,0,0.15,0.0,0.15,0.07,0.07
ITA-Serie A,2324,Cagliari,Zito Luvumbo,ANG,"MF,FW",21,2002,30,19,1946,21.6,4,5,9,4,0,0,5,0,0.18,0.23,0.42,0.18,0.42
ITA-Serie A,2324,Empoli,Alberto Cerri,ITA,FW,27,1996,12,10,545,6.1,1,0,1,1,0,0,2,0,0.17,0.0,0.17,0.17,0.17
ITA-Serie A,2324,Empoli,Alberto Grassi,ITA,MF,28,1995,27,22,1807,20.1,0,1,1,0,0,0,6,1,0.0,0.05,0.05,0.0,0.05
ITA-Serie A,2324,Empoli,Andrea Sodero,ITA,MF,18,2004,1,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2324,Empoli,Ardian Ismajli,ALB,DF,26,1996,26,23,2045,22.7,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2324,Empoli,Bartosz Bereszyński,POL,DF,31,1992,24,22,1762,19.6,0,1,1,0,0,0,3,0,0.0,0.05,0.05,0.0,0.05
ITA-Serie A,2324,Empoli,Daniel Maldini,ITA,"FW,MF",21,2001,7,3,263,2.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2324,Empoli,Elia Caprile,ITA,GK,21,2001,23,23,2070,23.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2324,Empoli,Emmanuel Ekong,SWE,FW,21,2002,1,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2324,Empoli,Emmanuel Gyasi,GHA,MF,29,1994,33,21,1879,20.9,1,2,3,1,0,0,8,0,0.05,0.1,0.14,0.05,0.14
ITA-Serie A,2324,Empoli,Etrit Berisha,ALB,GK,34,1989,14,14,1260,14.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2324,Empoli,Filippo Ranocchia,ITA,MF,22,2001,9,5,476,5.3,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2324,Empoli,Francesco Caputo,ITA,FW,35,1987,20,15,1268,14.1,3,0,3,2,1,1,0,0,0.21,0.0,0.21,0.14,0.14
ITA-Serie A,2324,Empoli,Giacomo Corona,ITA,FW,19,2004,1,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2324,Empoli,Giuseppe Pezzella,ITA,"MF,DF",25,1997,19,14,1085,12.1,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2324,Empoli,Jacopo Fazzini,ITA,MF,20,2003,31,14,1232,13.7,1,1,2,1,0,0,6,0,0.07,0.07,0.15,0.07,0.15
ITA-Serie A,2324,Empoli,Liam Henderson,SCO,MF,27,1996,1,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2324,Empoli,Liberato Cacace,NZL,"DF,MF",22,2000,31,18,1912,21.2,0,1,1,0,0,0,6,0,0.0,0.05,0.05,0.0,0.05
ITA-Serie A,2324,Empoli,M'Baye Niang,SEN,FW,28,1994,14,5,708,7.9,6,1,7,2,4,4,1,0,0.76,0.13,0.89,0.25,0.38
ITA-Serie A,2324,Empoli,Matteo Cancellieri,ITA,"FW,MF",21,2002,36,18,1788,19.9,4,3,7,4,0,0,7,0,0.2,0.15,0.35,0.2,0.35
ITA-Serie A,2324,Empoli,Mattia Destro,ITA,FW,32,1991,15,3,366,4.1,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2324,Empoli,Nicolas Haas,SUI,MF,27,1996,1,1,90,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2324,Empoli,Nicolò Cambiaghi,ITA,"FW,MF",22,2000,37,29,2553,28.4,1,1,2,1,0,0,3,0,0.04,0.04,0.07,0.04,0.07
ITA-Serie A,2324,Empoli,Roberto Piccoli,ITA,FW,22,2001,2,0,39,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2324,Empoli,Răzvan Marin,ROU,MF,27,1996,30,20,1818,20.2,0,3,3,0,0,0,3,0,0.0,0.15,0.15,0.0,0.15
ITA-Serie A,2324,Empoli,Samuele Perisan,ITA,GK,25,1997,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2324,Empoli,Sebastian Walukiewicz,POL,DF,23,2000,27,23,2055,22.8,0,0,0,0,0,0,6,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2324,Empoli,Sebastiano Luperto,ITA,DF,26,1996,38,38,3406,37.8,1,1,2,1,0,0,4,0,0.03,0.03,0.05,0.03,0.05
ITA-Serie A,2324,Empoli,Simone Bastoni,ITA,"MF,DF",26,1996,16,9,745,8.3,1,0,1,1,0,0,3,0,0.12,0.0,0.12,0.12,0.12
ITA-Serie A,2324,Empoli,Steven Shpendi,ALB,FW,20,2003,12,4,411,4.6,0,1,1,0,0,0,0,0,0.0,0.22,0.22,0.0,0.22
ITA-Serie A,2324,Empoli,Szymon Żurkowski,POL,MF,25,1997,13,10,868,9.6,4,0,4,4,0,0,4,0,0.41,0.0,0.41,0.41,0.41
ITA-Serie A,2324,Empoli,Tommaso Baldanzi,ITA,"MF,FW",20,2003,14,8,745,8.3,2,0,2,2,0,0,1,0,0.24,0.0,0.24,0.24,0.24
ITA-Serie A,2324,Empoli,Tyronne Ebuehi,NGA,DF,27,1995,15,11,1099,12.2,0,1,1,0,0,0,0,0,0.0,0.08,0.08,0.0,0.08
ITA-Serie A,2324,Empoli,Viktor Kovalenko,UKR,MF,27,1996,17,4,613,6.8,1,1,2,1,0,0,1,0,0.15,0.15,0.29,0.15,0.29
ITA-Serie A,2324,Empoli,Youssef Maleh,MAR,MF,24,1998,34,30,2602,28.9,0,1,1,0,0,0,11,0,0.0,0.03,0.03,0.0,0.03
ITA-Serie A,2324,Fiorentina,Alfred Duncan,GHA,MF,30,1993,30,24,1888,21.0,2,5,7,2,0,0,2,0,0.1,0.24,0.33,0.1,0.33
ITA-Serie A,2324,Fiorentina,Andrea Belotti,ITA,FW,29,1993,15,11,949,10.5,3,0,3,3,0,0,0,0,0.28,0.0,0.28,0.28,0.28
ITA-Serie A,2324,Fiorentina,Antonín Barák,CZE,"MF,FW",28,1994,21,8,808,9.0,2,3,5,2,0,0,2,0,0.22,0.33,0.56,0.22,0.56
ITA-Serie A,2324,Fiorentina,Arthur Melo,BRA,MF,26,1996,33,23,1986,22.1,2,3,5,1,1,1,2,0,0.09,0.14,0.23,0.05,0.18
ITA-Serie A,2324,Fiorentina,Christian Kouamé,CIV,MF,25,1997,23,11,1089,12.1,2,1,3,2,0,0,0,0,0.17,0.08,0.25,0.17,0.25
ITA-Serie A,2324,Fiorentina,Cristiano Biraghi,ITA,DF,30,1992,29,27,2356,26.2,2,5,7,2,0,1,8,0,0.08,0.19,0.27,0.08,0.27
ITA-Serie A,2324,Fiorentina,Davide Faraoni,ITA,DF,31,1991,8,4,392,4.4,0,1,1,0,0,0,0,0,0.0,0.23,0.23,0.0,0.23
ITA-Serie A,2324,Fiorentina,Dodô,BRA,DF,24,1998,9,7,523,5.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2324,Fiorentina,Fabiano Parisi,ITA,DF,22,2000,21,16,1454,16.2,0,1,1,0,0,0,4,0,0.0,0.06,0.06,0.0,0.06
ITA-Serie A,2324,Fiorentina,Gaetano Castrovilli,ITA,MF,26,1997,6,5,367,4.1,1,2,3,1,0,0,0,0,0.25,0.49,0.74,0.25,0.74
ITA-Serie A,2324,Fiorentina,Giacomo Bonaventura,ITA,MF,33,1989,31,27,2277,25.3,8,3,11,8,0,1,6,0,0.32,0.12,0.43,0.32,0.43
ITA-Serie A,2324,Fiorentina,Gino Infantino,ARG,MF,20,2003,6,0,96,1.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2324,Fiorentina,Jonathan Ikone,FRA,MF,25,1998,28,18,1682,18.7,3,1,4,3,0,0,5,0,0.16,0.05,0.21,0.16,0.21
ITA-Serie A,2324,Fiorentina,Josip Brekalo,CRO,MF,25,1998,11,8,652,7.2,1,0,1,1,0,0,0,0,0.14,0.0,0.14,0.14,0.14
ITA-Serie A,2324,Fiorentina,Lorenzo Amatucci,ITA,MF,19,2004,2,0,22,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2324,Fiorentina,Luca Ranieri,ITA,DF,24,1999,26,23,2065,22.9,2,1,3,2,0,0,14,0,0.09,0.04,0.13,0.09,0.13
ITA-Serie A,2324,Fiorentina,Lucas Beltrán,ARG,"FW,MF",22,2001,32,21,1692,18.8,6,2,8,5,1,1,6,0,0.32,0.11,0.43,0.27,0.37
ITA-Serie A,2324,Fiorentina,Lucas Martínez Quarta,ARG,DF,27,1996,29,26,2291,25.5,5,1,6,5,0,0,9,0,0.2,0.04,0.24,0.2,0.24
ITA-Serie A,2324,Fiorentina,M'Bala Nzola,ANG,FW,26,1996,33,15,1552,17.2,3,3,6,2,1,1,2,0,0.17,0.17,0.35,0.12,0.29
ITA-Serie A,2324,Fiorentina,Maxime Lopez,FRA,MF,25,1997,19,7,800,8.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2324,Fiorentina,Michael Kayode,ITA,DF,19,2004,26,22,2058,22.9,1,1,2,1,0,0,2,0,0.04,0.04,0.09,0.04,0.09
ITA-Serie A,2324,Fiorentina,Nicolás González,ARG,MF,25,1998,29,21,1913,21.3,12,2,14,11,1,3,1,0,0.56,0.09,0.66,0.52,0.61
ITA-Serie A,2324,Fiorentina,Nikola Milenković,SRB,DF,25,1997,34,27,2510,27.9,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2324,Fiorentina,Oliver Christensen,DEN,GK,24,1999,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2324,Fiorentina,Pietro Comuzzo,ITA,DF,18,2005,4,0,43,0.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2324,Fiorentina,Pietro Terracciano,ITA,GK,33,1990,33,33,2970,33.0,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2324,Fiorentina,Riccardo Sottil,ITA,MF,24,1999,22,13,1103,12.3,2,3,5,2,0,0,1,0,0.16,0.24,0.41,0.16,0.41
ITA-Serie A,2324,Fiorentina,Rolando Mandragora,ITA,MF,26,1997,33,16,1588,17.6,3,3,6,3,0,0,5,0,0.17,0.17,0.34,0.17,0.34
ITA-Serie A,2324,Fiorentina,Tommaso Martinelli,ITA,GK,17,2006,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2324,Fiorentina,Yerry Mina,COL,DF,28,1994,4,0,44,0.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2324,Frosinone,Abdou Harroui,NED,MF,25,1998,18,13,1019,11.3,3,3,6,2,1,1,2,0,0.26,0.26,0.53,0.18,0.44
ITA-Serie A,2324,Frosinone,Anthony Oyono,GAB,"DF,MF",22,2001,16,14,1198,13.3,0,1,1,0,0,0,4,0,0.0,0.08,0.08,0.0,0.08
ITA-Serie A,2324,Frosinone,Arijon Ibrahimović,GER,"MF,FW",17,2005,16,5,474,5.3,1,1,2,1,0,0,1,0,0.19,0.19,0.38,0.19,0.38
ITA-Serie A,2324,Frosinone,Caleb Okoli,ITA,DF,22,2001,34,32,2914,32.4,0,1,1,0,0,0,9,0,0.0,0.03,0.03,0.0,0.03
ITA-Serie A,2324,Frosinone,Demba Seck,SEN,"FW,MF",22,2001,11,3,298,3.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2324,Frosinone,Emanuele Valeri,ITA,"MF,DF",24,1998,16,14,1178,13.1,0,1,1,0,0,0,3,0,0.0,0.08,0.08,0.0,0.08
ITA-Serie A,2324,Frosinone,Enzo Barrenechea,ARG,MF,22,2001,36,32,2811,31.2,0,1,1,0,0,0,10,0,0.0,0.03,0.03,0.0,0.03
ITA-Serie A,2324,Frosinone,Farés Ghedjemis,ALG,FW,20,2002,6,1,182,2.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2324,Frosinone,Francesco Gelli,ITA,"MF,DF",26,1996,27,16,1561,17.3,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2324,Frosinone,Gennaro Borrelli,ITA,FW,23,2000,1,0,24,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2324,Frosinone,Giorgi Kvernadze,GEO,FW,20,2003,5,0,63,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2324,Frosinone,Giuseppe Caso,ITA,FW,24,1998,14,2,417,4.6,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2324,Frosinone,Ilario Monterisi,ITA,DF,21,2001,24,16,1469,16.3,2,2,4,2,0,0,1,0,0.12,0.12,0.25,0.12,0.25
ITA-Serie A,2324,Frosinone,Jaime Báez,URU,"MF,FW",28,1995,11,6,500,5.6,1,0,1,1,0,0,1,0,0.18,0.0,0.18,0.18,0.18
ITA-Serie A,2324,Frosinone,Kaio Jorge,BRA,FW,21,2002,20,8,812,9.0,3,0,3,2,1,2,2,0,0.33,0.0,0.33,0.22,0.22
ITA-Serie A,2324,Frosinone,Karlo Lulić,CRO,MF,27,1996,1,0,19,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2324,Frosinone,Kevin Bonifazi,ITA,DF,27,1996,6,3,309,3.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2324,Frosinone,Luca Garritano,ITA,MF,29,1994,12,5,485,5.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2324,Frosinone,Luca Mazzitelli,ITA,MF,27,1995,29,26,2210,24.6,5,0,5,5,0,0,6,1,0.2,0.0,0.2,0.2,0.2
ITA-Serie A,2324,Frosinone,Luigi Canotto,ITA,"FW,MF",29,1994,1,0,16,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2324,Frosinone,Marco Brescianini,ITA,MF,23,2000,36,24,2321,25.8,4,2,6,4,0,0,1,0,0.16,0.08,0.23,0.16,0.23
ITA-Serie A,2324,Frosinone,Marvin Cuni,ALB,FW,22,2001,22,6,534,5.9,1,0,1,1,0,0,0,0,0.17,0.0,0.17,0.17,0.17
ITA-Serie A,2324,Frosinone,Mateus Lusuardi,BRA,DF,19,2004,4,3,219,2.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2324,Frosinone,Matìas Soulé,ARG,"MF,FW",20,2003,36,36,3121,34.7,11,3,14,6,5,6,4,0,0.32,0.09,0.4,0.17,0.26
ITA-Serie A,2324,Frosinone,Mehdi Bourabia,MAR,MF,31,1991,10,3,200,2.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2324,Frosinone,Michele Cerofolini,ITA,GK,24,1999,8,7,675,7.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2324,Frosinone,Nadir Zortea,ITA,"MF,DF",24,1999,14,14,1258,14.0,1,5,6,1,0,0,3,0,0.07,0.36,0.43,0.07,0.43
ITA-Serie A,2324,Frosinone,Pol Lirola,ESP,"DF,MF",25,1997,25,18,1536,17.1,2,1,3,2,0,0,1,0,0.12,0.06,0.18,0.12,0.18
ITA-Serie A,2324,Frosinone,Przemysław Szymiński,POL,DF,29,1994,1,0,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2324,Frosinone,Reinier,BRA,"MF,FW",21,2002,22,13,1059,11.8,2,2,4,2,0,0,3,0,0.17,0.17,0.34,0.17,0.34
ITA-Serie A,2324,Frosinone,Riccardo Marchizza,ITA,DF,25,1998,13,13,1148,12.8,0,4,4,0,0,0,1,0,0.0,0.31,0.31,0.0,0.31
ITA-Serie A,2324,Frosinone,Simone Romagnoli,ITA,DF,33,1990,33,30,2715,30.2,1,1,2,1,0,0,6,0,0.03,0.03,0.07,0.03,0.07
ITA-Serie A,2324,Frosinone,Stefano Turati,ITA,GK,21,2001,31,31,2745,30.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2324,Frosinone,Walid Cheddira,MAR,FW,25,1998,36,24,2120,23.6,7,1,8,6,1,1,0,0,0.3,0.04,0.34,0.25,0.3
ITA-Serie A,2324,Genoa,Aarón Martín,ESP,"MF,DF",26,1997,22,17,1376,15.3,0,1,1,0,0,0,4,1,0.0,0.07,0.07,0.0,0.07
ITA-Serie A,2324,Genoa,Alan Matturro,URU,MF,18,2004,6,1,106,1.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2324,Genoa,Albert Guðmundsson,ISL,"FW,MF",26,1997,35,34,3016,33.5,14,4,18,10,4,5,4,0,0.42,0.12,0.54,0.3,0.42
ITA-Serie A,2324,Genoa,Alessandro Vogliacco,ITA,DF,24,1998,20,14,1169,13.0,0,1,1,0,0,0,4,0,0.0,0.08,0.08,0.0,0.08
ITA-Serie A,2324,Genoa,Berkan Kutlu,TUR,MF,25,1998,6,0,199,2.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2324,Genoa,Caleb Ekuban,GHA,FW,29,1994,29,10,1131,12.6,4,1,5,4,0,0,0,0,0.32,0.08,0.4,0.32,0.4
ITA-Serie A,2324,Genoa,Christos Papadopoulos,GRE,MF,18,2004,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2324,Genoa,Daniele Sommariva,ITA,GK,26,1997,1,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2324,Genoa,David Akpan Ankeye,NGA,FW,21,2002,6,0,57,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2324,Genoa,Davide Biraschi,ITA,DF,29,1994,1,1,90,1.0,1,0,1,1,0,0,0,0,1.0,0.0,1.0,1.0,1.0
ITA-Serie A,2324,Genoa,Djed Spence,ENG,MF,22,2000,16,8,859,9.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2324,Genoa,Emil Bohinen,NOR,MF,24,1999,5,0,56,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
