league,season,team,player,nation,pos,age,born,90s,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_PK,Standard_PKatt
GER-Bundesliga,2324,Heidenheim,Lennard Maloney,USA,MF,23,1999,25.4,1,14,3,21.4,0.55,0.12,0.07,0.33,0,0
GER-Bundesliga,2324,Heidenheim,Marnon Busch,GER,DF,28,1994,6.6,0,5,1,20.0,0.76,0.15,0.0,0.0,0,0
GER-Bundesliga,2324,Heidenheim,Marvin Pieringer,GER,"FW,MF",23,1999,16.8,3,27,8,29.6,1.61,0.48,0.11,0.38,0,0
GER-Bundesliga,2324,Heidenheim,Nikola Dovedan,AUT,MF,29,1994,7.3,3,14,5,35.7,1.92,0.69,0.21,0.6,0,0
GER-Bundesliga,2324,Heidenheim,Norman Theuerkauf,GER,"MF,DF",36,1987,14.0,0,7,2,28.6,0.5,0.14,0.0,0.0,0,0
GER-Bundesliga,2324,Heidenheim,Omar Traoré,GER,DF,25,1998,27.5,0,11,1,9.1,0.4,0.04,0.0,0.0,0,0
GER-Bundesliga,2324,Heidenheim,Patrick Mainka,GER,DF,28,1994,34.0,2,29,7,24.1,0.85,0.21,0.07,0.29,0,0
GER-Bundesliga,2324,Heidenheim,Stefan Schimmer,GER,FW,29,1994,1.7,0,5,0,0.0,2.94,0.0,0.0,,0,0
GER-Bundesliga,2324,Heidenheim,Thomas Keller,GER,"DF,MF",23,1999,0.0,0,0,0,,0.0,0.0,,,0,0
GER-Bundesliga,2324,Heidenheim,Tim Kleindienst,GER,FW,27,1995,31.9,12,83,34,41.0,2.6,1.07,0.12,0.29,2,2
GER-Bundesliga,2324,Heidenheim,Tim Siersleben,GER,DF,23,2000,10.1,0,3,0,0.0,0.3,0.0,0.0,,0,0
GER-Bundesliga,2324,Hoffenheim,Andrej Kramarić,CRO,"MF,FW",32,1991,24.4,15,69,34,49.3,2.82,1.39,0.14,0.29,5,5
GER-Bundesliga,2324,Hoffenheim,Angelo Stiller,GER,MF,22,2001,0.9,0,2,1,50.0,2.14,1.07,0.0,0.0,0,0
GER-Bundesliga,2324,Hoffenheim,Anton Stach,GER,MF,24,1998,25.8,2,38,9,23.7,1.47,0.35,0.05,0.22,0,0
GER-Bundesliga,2324,Hoffenheim,Attila Szalai,HUN,DF,25,1998,3.2,0,1,1,100.0,0.31,0.31,0.0,0.0,0,0
GER-Bundesliga,2324,Hoffenheim,Bambasé Conté,GER,MF,20,2003,0.5,0,3,0,0.0,5.63,0.0,0.0,,0,0
GER-Bundesliga,2324,Hoffenheim,David Jurásek,CZE,"MF,DF",22,2000,5.5,0,5,2,40.0,0.91,0.36,0.0,0.0,0,0
GER-Bundesliga,2324,Hoffenheim,Dennis Geiger,GER,MF,25,1998,0.7,0,0,0,,0.0,0.0,,,0,0
GER-Bundesliga,2324,Hoffenheim,Diadie Samassékou,MLI,MF,27,1996,0.0,0,0,0,,0.0,0.0,,,0,0
GER-Bundesliga,2324,Hoffenheim,Finn Ole Becker,GER,MF,23,2000,6.7,0,6,1,16.7,0.89,0.15,0.0,0.0,0,0
GER-Bundesliga,2324,Hoffenheim,Florian Grillitsch,AUT,"DF,MF",27,1995,25.5,1,21,6,28.6,0.82,0.24,0.05,0.17,0,0
GER-Bundesliga,2324,Hoffenheim,Grischa Prömel,GER,MF,28,1995,23.8,4,26,8,30.8,1.09,0.34,0.15,0.5,0,0
GER-Bundesliga,2324,Hoffenheim,Ihlas Bebou,TOG,"FW,MF",29,1994,18.2,7,38,14,36.8,2.09,0.77,0.18,0.5,0,0
GER-Bundesliga,2324,Hoffenheim,John Brooks,USA,DF,30,1993,17.1,2,11,4,36.4,0.64,0.23,0.18,0.5,0,0
GER-Bundesliga,2324,Hoffenheim,Julian Justvan,GER,"FW,MF",25,1998,0.5,0,1,0,0.0,1.84,0.0,0.0,,0,0
GER-Bundesliga,2324,Hoffenheim,Kasim Nuhu,GHA,DF,28,1995,0.1,0,0,0,,0.0,0.0,,,0,0
GER-Bundesliga,2324,Hoffenheim,Kevin Akpoguma,NGA,DF,28,1995,12.2,0,2,0,0.0,0.16,0.0,0.0,,0,0
GER-Bundesliga,2324,Hoffenheim,Kevin Vogt,GER,DF,31,1991,14.7,0,2,1,50.0,0.14,0.07,0.0,0.0,0,0
GER-Bundesliga,2324,Hoffenheim,Marius Bülter,GER,MF,30,1993,15.0,1,21,6,28.6,1.4,0.4,0.05,0.17,0,0
GER-Bundesliga,2324,Hoffenheim,Max Moerstedt,GER,FW,17,2006,0.1,0,0,0,,0.0,0.0,,,0,0
GER-Bundesliga,2324,Hoffenheim,Maximilian Beier,GER,"FW,MF",20,2002,26.9,16,82,39,47.6,3.05,1.45,0.2,0.41,0,0
GER-Bundesliga,2324,Hoffenheim,Mergim Berisha,GER,FW,25,1998,1.6,0,6,1,16.7,3.75,0.62,0.0,0.0,0,0
GER-Bundesliga,2324,Hoffenheim,Oliver Baumann,GER,GK,33,1990,34.0,0,0,0,,0.0,0.0,,,0,0
GER-Bundesliga,2324,Hoffenheim,Ozan Kabak,TUR,DF,23,2000,25.4,4,18,7,38.9,0.71,0.28,0.22,0.57,0,0
GER-Bundesliga,2324,Hoffenheim,Pavel Kadeřábek,CZE,"MF,DF",31,1992,26.8,3,20,6,30.0,0.75,0.22,0.15,0.5,0,0
GER-Bundesliga,2324,Hoffenheim,Robert Skov,DEN,MF,27,1996,14.0,3,32,7,21.9,2.29,0.5,0.09,0.43,0,0
GER-Bundesliga,2324,Hoffenheim,Stanley N'Soki,FRA,"DF,MF",24,1999,7.0,0,0,0,,0.0,0.0,,,0,0
GER-Bundesliga,2324,Hoffenheim,Tim Drexler,GER,DF,18,2005,6.4,0,0,0,,0.0,0.0,,,0,0
GER-Bundesliga,2324,Hoffenheim,Tom Bischof,GER,MF,18,2005,2.0,0,5,1,20.0,2.53,0.51,0.0,0.0,0,0
GER-Bundesliga,2324,Hoffenheim,Umut Tohumcu,GER,MF,18,2004,11.2,0,15,3,20.0,1.34,0.27,0.0,0.0,0,0
GER-Bundesliga,2324,Hoffenheim,Wout Weghorst,NED,FW,30,1992,22.0,7,39,15,38.5,1.78,0.68,0.15,0.4,1,1
GER-Bundesliga,2324,Köln,Benno Schmitz,GER,DF,28,1994,12.8,0,8,5,62.5,0.62,0.39,0.0,0.0,0,0
GER-Bundesliga,2324,Köln,Damion Downs,USA,FW,19,2004,2.0,2,5,2,40.0,2.49,0.99,0.4,1.0,0,0
GER-Bundesliga,2324,Köln,Davie Selke,GER,FW,28,1995,14.1,6,33,11,33.3,2.35,0.78,0.18,0.55,0,0
GER-Bundesliga,2324,Köln,Dejan Ljubičić,AUT,MF,25,1997,22.8,0,38,10,26.3,1.67,0.44,0.0,0.0,0,0
GER-Bundesliga,2324,Köln,Denis Huseinbasic,BIH,MF,22,2001,18.1,0,12,3,25.0,0.66,0.17,0.0,0.0,0,0
GER-Bundesliga,2324,Köln,Dominique Heintz,GER,DF,29,1993,6.3,0,0,0,,0.0,0.0,,,0,0
GER-Bundesliga,2324,Köln,Eric Martel,GER,MF,21,2002,27.3,1,27,9,33.3,0.99,0.33,0.04,0.11,0,0
GER-Bundesliga,2324,Köln,Faride Alidou,GER,"MF,FW",22,2001,14.2,4,33,11,33.3,2.32,0.77,0.12,0.36,0,0
GER-Bundesliga,2324,Köln,Florian Dietz,GER,FW,24,1998,0.8,0,3,1,33.3,3.86,1.29,0.0,0.0,0,0
GER-Bundesliga,2324,Köln,Florian Kainz,AUT,MF,30,1992,24.4,5,28,9,32.1,1.15,0.37,0.0,0.0,5,5
GER-Bundesliga,2324,Köln,Jacob Christensen,DEN,MF,22,2001,2.4,0,1,0,0.0,0.41,0.0,0.0,,0,0
GER-Bundesliga,2324,Köln,Jan Thielmann,GER,"FW,MF",21,2002,17.5,1,37,12,32.4,2.11,0.68,0.03,0.08,0,0
GER-Bundesliga,2324,Köln,Julian Chabot,GER,DF,25,1998,30.0,0,19,4,21.1,0.63,0.13,0.0,0.0,0,0
GER-Bundesliga,2324,Köln,Justin Diehl,GER,MF,18,2004,1.9,0,7,2,28.6,3.75,1.07,0.0,0.0,0,0
GER-Bundesliga,2324,Köln,Leart Paqarada,KVX,DF,28,1994,11.9,0,10,4,40.0,0.84,0.33,0.0,0.0,0,0
GER-Bundesliga,2324,Köln,Linton Maina,GER,MF,24,1999,21.1,1,33,11,33.3,1.56,0.52,0.03,0.09,0,0
GER-Bundesliga,2324,Köln,Luca Kilian,GER,DF,23,1999,7.1,0,0,0,,0.0,0.0,,,0,0
GER-Bundesliga,2324,Köln,Luca Waldschmidt,GER,MF,27,1996,12.7,3,43,16,37.2,3.38,1.26,0.07,0.19,0,1
GER-Bundesliga,2324,Köln,Mark Uth,GER,"MF,FW",31,1991,4.1,0,12,5,41.7,2.9,1.21,0.0,0.0,0,0
GER-Bundesliga,2324,Köln,Marvin Schwäbe,GER,GK,28,1995,34.0,0,0,0,,0.0,0.0,,,0,0
GER-Bundesliga,2324,Köln,Mathias Olesen,LUX,MF,22,2001,1.2,0,1,0,0.0,0.8,0.0,0.0,,0,0
GER-Bundesliga,2324,Köln,Max Finkgräfe,GER,DF,19,2004,19.5,1,12,4,33.3,0.62,0.21,0.08,0.25,0,0
GER-Bundesliga,2324,Köln,Rasmus Carstensen,DEN,"DF,MF",22,2000,18.4,0,10,4,40.0,0.54,0.22,0.0,0.0,0,0
GER-Bundesliga,2324,Köln,Sargis Adamyan,ARM,"FW,MF",30,1993,8.9,1,31,14,45.2,3.48,1.57,0.03,0.07,0,0
GER-Bundesliga,2324,Köln,Steffen Tigges,GER,FW,25,1998,8.1,3,22,9,40.9,2.72,1.11,0.14,0.33,0,0
GER-Bundesliga,2324,Köln,Timo Hübers,GER,DF,27,1996,30.9,0,22,5,22.7,0.71,0.16,0.0,0.0,0,0
GER-Bundesliga,2324,Leverkusen,Adam Hložek,CZE,"MF,FW",21,2002,5.1,2,18,6,33.3,3.53,1.18,0.11,0.33,0,0
GER-Bundesliga,2324,Leverkusen,Amine Adli,MAR,"MF,FW",23,2000,10.0,4,27,15,55.6,2.71,1.5,0.15,0.27,0,0
GER-Bundesliga,2324,Leverkusen,Arthur,BRA,MF,20,2003,2.0,0,2,1,50.0,0.98,0.49,0.0,0.0,0,0
GER-Bundesliga,2324,Leverkusen,Borja Iglesias,ESP,FW,30,1993,2.8,0,8,3,37.5,2.81,1.05,0.0,0.0,0,0
GER-Bundesliga,2324,Leverkusen,Edmond Tapsoba,BFA,DF,24,1999,23.2,0,12,1,8.3,0.52,0.04,0.0,0.0,0,0
GER-Bundesliga,2324,Leverkusen,Exequiel Palacios,ARG,MF,24,1998,20.3,4,21,7,33.3,1.03,0.34,0.1,0.29,2,2
GER-Bundesliga,2324,Leverkusen,Florian Wirtz,GER,MF,20,2003,26.4,11,71,34,47.9,2.69,1.29,0.14,0.29,1,1
GER-Bundesliga,2324,Leverkusen,Granit Xhaka,SUI,MF,30,1992,31.3,3,45,14,31.1,1.44,0.45,0.07,0.21,0,0
GER-Bundesliga,2324,Leverkusen,Gustavo Puerta,COL,MF,20,2003,0.5,0,2,0,0.0,3.91,0.0,0.0,,0,0
GER-Bundesliga,2324,Leverkusen,Jeremie Frimpong,NED,MF,22,2000,25.0,9,55,21,38.2,2.2,0.84,0.16,0.43,0,0
GER-Bundesliga,2324,Leverkusen,Jonas Hofmann,GER,MF,31,1992,24.5,5,60,25,41.7,2.45,1.02,0.08,0.2,0,0
GER-Bundesliga,2324,Leverkusen,Jonathan Tah,GER,DF,27,1996,29.2,4,26,10,38.5,0.89,0.34,0.15,0.4,0,0
GER-Bundesliga,2324,Leverkusen,Josip Stanišić,CRO,"DF,MF",23,2000,14.0,3,10,5,50.0,0.71,0.36,0.3,0.6,0,0
GER-Bundesliga,2324,Leverkusen,Lukáš Hrádecký,FIN,GK,33,1989,33.0,0,0,0,,0.0,0.0,,,0,0
GER-Bundesliga,2324,Leverkusen,Matej Kovar,CZE,GK,23,2000,1.0,0,0,0,,0.0,0.0,,,0,0
GER-Bundesliga,2324,Leverkusen,Nadiem Amiri,GER,MF,26,1996,1.0,0,3,2,66.7,3.14,2.09,0.0,0.0,0,0
GER-Bundesliga,2324,Leverkusen,Nathan Tella,NGA,MF,24,1999,9.1,5,21,11,52.4,2.31,1.21,0.24,0.45,0,0
GER-Bundesliga,2324,Leverkusen,Noah Mbamba,BEL,MF,18,2005,0.2,0,1,0,0.0,5.63,0.0,0.0,,0,0
GER-Bundesliga,2324,Leverkusen,Odilon Kossounou,CIV,DF,22,2001,20.1,1,5,1,20.0,0.25,0.05,0.2,1.0,0,0
GER-Bundesliga,2324,Leverkusen,Patrik Schick,CZE,FW,27,1996,11.8,7,40,13,32.5,3.39,1.1,0.15,0.46,1,1
GER-Bundesliga,2324,Leverkusen,Piero Hincapié,ECU,DF,21,2002,16.5,1,18,6,33.3,1.09,0.36,0.06,0.17,0,0
GER-Bundesliga,2324,Leverkusen,Robert Andrich,GER,"MF,DF",28,1994,18.8,4,23,9,39.1,1.22,0.48,0.17,0.44,0,0
GER-Bundesliga,2324,Leverkusen,Victor Boniface,NGA,FW,22,2000,17.2,14,80,34,42.5,4.66,1.98,0.13,0.29,4,4
GER-Bundesliga,2324,Leverkusen,Álex Grimaldo,ESP,MF,27,1995,30.9,10,71,23,32.4,2.3,0.74,0.14,0.43,0,0
GER-Bundesliga,2324,Mainz 05,Andreas Hanche-Olsen,NOR,DF,26,1997,11.0,1,4,1,25.0,0.36,0.09,0.25,1.0,0,0
GER-Bundesliga,2324,Mainz 05,Anthony Caci,FRA,"MF,DF",26,1997,27.6,2,31,6,19.4,1.12,0.22,0.06,0.33,0,0
GER-Bundesliga,2324,Mainz 05,Anton Stach,GER,MF,24,1998,1.9,0,2,1,50.0,1.06,0.53,0.0,0.0,0,0
GER-Bundesliga,2324,Mainz 05,Anwar El Ghazi,NED,"FW,MF",28,1995,0.6,0,1,0,0.0,1.67,0.0,0.0,,0,0
GER-Bundesliga,2324,Mainz 05,Aymen Barkok,MAR,MF,25,1998,3.6,1,12,7,58.3,3.36,1.96,0.08,0.14,0,1
GER-Bundesliga,2324,Mainz 05,Brajan Gruda,GER,"MF,FW",19,2004,18.2,4,30,12,40.0,1.65,0.66,0.13,0.33,0,0
GER-Bundesliga,2324,Mainz 05,Daniel Batz,GER,GK,32,1991,4.0,0,0,0,,0.0,0.0,,,0,0
GER-Bundesliga,2324,Mainz 05,Danny da Costa,GER,"MF,DF",30,1993,9.2,0,6,1,16.7,0.65,0.11,0.0,0.0,0,0
GER-Bundesliga,2324,Mainz 05,David Mamutovic,GER,MF,22,2000,0.1,0,0,0,,0.0,0.0,,,0,0
GER-Bundesliga,2324,Mainz 05,Dominik Kohr,GER,"DF,MF",29,1994,24.3,1,25,7,28.0,1.03,0.29,0.04,0.14,0,0
GER-Bundesliga,2324,Mainz 05,Edimilson Fernandes,SUI,DF,27,1996,14.3,0,15,0,0.0,1.05,0.0,0.0,,0,0
GER-Bundesliga,2324,Mainz 05,Jessic Ngankam,GER,"MF,FW",23,2000,2.0,0,7,1,14.3,3.42,0.49,0.0,0.0,0,0
GER-Bundesliga,2324,Mainz 05,Jonathan Burkardt,GER,"FW,MF",23,2000,17.1,8,41,17,41.5,2.4,0.99,0.17,0.41,1,1
GER-Bundesliga,2324,Mainz 05,Josuha Guilavogui,FRA,DF,32,1990,4.5,0,0,0,,0.0,0.0,,,0,0
GER-Bundesliga,2324,Mainz 05,Karim Onisiwo,AUT,"FW,MF",31,1992,16.6,1,33,7,21.2,1.99,0.42,0.03,0.14,0,0
GER-Bundesliga,2324,Mainz 05,Leandro Barreiro Martins,LUX,MF,23,2000,29.0,4,38,15,39.5,1.31,0.52,0.11,0.27,0,0
GER-Bundesliga,2324,Mainz 05,Lee Jae-sung,KOR,MF,30,1992,23.5,6,38,13,34.2,1.62,0.55,0.16,0.46,0,0
GER-Bundesliga,2324,Mainz 05,Ludovic Ajorque,FRA,FW,29,1994,15.1,2,30,11,36.7,1.99,0.73,0.07,0.18,0,2
GER-Bundesliga,2324,Mainz 05,Marco Richter,GER,MF,25,1997,8.0,1,38,9,23.7,4.77,1.13,0.03,0.11,0,0
GER-Bundesliga,2324,Mainz 05,Marcus Müller,GER,FW,20,2002,0.2,0,1,0,0.0,5.0,0.0,0.0,,0,0
GER-Bundesliga,2324,Mainz 05,Maxim Leitsch,GER,DF,25,1998,4.2,0,0,0,,0.0,0.0,,,0,0
GER-Bundesliga,2324,Mainz 05,Merveille Papela,GER,MF,22,2001,2.9,0,4,1,25.0,1.4,0.35,0.0,0.0,0,0
GER-Bundesliga,2324,Mainz 05,Nadiem Amiri,GER,MF,26,1996,14.6,1,36,8,22.2,2.46,0.55,0.03,0.13,0,1
GER-Bundesliga,2324,Mainz 05,Nelson Weiper,GER,FW,18,2005,1.4,0,2,0,0.0,1.45,0.0,0.0,,0,0
GER-Bundesliga,2324,Mainz 05,Phillipp Mwene,AUT,"MF,DF",29,1994,22.2,1,24,9,37.5,1.08,0.41,0.04,0.11,0,0
GER-Bundesliga,2324,Mainz 05,Robin Zentner,GER,GK,28,1994,30.0,0,1,0,0.0,0.03,0.0,0.0,,0,0
GER-Bundesliga,2324,Mainz 05,Sepp van den Berg,NED,DF,21,2001,31.5,3,25,11,44.0,0.79,0.35,0.12,0.27,0,0
GER-Bundesliga,2324,Mainz 05,Silvan Widmer,SUI,"MF,DF",30,1993,13.8,1,14,3,21.4,1.01,0.22,0.07,0.33,0,0
GER-Bundesliga,2324,Mainz 05,Stefan Bell,GER,DF,31,1991,7.4,0,4,2,50.0,0.54,0.27,0.0,0.0,0,0
GER-Bundesliga,2324,Mainz 05,Tom Krauß,GER,MF,22,2001,15.0,1,18,2,11.1,1.2,0.13,0.06,0.5,0,0
GER-Bundesliga,2324,RB Leipzig,Amadou Haidara,MLI,MF,25,1998,17.0,2,21,9,42.9,1.24,0.53,0.1,0.22,0,0
GER-Bundesliga,2324,RB Leipzig,Benjamin Henrichs,GER,"DF,MF",26,1997,28.1,1,36,9,25.0,1.28,0.32,0.03,0.11,0,0
GER-Bundesliga,2324,RB Leipzig,Benjamin Šeško,SVN,FW,20,2003,17.0,14,47,25,53.2,2.77,1.47,0.3,0.56,0,0
GER-Bundesliga,2324,RB Leipzig,Castello Lukeba,FRA,DF,20,2002,24.3,1,7,3,42.9,0.29,0.12,0.14,0.33,0,0
GER-Bundesliga,2324,RB Leipzig,Christoph Baumgartner,AUT,"MF,FW",23,1999,12.9,5,31,12,38.7,2.41,0.93,0.16,0.42,0,0
GER-Bundesliga,2324,RB Leipzig,Christopher Lenz,GER,"DF,MF",28,1994,0.5,0,0,0,,0.0,0.0,,,0,0
GER-Bundesliga,2324,RB Leipzig,Dani Olmo,ESP,MF,25,1998,16.1,4,45,14,31.1,2.8,0.87,0.09,0.29,0,0
GER-Bundesliga,2324,RB Leipzig,David Raum,GER,DF,25,1998,30.4,2,14,4,28.6,0.46,0.13,0.14,0.5,0,0
GER-Bundesliga,2324,RB Leipzig,El Chadaille Bitshiabu,FRA,DF,18,2005,0.4,0,0,0,,0.0,0.0,,,0,0
GER-Bundesliga,2324,RB Leipzig,Elif Elmas,MKD,MF,23,1999,3.0,0,10,4,40.0,3.38,1.35,0.0,0.0,0,0
GER-Bundesliga,2324,RB Leipzig,Emil Forsberg,SWE,MF,31,1991,5.2,2,12,5,41.7,2.33,0.97,0.17,0.4,0,1
GER-Bundesliga,2324,RB Leipzig,Fabio Carvalho,POR,MF,20,2002,1.8,0,3,2,66.7,1.64,1.09,0.0,0.0,0,0
GER-Bundesliga,2324,RB Leipzig,Janis Blaswich,GER,GK,32,1991,21.0,0,0,0,,0.0,0.0,,,0,0
GER-Bundesliga,2324,RB Leipzig,Jonathan Norbye,NOR,DF,16,2007,0.0,0,0,0,,0.0,0.0,,,0,0
GER-Bundesliga,2324,RB Leipzig,Kevin Kampl,SVN,MF,32,1990,15.1,1,6,1,16.7,0.4,0.07,0.17,1.0,0,0
GER-Bundesliga,2324,RB Leipzig,Loïs Openda,BEL,FW,23,2000,30.0,24,121,62,51.2,4.04,2.07,0.18,0.35,2,3
GER-Bundesliga,2324,RB Leipzig,Lukas Klostermann,GER,DF,27,1996,16.0,1,6,2,33.3,0.38,0.13,0.17,0.5,0,0
GER-Bundesliga,2324,RB Leipzig,Mohamed Simakan,FRA,DF,23,2000,23.8,2,30,11,36.7,1.26,0.46,0.07,0.18,0,0
GER-Bundesliga,2324,RB Leipzig,Nicolas Seiwald,AUT,MF,22,2001,8.0,0,0,0,,0.0,0.0,,,0,0
GER-Bundesliga,2324,RB Leipzig,Nuha Jatta,GAM,MF,17,2006,0.0,0,0,0,,0.0,0.0,,,0,0
GER-Bundesliga,2324,RB Leipzig,Péter Gulácsi,HUN,GK,33,1990,13.0,0,0,0,,0.0,0.0,,,0,0
GER-Bundesliga,2324,RB Leipzig,Timo Werner,GER,"MF,FW",27,1996,2.3,2,9,6,66.7,3.91,2.61,0.11,0.17,1,1
GER-Bundesliga,2324,RB Leipzig,Willi Orban,HUN,DF,30,1992,17.6,0,7,2,28.6,0.4,0.11,0.0,0.0,0,0
GER-Bundesliga,2324,RB Leipzig,Xaver Schlager,AUT,MF,25,1997,27.5,0,21,3,14.3,0.76,0.11,0.0,0.0,0,0
GER-Bundesliga,2324,RB Leipzig,Xavi Simons,NED,MF,20,2003,29.5,8,81,33,40.7,2.75,1.12,0.09,0.21,1,2
GER-Bundesliga,2324,RB Leipzig,Yussuf Poulsen,DEN,FW,29,1994,13.5,5,29,16,55.2,2.14,1.18,0.17,0.31,0,0
GER-Bundesliga,2324,Stuttgart,Alexander Nübel,GER,GK,26,1996,30.0,0,0,0,,0.0,0.0,,,0,0
GER-Bundesliga,2324,Stuttgart,Angelo Stiller,GER,MF,22,2001,29.9,1,16,3,18.8,0.53,0.1,0.06,0.33,0,0
GER-Bundesliga,2324,Stuttgart,Anthony Rouault,FRA,DF,22,2001,11.2,0,3,1,33.3,0.27,0.09,0.0,0.0,0,0
GER-Bundesliga,2324,Stuttgart,Atakan Karazor,TUR,MF,26,1996,29.1,0,19,2,10.5,0.65,0.07,0.0,0.0,0,0
GER-Bundesliga,2324,Stuttgart,Borna Sosa,CRO,"DF,MF",25,1998,0.5,0,1,0,0.0,1.96,0.0,0.0,,0,0
GER-Bundesliga,2324,Stuttgart,Chris Führich,GER,MF,25,1998,28.5,8,54,25,46.3,1.89,0.88,0.15,0.32,0,1
GER-Bundesliga,2324,Stuttgart,Dan-Axel Zagadou,FRA,DF,24,1999,16.1,1,11,2,18.2,0.68,0.12,0.09,0.5,0,0
GER-Bundesliga,2324,Stuttgart,Deniz Undav,GER,"FW,MF",27,1996,23.2,18,108,54,50.0,4.65,2.33,0.17,0.33,0,1
GER-Bundesliga,2324,Stuttgart,Enzo Millot,FRA,MF,21,2002,24.9,5,39,18,46.2,1.57,0.72,0.1,0.22,1,1
GER-Bundesliga,2324,Stuttgart,Fabian Bredlow,GER,GK,28,1995,4.0,0,0,0,,0.0,0.0,,,0,0
GER-Bundesliga,2324,Stuttgart,Genki Haraguchi,JPN,"FW,MF",32,1991,0.3,0,0,0,,0.0,0.0,,,0,0
GER-Bundesliga,2324,Stuttgart,Hiroki Ito,JPN,DF,24,1999,24.8,0,18,4,22.2,0.73,0.16,0.0,0.0,0,0
GER-Bundesliga,2324,Stuttgart,Jamie Leweling,GER,MF,22,2001,16.9,4,43,22,51.2,2.54,1.3,0.09,0.18,0,0
GER-Bundesliga,2324,Stuttgart,Jeong Woo-yeong,KOR,MF,23,1999,7.0,2,18,8,44.4,2.56,1.14,0.11,0.25,0,0
GER-Bundesliga,2324,Stuttgart,Josha Vagnoman,GER,"MF,DF",22,2000,13.1,2,17,7,41.2,1.29,0.53,0.12,0.29,0,0
GER-Bundesliga,2324,Stuttgart,Jovan Milošević,SRB,FW,18,2005,0.3,0,0,0,,0.0,0.0,,,0,0
GER-Bundesliga,2324,Stuttgart,Leonidas Stergiou,SUI,DF,21,2002,6.6,1,3,1,33.3,0.45,0.15,0.33,1.0,0,0
GER-Bundesliga,2324,Stuttgart,Lilian Egloff,GER,MF,20,2002,1.2,0,3,0,0.0,2.55,0.0,0.0,,0,0
GER-Bundesliga,2324,Stuttgart,Luca Raimund,GER,MF,18,2005,0.3,0,2,0,0.0,6.0,0.0,0.0,,0,0
GER-Bundesliga,2324,Stuttgart,Mahmoud Dahoud,GER,MF,27,1996,2.5,1,3,1,33.3,1.19,0.4,0.33,1.0,0,0
GER-Bundesliga,2324,Stuttgart,Maximilian Mittelstädt,GER,"DF,MF",26,1997,23.4,2,21,6,28.6,0.9,0.26,0.1,0.33,0,0
GER-Bundesliga,2324,Stuttgart,Pascal Stenzel,GER,DF,27,1996,11.8,0,14,4,28.6,1.18,0.34,0.0,0.0,0,0
GER-Bundesliga,2324,Stuttgart,Roberto Massimo,GER,"FW,MF",22,2000,0.9,0,0,0,,0.0,0.0,,,0,0
GER-Bundesliga,2324,Stuttgart,Samuele Di Benedetto,GER,MF,18,2005,0.1,0,0,0,,0.0,0.0,,,0,0
GER-Bundesliga,2324,Stuttgart,Serhou Guirassy,GUI,FW,27,1996,24.5,28,91,45,49.5,3.71,1.83,0.26,0.53,4,4
GER-Bundesliga,2324,Stuttgart,Silas Katompa,COD,MF,24,1998,10.0,5,24,9,37.5,2.4,0.9,0.21,0.56,0,1
GER-Bundesliga,2324,Stuttgart,Waldemar Anton,GER,DF,27,1996,32.1,0,27,6,22.2,0.84,0.19,0.0,0.0,0,0
GER-Bundesliga,2324,Union Berlin,Alex Král,CZE,MF,25,1998,15.2,0,18,5,27.8,1.18,0.33,0.0,0.0,0,0
GER-Bundesliga,2324,Union Berlin,Alexander Schwolow,GER,GK,31,1992,1.0,0,0,0,,0.0,0.0,,,0,0
GER-Bundesliga,2324,Union Berlin,Aljoscha Kemlein,GER,MF,18,2004,0.3,0,1,0,0.0,3.1,0.0,0.0,,0,0
GER-Bundesliga,2324,Union Berlin,András Schäfer,HUN,MF,24,1999,13.5,1,21,5,23.8,1.56,0.37,0.05,0.2,0,0
GER-Bundesliga,2324,Union Berlin,Aïssa Laïdouni,TUN,MF,26,1996,11.9,0,13,5,38.5,1.09,0.42,0.0,0.0,0,0
GER-Bundesliga,2324,Union Berlin,Benedict Hollerbach,GER,"FW,MF",22,2001,14.2,5,34,10,29.4,2.39,0.7,0.15,0.5,0,0
GER-Bundesliga,2324,Union Berlin,Brenden Aaronson,USA,"MF,FW",22,2000,14.1,2,19,7,36.8,1.35,0.5,0.11,0.29,0,0
GER-Bundesliga,2324,Union Berlin,Chris Bedia,CIV,FW,27,1996,1.6,1,3,1,33.3,1.86,0.62,0.33,1.0,0,0
GER-Bundesliga,2324,Union Berlin,Christopher Trimmel,AUT,"MF,DF",36,1987,18.3,0,6,4,66.7,0.33,0.22,0.0,0.0,0,0
GER-Bundesliga,2324,Union Berlin,Danilho Doekhi,NED,DF,25,1998,24.0,2,16,2,12.5,0.67,0.08,0.13,1.0,0,0
GER-Bundesliga,2324,Union Berlin,David Datro Fofana,CIV,"FW,MF",20,2002,7.6,1,26,13,50.0,3.43,1.72,0.04,0.08,0,0
GER-Bundesliga,2324,Union Berlin,Diogo Leite,POR,DF,24,1999,30.0,0,12,4,33.3,0.4,0.13,0.0,0.0,0,0
GER-Bundesliga,2324,Union Berlin,Frederik Rønnow,DEN,GK,30,1992,33.0,0,3,0,0.0,0.09,0.0,0.0,,0,0
GER-Bundesliga,2324,Union Berlin,Janik Haberer,GER,MF,29,1994,13.6,1,15,4,26.7,1.11,0.29,0.07,0.25,0,0
