league,season,team,player,nation,pos,age,born,90s,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_PK,Standard_PKatt
GER-Bundesliga,2425,RB Leipzig,Elif Elmas,MKD,"FW,MF",24,1999,0.5,0,2,1,50.0,4.09,2.05,0.0,0.0,0,0
GER-Bundesliga,2425,RB Leipzig,Faik Sakar,GER,MF,16,2008,0.0,0,0,0,,0.0,0.0,,,0,0
GER-Bundesliga,2425,RB Leipzig,Kevin Kampl,SVN,MF,33,1990,17.7,1,7,2,28.6,0.4,0.11,0.14,0.5,0,0
GER-Bundesliga,2425,RB Leipzig,Kosta Nedeljković,SRB,"DF,MF",18,2005,5.3,0,4,0,0.0,0.75,0.0,0.0,,0,0
GER-Bundesliga,2425,RB Leipzig,Loïs Openda,BEL,FW,24,2000,27.3,9,78,33,42.3,2.86,1.21,0.12,0.27,0,1
GER-Bundesliga,2425,RB Leipzig,Lukas Klostermann,GER,DF,28,1996,20.4,1,4,2,50.0,0.2,0.1,0.25,0.5,0,0
GER-Bundesliga,2425,RB Leipzig,Lutsharel Geertruida,NED,DF,24,2000,17.3,1,8,2,25.0,0.46,0.12,0.13,0.5,0,0
GER-Bundesliga,2425,RB Leipzig,Maarten Vandevoordt,BEL,GK,22,2002,4.8,0,0,0,,0.0,0.0,,,0,0
GER-Bundesliga,2425,RB Leipzig,Mohamed Simakan,FRA,DF,24,2000,0.6,0,0,0,,0.0,0.0,,,0,0
GER-Bundesliga,2425,RB Leipzig,Nicolas Seiwald,AUT,"MF,DF",23,2001,23.2,0,5,0,0.0,0.22,0.0,0.0,,0,0
GER-Bundesliga,2425,RB Leipzig,Péter Gulácsi,HUN,GK,34,1990,29.2,0,0,0,,0.0,0.0,,,0,0
GER-Bundesliga,2425,RB Leipzig,Ridle Baku,GER,MF,26,1998,14.2,2,17,5,29.4,1.2,0.35,0.12,0.4,0,0
GER-Bundesliga,2425,RB Leipzig,Tidiam Gomis,FRA,FW,17,2006,1.7,0,5,1,20.0,2.96,0.59,0.0,0.0,0,0
GER-Bundesliga,2425,RB Leipzig,Viggo Gebel,GER,MF,16,2007,0.2,0,0,0,,0.0,0.0,,,0,0
GER-Bundesliga,2425,RB Leipzig,Willi Orban,HUN,DF,31,1992,24.7,5,22,7,31.8,0.89,0.28,0.23,0.71,0,0
GER-Bundesliga,2425,RB Leipzig,Xaver Schlager,AUT,MF,26,1997,2.0,0,1,0,0.0,0.5,0.0,0.0,,0,0
GER-Bundesliga,2425,RB Leipzig,Xavi Simons,NED,MF,21,2003,23.9,10,50,23,46.0,2.09,0.96,0.2,0.43,0,0
GER-Bundesliga,2425,RB Leipzig,Yussuf Poulsen,DEN,"MF,FW",30,1994,4.2,2,14,7,50.0,3.33,1.67,0.14,0.29,0,0
GER-Bundesliga,2425,St Pauli,Abdoulie Ceesay,GAM,FW,20,2004,0.7,0,0,0,,0.0,0.0,,,0,0
GER-Bundesliga,2425,St Pauli,Adam Dźwigała,POL,DF,28,1995,4.1,0,6,0,0.0,1.45,0.0,0.0,,0,0
GER-Bundesliga,2425,St Pauli,Andreas Albers,DEN,"FW,MF",34,1990,0.7,1,3,1,33.3,4.35,1.45,0.33,1.0,0,0
GER-Bundesliga,2425,St Pauli,Ben Alexander Voll,GER,GK,23,2000,1.0,0,0,0,,0.0,0.0,,,0,0
GER-Bundesliga,2425,St Pauli,Carlo Boukhalfa,MAR,MF,25,1999,18.3,2,21,4,19.0,1.15,0.22,0.1,0.5,0,0
GER-Bundesliga,2425,St Pauli,Connor Metcalfe,AUS,"MF,FW",24,1999,4.0,0,6,3,50.0,1.51,0.75,0.0,0.0,0,0
GER-Bundesliga,2425,St Pauli,Danel Sinani,LUX,"FW,MF",27,1997,13.9,2,35,12,34.3,2.52,0.86,0.06,0.17,0,0
GER-Bundesliga,2425,St Pauli,Dapo Afolayan,ENG,"FW,MF",26,1997,18.2,3,38,13,34.2,2.09,0.71,0.08,0.23,0,0
GER-Bundesliga,2425,St Pauli,David Nemeth,AUT,DF,23,2001,23.7,0,5,1,20.0,0.21,0.04,0.0,0.0,0,0
GER-Bundesliga,2425,St Pauli,Elias Saad,TUN,"FW,MF",24,1999,10.0,3,26,8,30.8,2.6,0.8,0.12,0.38,0,0
GER-Bundesliga,2425,St Pauli,Eric Smith,SWE,"DF,MF",27,1997,31.4,1,24,9,37.5,0.76,0.29,0.04,0.11,0,0
GER-Bundesliga,2425,St Pauli,Erik Ahlstrand,SWE,MF,22,2001,0.5,0,0,0,,0.0,0.0,,,0,0
GER-Bundesliga,2425,St Pauli,Finley Stevens,WAL,DF,21,2003,0.0,0,0,0,,0.0,0.0,,,0,0
GER-Bundesliga,2425,St Pauli,Hauke Wahl,GER,DF,30,1994,33.0,0,11,4,36.4,0.33,0.12,0.0,0.0,0,0
GER-Bundesliga,2425,St Pauli,Jackson Irvine,AUS,MF,31,1993,29.0,0,41,13,31.7,1.41,0.45,0.0,0.0,0,0
GER-Bundesliga,2425,St Pauli,James Sands,USA,MF,24,2000,5.0,0,1,0,0.0,0.2,0.0,0.0,,0,0
GER-Bundesliga,2425,St Pauli,Johannes Eggestein,GER,FW,26,1998,20.6,3,36,13,36.1,1.75,0.63,0.06,0.15,1,2
GER-Bundesliga,2425,St Pauli,Karol Mets,EST,DF,31,1993,10.0,0,3,0,0.0,0.3,0.0,0.0,,0,0
GER-Bundesliga,2425,St Pauli,Lars Ritzka,GER,"MF,DF",26,1998,10.2,1,8,1,12.5,0.78,0.1,0.13,1.0,0,0
GER-Bundesliga,2425,St Pauli,Manolis Saliakas,GRE,MF,27,1996,25.7,2,29,6,20.7,1.13,0.23,0.07,0.33,0,0
GER-Bundesliga,2425,St Pauli,Maurides,BRA,FW,30,1994,0.0,0,0,0,,0.0,0.0,,,0,0
GER-Bundesliga,2425,St Pauli,Morgan Guilavogui,GUI,"FW,MF",26,1998,20.1,6,41,15,36.6,2.04,0.75,0.15,0.4,0,0
GER-Bundesliga,2425,St Pauli,Nikola Vasilj,BIH,GK,28,1995,33.0,0,0,0,,0.0,0.0,,,0,0
GER-Bundesliga,2425,St Pauli,Noah Weißhaupt,GER,"FW,MF",22,2001,12.9,1,18,4,22.2,1.4,0.31,0.06,0.25,0,0
GER-Bundesliga,2425,St Pauli,Philipp Treu,GER,MF,23,2000,32.0,0,18,4,22.2,0.56,0.12,0.0,0.0,0,0
GER-Bundesliga,2425,St Pauli,Robert Wagner,GER,MF,21,2003,4.5,0,2,0,0.0,0.44,0.0,0.0,,0,0
GER-Bundesliga,2425,St Pauli,Scott Banks,SCO,MF,22,2001,1.3,0,3,0,0.0,2.33,0.0,0.0,,0,0
GER-Bundesliga,2425,St Pauli,Siebe Van Der Heyden,BEL,"DF,MF",26,1998,9.7,1,3,2,66.7,0.31,0.21,0.33,0.5,0,0
GER-Bundesliga,2425,Stuttgart,Alexander Nübel,GER,GK,27,1996,34.0,0,0,0,,0.0,0.0,,,0,0
GER-Bundesliga,2425,Stuttgart,Ameen Al-Dakhil,BEL,DF,22,2002,4.8,0,1,0,0.0,0.21,0.0,0.0,,0,0
GER-Bundesliga,2425,Stuttgart,Angelo Stiller,GER,MF,23,2001,30.5,1,21,4,19.0,0.69,0.13,0.05,0.25,0,0
GER-Bundesliga,2425,Stuttgart,Anrie Chase,JPN,DF,20,2004,8.2,0,5,0,0.0,0.61,0.0,0.0,,0,0
GER-Bundesliga,2425,Stuttgart,Anthony Rouault,FRA,DF,23,2001,13.5,1,5,1,20.0,0.37,0.07,0.2,1.0,0,0
GER-Bundesliga,2425,Stuttgart,Atakan Karazor,TUR,MF,27,1996,29.1,2,14,7,50.0,0.48,0.24,0.14,0.29,0,0
GER-Bundesliga,2425,Stuttgart,Chris Führich,GER,MF,26,1998,22.0,2,36,12,33.3,1.64,0.55,0.06,0.17,0,0
GER-Bundesliga,2425,Stuttgart,Dan-Axel Zagadou,FRA,DF,25,1999,0.3,0,0,0,,0.0,0.0,,,0,0
GER-Bundesliga,2425,Stuttgart,Deniz Undav,GER,"FW,MF",28,1996,19.2,9,75,31,41.3,3.91,1.62,0.12,0.29,0,0
GER-Bundesliga,2425,Stuttgart,El Bilal Touré,MLI,FW,22,2001,4.0,2,14,4,28.6,3.54,1.01,0.14,0.5,0,0
GER-Bundesliga,2425,Stuttgart,Enzo Millot,FRA,MF,22,2002,20.5,6,44,19,43.2,2.15,0.93,0.14,0.32,0,1
GER-Bundesliga,2425,Stuttgart,Ermedin Demirović,BIH,FW,26,1998,20.6,15,65,30,46.2,3.15,1.46,0.23,0.5,0,2
GER-Bundesliga,2425,Stuttgart,Fabian Rieder,SUI,MF,22,2002,9.6,1,20,7,35.0,2.08,0.73,0.05,0.14,0,0
GER-Bundesliga,2425,Stuttgart,Finn Jeltsch,GER,DF,18,2006,8.7,0,2,0,0.0,0.23,0.0,0.0,,0,0
GER-Bundesliga,2425,Stuttgart,Frans Krätzig,GER,DF,21,2003,0.6,0,0,0,,0.0,0.0,,,0,0
GER-Bundesliga,2425,Stuttgart,Jacob Bruun Larsen,DEN,MF,25,1998,4.6,1,6,3,50.0,1.3,0.65,0.17,0.33,0,0
GER-Bundesliga,2425,Stuttgart,Jamie Leweling,GER,MF,23,2001,18.5,2,29,16,55.2,1.57,0.87,0.07,0.13,0,0
GER-Bundesliga,2425,Stuttgart,Jarzinho Malanga,GER,MF,18,2006,0.0,0,0,0,,0.0,0.0,,,0,0
GER-Bundesliga,2425,Stuttgart,Josha Vagnoman,GER,"DF,MF",23,2000,20.4,1,15,7,46.7,0.74,0.34,0.07,0.14,0,0
GER-Bundesliga,2425,Stuttgart,Julian Chabot,GER,DF,26,1998,25.2,3,19,4,21.1,0.75,0.16,0.16,0.75,0,0
GER-Bundesliga,2425,Stuttgart,Justin Diehl,GER,MF,19,2004,1.2,1,7,1,14.3,6.06,0.87,0.14,1.0,0,0
GER-Bundesliga,2425,Stuttgart,Leonidas Stergiou,SUI,DF,22,2002,9.5,1,3,1,33.3,0.32,0.11,0.33,1.0,0,0
GER-Bundesliga,2425,Stuttgart,Luca Jaquez,SUI,DF,21,2003,2.8,0,1,0,0.0,0.36,0.0,0.0,,0,0
GER-Bundesliga,2425,Stuttgart,Maximilian Mittelstädt,GER,"DF,MF",27,1997,27.4,1,21,4,19.0,0.77,0.15,0.05,0.25,0,0
GER-Bundesliga,2425,Stuttgart,Nick Woltemade,GER,"FW,MF",22,2002,18.0,12,49,26,53.1,2.72,1.44,0.2,0.38,2,3
GER-Bundesliga,2425,Stuttgart,Nikolas Nartey,DEN,MF,24,2000,0.2,0,0,0,,0.0,0.0,,,0,0
GER-Bundesliga,2425,Stuttgart,Pascal Stenzel,GER,DF,28,1996,3.2,0,8,2,25.0,2.48,0.62,0.0,0.0,0,0
GER-Bundesliga,2425,Stuttgart,Ramon Hendriks,NED,DF,23,2001,12.8,0,5,1,20.0,0.39,0.08,0.0,0.0,0,0
GER-Bundesliga,2425,Stuttgart,Yannik Keitel,GER,MF,24,2000,3.0,0,5,2,40.0,1.67,0.67,0.0,0.0,0,0
GER-Bundesliga,2425,Union Berlin,Alexander Schwolow,GER,GK,32,1992,6.0,0,0,0,,0.0,0.0,,,0,0
GER-Bundesliga,2425,Union Berlin,Aljoscha Kemlein,GER,MF,19,2004,10.2,1,11,3,27.3,1.07,0.29,0.09,0.33,0,0
GER-Bundesliga,2425,Union Berlin,Andrej Ilic,SRB,FW,24,2000,10.4,7,27,11,40.7,2.59,1.06,0.22,0.55,1,1
GER-Bundesliga,2425,Union Berlin,András Schäfer,HUN,MF,25,1999,17.0,1,12,1,8.3,0.7,0.06,0.08,1.0,0,0
GER-Bundesliga,2425,Union Berlin,Benedict Hollerbach,GER,"FW,MF",23,2001,28.2,9,77,24,31.2,2.73,0.85,0.12,0.38,0,0
GER-Bundesliga,2425,Union Berlin,Christopher Trimmel,AUT,"MF,DF",37,1987,19.3,0,9,3,33.3,0.47,0.16,0.0,0.0,0,0
GER-Bundesliga,2425,Union Berlin,Danilho Doekhi,NED,DF,26,1998,34.0,1,32,4,12.5,0.94,0.12,0.03,0.25,0,0
GER-Bundesliga,2425,Union Berlin,David Preu,GER,MF,19,2004,1.3,0,2,0,0.0,1.49,0.0,0.0,,0,0
GER-Bundesliga,2425,Union Berlin,Diogo Leite,POR,DF,25,1999,28.3,1,18,8,44.4,0.64,0.28,0.06,0.13,0,0
GER-Bundesliga,2425,Union Berlin,Frederik Rønnow,DEN,GK,31,1992,28.0,0,1,0,0.0,0.04,0.0,0.0,,0,0
GER-Bundesliga,2425,Union Berlin,Ivan Prtajin,CRO,FW,28,1996,1.8,0,8,2,25.0,4.47,1.12,0.0,0.0,0,0
GER-Bundesliga,2425,Union Berlin,Janik Haberer,GER,MF,30,1994,18.8,0,15,3,20.0,0.8,0.16,0.0,0.0,0,0
GER-Bundesliga,2425,Union Berlin,Jeong Woo-yeong,KOR,"MF,FW",24,1999,14.0,3,25,6,24.0,1.78,0.43,0.12,0.5,0,0
GER-Bundesliga,2425,Union Berlin,Jordan Pefok,USA,FW,28,1996,10.1,0,23,8,34.8,2.28,0.79,0.0,0.0,0,0
GER-Bundesliga,2425,Union Berlin,Josip Juranović,CRO,"MF,DF",28,1995,12.9,0,6,2,33.3,0.47,0.16,0.0,0.0,0,0
GER-Bundesliga,2425,Union Berlin,Jérôme Roussillon,GLP,DF,31,1993,1.5,0,2,0,0.0,1.32,0.0,0.0,,0,0
GER-Bundesliga,2425,Union Berlin,Kevin Vogt,GER,DF,32,1991,15.2,1,1,1,100.0,0.07,0.07,0.0,0.0,1,1
GER-Bundesliga,2425,Union Berlin,Kevin Volland,GER,"FW,MF",32,1992,0.7,0,0,0,,0.0,0.0,,,0,0
GER-Bundesliga,2425,Union Berlin,Leopold Querfeld,AUT,DF,20,2003,19.4,2,16,4,25.0,0.82,0.21,0.13,0.5,0,0
GER-Bundesliga,2425,Union Berlin,Lucas Tousart,FRA,MF,27,1997,6.2,0,9,5,55.6,1.44,0.8,0.0,0.0,0,0
GER-Bundesliga,2425,Union Berlin,László Bénes,SVK,"MF,FW",26,1997,6.5,2,19,7,36.8,2.9,1.07,0.11,0.29,0,0
GER-Bundesliga,2425,Union Berlin,Marin Ljubicic,CRO,FW,22,2002,3.1,1,2,1,50.0,0.64,0.32,0.5,1.0,0,0
GER-Bundesliga,2425,Union Berlin,Rani Khedira,TUN,MF,30,1994,30.3,1,14,1,7.1,0.46,0.03,0.07,1.0,0,0
GER-Bundesliga,2425,Union Berlin,Robert Skov,DEN,"MF,DF",28,1996,9.5,2,17,6,35.3,1.8,0.63,0.06,0.17,1,1
GER-Bundesliga,2425,Union Berlin,Robin Gosens,GER,MF,30,1994,1.0,0,1,0,0.0,1.0,0.0,0.0,,0,0
GER-Bundesliga,2425,Union Berlin,Tim Skarke,GER,"FW,MF",27,1996,12.9,0,20,9,45.0,1.55,0.7,0.0,0.0,0,0
GER-Bundesliga,2425,Union Berlin,Tom Rothe,GER,"MF,DF",19,2004,18.6,3,22,9,40.9,1.19,0.49,0.14,0.33,0,0
GER-Bundesliga,2425,Union Berlin,Yorbe Vertessen,BEL,"MF,FW",23,2001,8.0,1,27,5,18.5,3.38,0.63,0.04,0.2,0,0
GER-Bundesliga,2425,Werder Bremen,Amos Pieper,GER,DF,26,1998,16.6,0,7,1,14.3,0.42,0.06,0.0,0.0,0,0
GER-Bundesliga,2425,Werder Bremen,André Silva,POR,FW,28,1995,4.2,1,14,7,50.0,3.36,1.68,0.0,0.0,1,2
GER-Bundesliga,2425,Werder Bremen,Anthony Jung,GER,DF,32,1991,21.1,0,1,0,0.0,0.05,0.0,0.0,,0,0
GER-Bundesliga,2425,Werder Bremen,Derrick Köhn,GHA,"MF,DF",25,1999,14.9,2,13,4,30.8,0.87,0.27,0.15,0.5,0,0
GER-Bundesliga,2425,Werder Bremen,Felix Agu,NGA,MF,24,1999,19.5,3,10,5,50.0,0.51,0.26,0.3,0.6,0,0
GER-Bundesliga,2425,Werder Bremen,Issa Kaboré,BFA,MF,23,2001,3.4,0,7,0,0.0,2.05,0.0,0.0,,0,0
GER-Bundesliga,2425,Werder Bremen,Jens Stage,DEN,MF,27,1996,24.5,10,44,15,34.1,1.8,0.61,0.23,0.67,0,0
GER-Bundesliga,2425,Werder Bremen,Julián Malatini,ARG,DF,23,2001,5.0,1,3,1,33.3,0.59,0.2,0.33,1.0,0,0
GER-Bundesliga,2425,Werder Bremen,Justin Njinmah,GER,"FW,MF",23,2000,10.6,3,31,7,22.6,2.93,0.66,0.1,0.43,0,0
GER-Bundesliga,2425,Werder Bremen,Keke Topp,GER,FW,20,2004,2.8,2,7,4,57.1,2.5,1.43,0.29,0.5,0,0
GER-Bundesliga,2425,Werder Bremen,Leonardo Bittencourt,GER,MF,30,1993,10.9,2,27,9,33.3,2.47,0.82,0.07,0.22,0,0
GER-Bundesliga,2425,Werder Bremen,Marco Friedl,AUT,DF,26,1998,24.0,0,4,3,75.0,0.17,0.12,0.0,0.0,0,0
GER-Bundesliga,2425,Werder Bremen,Marco Grüll,AUT,"FW,MF",26,1998,13.1,6,25,10,40.0,1.91,0.76,0.24,0.6,0,0
GER-Bundesliga,2425,Werder Bremen,Marvin Ducksch,GER,FW,30,1994,26.9,8,71,29,40.8,2.64,1.08,0.1,0.24,1,2
GER-Bundesliga,2425,Werder Bremen,Michael Zetterer,GER,GK,29,1995,34.0,0,0,0,,0.0,0.0,,,0,0
GER-Bundesliga,2425,Werder Bremen,Miloš Veljković,SRB,DF,28,1995,11.4,0,2,1,50.0,0.17,0.09,0.0,0.0,0,0
GER-Bundesliga,2425,Werder Bremen,Mitchell Weiser,GER,MF,30,1994,31.9,5,43,15,34.9,1.35,0.47,0.12,0.33,0,0
GER-Bundesliga,2425,Werder Bremen,Niklas Stark,GER,DF,29,1995,23.4,0,12,3,25.0,0.51,0.13,0.0,0.0,0,0
GER-Bundesliga,2425,Werder Bremen,Oliver Burke,SCO,FW,27,1997,10.1,5,35,13,37.1,3.47,1.29,0.14,0.38,0,0
GER-Bundesliga,2425,Werder Bremen,Olivier Deman,BEL,"DF,FW",24,2000,0.7,0,0,0,,0.0,0.0,,,0,0
GER-Bundesliga,2425,Werder Bremen,Romano Schmid,AUT,MF,24,2000,31.5,5,48,15,31.3,1.52,0.48,0.08,0.27,1,1
GER-Bundesliga,2425,Werder Bremen,Senne Lynen,BEL,MF,25,1999,30.4,0,24,3,12.5,0.79,0.1,0.0,0.0,0,0
GER-Bundesliga,2425,Werder Bremen,Skelly Alvero,FRA,MF,22,2002,2.6,0,1,0,0.0,0.38,0.0,0.0,,0,0
GER-Bundesliga,2425,Wolfsburg,Andreas Skov Olsen,DEN,"MF,FW",24,1999,5.9,1,7,1,14.3,1.18,0.17,0.14,1.0,0,0
GER-Bundesliga,2425,Wolfsburg,Aster Vranckx,BEL,MF,21,2002,6.2,0,0,0,,0.0,0.0,,,0,0
GER-Bundesliga,2425,Wolfsburg,Bence Dárdai,HUN,MF,18,2006,14.5,1,11,1,9.1,0.76,0.07,0.09,1.0,0,0
GER-Bundesliga,2425,Wolfsburg,Cedric Zesiger,SUI,DF,26,1998,5.8,0,2,1,50.0,0.34,0.17,0.0,0.0,0,0
GER-Bundesliga,2425,Wolfsburg,David Odogu,GER,DF,18,2006,2.2,0,2,0,0.0,0.92,0.0,0.0,,0,0
GER-Bundesliga,2425,Wolfsburg,Denis Vavro,SVK,DF,28,1996,27.3,2,25,7,28.0,0.91,0.26,0.08,0.29,0,0
GER-Bundesliga,2425,Wolfsburg,Jakub Kamiński,POL,"MF,DF",22,2002,12.6,0,15,3,20.0,1.19,0.24,0.0,0.0,0,0
GER-Bundesliga,2425,Wolfsburg,Joakim Mæhle,DEN,"DF,MF",27,1997,24.3,3,18,7,38.9,0.74,0.29,0.17,0.43,0,0
GER-Bundesliga,2425,Wolfsburg,Jonas Wind,DEN,"FW,MF",25,1999,21.8,9,40,13,32.5,1.83,0.6,0.2,0.62,1,2
GER-Bundesliga,2425,Wolfsburg,Kamil Grabara,POL,GK,25,1999,28.7,0,0,0,,0.0,0.0,,,0,0
GER-Bundesliga,2425,Wolfsburg,Kevin Behrens,GER,FW,33,1991,1.9,1,9,3,33.3,4.76,1.59,0.11,0.33,0,0
GER-Bundesliga,2425,Wolfsburg,Kevin Paredes,USA,MF,21,2003,1.4,0,4,0,0.0,2.93,0.0,0.0,,0,0
GER-Bundesliga,2425,Wolfsburg,Kilian Fischer,GER,DF,23,2000,25.5,1,6,1,16.7,0.24,0.04,0.17,1.0,0,0
GER-Bundesliga,2425,Wolfsburg,Konstantinos Koulierakis,GRE,DF,20,2003,27.4,0,22,3,13.6,0.8,0.11,0.0,0.0,0,0
GER-Bundesliga,2425,Wolfsburg,Lovro Majer,CRO,MF,26,1998,3.4,2,7,5,71.4,2.07,1.48,0.14,0.2,1,1
GER-Bundesliga,2425,Wolfsburg,Lukas Nmecha,GER,FW,25,1998,5.2,3,20,9,45.0,3.85,1.73,0.15,0.33,0,0
GER-Bundesliga,2425,Wolfsburg,Mads Roerslev,DEN,DF,25,1999,3.3,0,0,0,,0.0,0.0,,,0,0
GER-Bundesliga,2425,Wolfsburg,Marius Müller,GER,GK,31,1993,5.3,0,0,0,,0.0,0.0,,,0,0
GER-Bundesliga,2425,Wolfsburg,Mattias Svanberg,SWE,MF,25,1999,13.5,3,21,8,38.1,1.55,0.59,0.14,0.38,0,0
GER-Bundesliga,2425,Wolfsburg,Maximilian Arnold,GER,MF,30,1994,26.2,3,27,12,44.4,1.03,0.46,0.11,0.25,0,0
GER-Bundesliga,2425,Wolfsburg,Mohamed Amoura,ALG,"FW,MF",24,2000,27.4,10,76,28,36.8,2.77,1.02,0.11,0.29,2,2
GER-Bundesliga,2425,Wolfsburg,Patrick Wimmer,AUT,"MF,FW",23,2001,19.7,3,42,10,23.8,2.14,0.51,0.07,0.3,0,0
GER-Bundesliga,2425,Wolfsburg,Ridle Baku,GER,MF,26,1998,13.0,2,18,6,33.3,1.38,0.46,0.11,0.33,0,0
GER-Bundesliga,2425,Wolfsburg,Salih Özcan,TUR,MF,26,1998,3.9,0,2,0,0.0,0.51,0.0,0.0,,0,0
GER-Bundesliga,2425,Wolfsburg,Sebastiaan Bornauw,BEL,DF,25,1999,8.8,2,8,3,37.5,0.91,0.34,0.25,0.67,0,0
GER-Bundesliga,2425,Wolfsburg,Tiago Tomás,POR,"MF,FW",22,2002,20.9,6,42,20,47.6,2.01,0.96,0.14,0.3,0,0
GER-Bundesliga,2425,Wolfsburg,Yannick Gerhardt,GER,"MF,DF",30,1994,16.9,1,15,4,26.7,0.89,0.24,0.07,0.25,0,0
ITA-Serie A,2425,Atalanta,Ademola Lookman,NGA,"MF,FW",26,1997,25.0,15,82,35,42.7,3.28,1.4,0.17,0.4,1,1
ITA-Serie A,2425,Atalanta,Alberto Manzoni,ITA,MF,19,2005,0.1,0,1,0,0.0,15.0,0.0,0.0,,0,0
ITA-Serie A,2425,Atalanta,Ben Godfrey,ENG,"DF,MF",26,1998,0.3,0,0,0,,0.0,0.0,,,0,0
ITA-Serie A,2425,Atalanta,Berat Djimsiti,ALB,DF,31,1993,29.3,1,20,4,20.0,0.68,0.14,0.05,0.25,0,0
ITA-Serie A,2425,Atalanta,Charles De Ketelaere,BEL,"MF,FW",23,2001,23.0,7,48,21,43.8,2.09,0.91,0.15,0.33,0,0
ITA-Serie A,2425,Atalanta,Daniel Maldini,ITA,MF,22,2001,2.9,3,10,5,50.0,3.49,1.74,0.3,0.6,0,0
ITA-Serie A,2425,Atalanta,Davide Zappacosta,ITA,MF,32,1992,23.0,4,39,12,30.8,1.7,0.52,0.1,0.33,0,0
ITA-Serie A,2425,Atalanta,Federico Cassa,ITA,MF,18,2006,0.2,0,0,0,,0.0,0.0,,,0,0
ITA-Serie A,2425,Atalanta,Gianluca Scamacca,ITA,FW,25,1999,0.1,0,1,1,100.0,15.0,15.0,0.0,0.0,0,0
ITA-Serie A,2425,Atalanta,Giorgio Scalvini,ITA,DF,20,2003,3.0,0,4,0,0.0,1.32,0.0,0.0,,0,0
ITA-Serie A,2425,Atalanta,Ibrahim Sulemana,GHA,MF,21,2003,3.1,2,5,2,40.0,1.59,0.64,0.4,1.0,0,0
ITA-Serie A,2425,Atalanta,Isak Hien,SWE,DF,25,1999,25.9,0,8,2,25.0,0.31,0.08,0.0,0.0,0,0
ITA-Serie A,2425,Atalanta,Juan Cuadrado,COL,"MF,FW",36,1988,9.2,0,16,4,25.0,1.73,0.43,0.0,0.0,0,0
ITA-Serie A,2425,Atalanta,Juan Musso,ARG,GK,30,1994,1.0,0,0,0,,0.0,0.0,,,0,0
ITA-Serie A,2425,Atalanta,Lazar Samardzic,SRB,MF,22,2002,13.0,2,33,13,39.4,2.54,1.0,0.06,0.15,0,0
ITA-Serie A,2425,Atalanta,Marco Brescianini,ITA,MF,24,2000,11.0,4,20,8,40.0,1.82,0.73,0.2,0.5,0,0
ITA-Serie A,2425,Atalanta,Marco Carnesecchi,ITA,GK,24,2000,34.0,0,0,0,,0.0,0.0,,,0,0
ITA-Serie A,2425,Atalanta,Marco Palestra,ITA,MF,19,2005,2.5,0,0,0,,0.0,0.0,,,0,0
ITA-Serie A,2425,Atalanta,Mario Pašalić,CRO,MF,29,1995,21.9,3,46,12,26.1,2.1,0.55,0.07,0.25,0,1
ITA-Serie A,2425,Atalanta,Marten de Roon,NED,"MF,DF",33,1991,34.0,4,14,4,28.6,0.41,0.12,0.29,1.0,0,0
ITA-Serie A,2425,Atalanta,Mateo Retegui,ITA,FW,25,1999,26.5,25,104,38,36.5,3.93,1.44,0.2,0.55,4,5
ITA-Serie A,2425,Atalanta,Matteo Ruggeri,ITA,"MF,DF",22,2002,19.5,0,3,2,66.7,0.15,0.1,0.0,0.0,0,0
ITA-Serie A,2425,Atalanta,Mitchel Bakker,NED,"DF,MF",24,2000,0.2,0,0,0,,0.0,0.0,,,0,0
ITA-Serie A,2425,Atalanta,Nicolò Zaniolo,ITA,"FW,MF",25,1999,4.0,2,11,4,36.4,2.78,1.01,0.18,0.5,0,0
ITA-Serie A,2425,Atalanta,Odilon Kossounou,CIV,DF,23,2001,12.5,0,6,4,66.7,0.48,0.32,0.0,0.0,0,0
ITA-Serie A,2425,Atalanta,Rafael Tolói,ITA,DF,33,1990,5.2,0,3,0,0.0,0.58,0.0,0.0,,0,0
ITA-Serie A,2425,Atalanta,Raoul Bellanova,ITA,MF,24,2000,26.7,0,18,5,27.8,0.67,0.19,0.0,0.0,0,0
ITA-Serie A,2425,Atalanta,Rui Patrício,POR,GK,36,1988,3.0,0,0,0,,0.0,0.0,,,0,0
ITA-Serie A,2425,Atalanta,Sead Kolašinac,BIH,DF,31,1993,21.1,0,10,3,30.0,0.47,0.14,0.0,0.0,0,0
ITA-Serie A,2425,Atalanta,Stefan Posch,AUT,DF,27,1997,4.3,0,3,2,66.7,0.7,0.47,0.0,0.0,0,0
ITA-Serie A,2425,Atalanta,Vanja Vlahović,SRB,MF,20,2004,0.7,0,1,1,100.0,1.5,1.5,0.0,0.0,0,0
ITA-Serie A,2425,Atalanta,Éderson Silva,BRA,MF,25,1999,32.0,4,39,12,30.8,1.22,0.37,0.1,0.33,0,0
ITA-Serie A,2425,Bologna,Babis Lykogiannis,GRE,DF,30,1993,11.6,0,6,2,33.3,0.52,0.17,0.0,0.0,0,0
ITA-Serie A,2425,Bologna,Benjamín Domínguez,ARG,MF,20,2003,14.2,3,30,17,56.7,2.11,1.19,0.1,0.18,0,0
ITA-Serie A,2425,Bologna,Dan Ndoye,SUI,"MF,FW",23,2000,23.8,8,52,20,38.5,2.18,0.84,0.12,0.3,2,2
