league,season,team,player,nation,pos,age,born,90s,Performance_CrdY,Performance_CrdR,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG
FRA-Ligue 1,2425,Lille,Osame Sahraoui,MAR,MF,23,2001,14.4,1,0,0,8,12,1,12,6,8,,,0
FRA-Ligue 1,2425,Lille,Ousmane Toure,FRA,DF,19,2005,0.1,0,0,0,0,0,0,0,1,0,,,0
FRA-Ligue 1,2425,Lille,Rémy Cabella,FRA,MF,34,1990,11.2,1,0,0,16,19,2,60,7,19,,,0
FRA-Ligue 1,2425,Lille,Thomas Meunier,BEL,DF,32,1991,21.4,5,0,0,27,3,3,61,34,39,,,0
FRA-Ligue 1,2425,Lille,Tiago Santos,POR,"DF,MF",22,2002,4.5,1,0,0,6,10,2,19,2,7,,,0
FRA-Ligue 1,2425,Lille,Younes Lachaab,FRA,MF,19,2005,0.1,0,0,0,1,0,0,0,1,1,,,0
FRA-Ligue 1,2425,Lyon,Abner,BRA,"DF,MF",24,2000,12.1,1,0,0,16,4,0,31,6,20,,,0
FRA-Ligue 1,2425,Lyon,Adryelson,BRA,DF,26,1998,0.0,1,0,0,0,0,0,0,1,0,,,0
FRA-Ligue 1,2425,Lyon,Ainsley Maitland-Niles,ENG,"DF,MF",26,1997,22.1,1,0,0,16,10,3,48,25,43,,,0
FRA-Ligue 1,2425,Lyon,Alejandro Rodriguez,POR,FW,16,2008,0.2,0,0,0,0,0,0,1,0,0,,,0
FRA-Ligue 1,2425,Lyon,Alexandre Lacazette,FRA,FW,33,1991,22.8,5,0,0,48,33,20,17,8,6,,,0
FRA-Ligue 1,2425,Lyon,Clinton Mata,ANG,DF,31,1992,26.3,6,0,0,27,34,1,39,47,29,,,0
FRA-Ligue 1,2425,Lyon,Corentin Tolisso,FRA,MF,29,1994,25.9,4,0,0,44,50,8,33,21,24,,,0
FRA-Ligue 1,2425,Lyon,Duje Ćaleta-Car,CRO,DF,27,1996,17.6,8,0,0,27,9,2,1,16,12,,,0
FRA-Ligue 1,2425,Lyon,Ernest Nuamah,GHA,"MF,FW",20,2003,11.7,2,0,0,18,11,7,30,8,11,,,0
FRA-Ligue 1,2425,Lyon,Georges Mikautadze,GEO,"FW,MF",23,2000,16.1,2,0,0,7,23,3,9,4,6,,,0
FRA-Ligue 1,2425,Lyon,Gift Orban,NGA,FW,22,2002,2.1,1,0,0,5,1,4,1,0,0,,,0
FRA-Ligue 1,2425,Lyon,Jordan Veretout,FRA,MF,31,1993,17.3,3,0,0,23,11,0,26,6,14,,,0
FRA-Ligue 1,2425,Lyon,Lucas Perri,BRA,GK,26,1997,33.0,1,0,0,1,4,0,0,0,0,,,0
FRA-Ligue 1,2425,Lyon,Mahamadou Diawara,FRA,MF,19,2005,0.2,0,0,0,1,0,0,0,0,0,,,0
FRA-Ligue 1,2425,Lyon,Malick Fofana,BEL,"FW,MF",19,2005,17.7,2,0,0,13,36,10,71,8,12,,,0
FRA-Ligue 1,2425,Lyon,Mama Samba Baldé,GNB,"FW,MF",28,1995,0.4,0,0,0,1,1,0,0,0,2,,,0
FRA-Ligue 1,2425,Lyon,Maxence Caqueret,FRA,MF,24,2000,6.4,1,0,0,4,6,1,6,8,11,,,0
FRA-Ligue 1,2425,Lyon,Moussa Niakhaté,SEN,DF,28,1996,30.3,2,0,0,34,16,1,5,25,27,,,0
FRA-Ligue 1,2425,Lyon,Nemanja Matić,SRB,MF,35,1988,22.3,1,0,0,13,7,0,9,17,30,,,0
FRA-Ligue 1,2425,Lyon,Nicolás Tagliafico,ARG,DF,31,1992,21.1,7,0,0,41,28,1,38,32,39,,,0
FRA-Ligue 1,2425,Lyon,Orel Mangala,BEL,MF,26,1998,0.7,0,0,0,0,0,0,1,0,0,,,0
FRA-Ligue 1,2425,Lyon,Paul Akouokou,CIV,MF,26,1997,0.2,1,0,0,3,0,0,0,1,0,,,0
FRA-Ligue 1,2425,Lyon,Rayan Cherki,FRA,"MF,FW",20,2003,22.7,3,0,0,16,34,3,118,7,13,,,0
FRA-Ligue 1,2425,Lyon,Rémy Descamps,FRA,GK,28,1996,1.0,0,0,0,0,0,0,0,0,0,,,0
FRA-Ligue 1,2425,Lyon,Sael Kumbedi,FRA,DF,19,2005,10.6,2,0,0,17,10,0,14,7,15,,,0
FRA-Ligue 1,2425,Lyon,Saïd Benrahma,ALG,"FW,MF",28,1995,8.2,0,0,0,6,6,6,43,3,6,,,0
FRA-Ligue 1,2425,Lyon,Tanner Tessmann,USA,MF,22,2001,13.7,3,0,0,14,14,0,14,19,15,,,0
FRA-Ligue 1,2425,Lyon,Thiago Almada,ARG,MF,23,2001,10.6,3,0,0,10,8,1,46,7,9,,,0
FRA-Ligue 1,2425,Lyon,Téo Barisic,CRO,DF,19,2004,0.0,0,0,0,0,0,0,0,0,0,,,0
FRA-Ligue 1,2425,Lyon,Warmed Omari,COM,DF,24,2000,0.1,0,0,0,0,0,0,0,0,0,,,0
FRA-Ligue 1,2425,Lyon,Wilfried Zaha,CIV,FW,31,1992,0.8,0,0,0,2,2,0,0,1,1,,,0
FRA-Ligue 1,2425,Marseille,Adrien Rabiot,FRA,MF,29,1995,27.6,4,0,0,53,33,12,40,20,31,,,0
FRA-Ligue 1,2425,Marseille,Amar Dedić,BIH,MF,21,2002,3.5,1,0,0,7,2,0,5,3,4,,,0
FRA-Ligue 1,2425,Marseille,Amine Gouiri,ALG,FW,24,2000,11.6,0,0,0,11,7,5,57,1,5,,,0
FRA-Ligue 1,2425,Marseille,Amine Harit,MAR,MF,27,1997,5.8,1,1,0,6,15,0,7,3,7,,,0
FRA-Ligue 1,2425,Marseille,Bamo Meïté,CIV,DF,22,2001,0.3,0,0,0,1,1,0,0,0,0,,,0
FRA-Ligue 1,2425,Marseille,Bilal Nadir,MAR,MF,20,2003,4.3,2,0,0,4,11,0,6,4,3,,,0
FRA-Ligue 1,2425,Marseille,Darryl Bakola,FRA,MF,16,2007,0.2,1,0,0,3,0,0,0,0,1,,,0
FRA-Ligue 1,2425,Marseille,Derek Cornelius,CAN,DF,26,1997,15.8,9,2,2,25,14,0,4,13,17,,,0
FRA-Ligue 1,2425,Marseille,Elye Wahi,CIV,FW,21,2003,6.4,1,0,0,17,8,10,2,1,0,,,0
FRA-Ligue 1,2425,Marseille,Emmanuel Koum Mbondo,FRA,FW,18,2006,0.1,0,0,0,0,0,0,0,0,0,,,0
FRA-Ligue 1,2425,Marseille,Enzo Sternal,FRA,FW,17,2007,0.3,1,0,0,0,0,0,0,0,0,,,0
FRA-Ligue 1,2425,Marseille,Faris Pemi Moumbagna,CMR,FW,24,2000,0.1,0,0,0,1,0,0,0,0,0,,,0
FRA-Ligue 1,2425,Marseille,Geoffrey Kondogbia,CTA,"DF,MF",31,1993,22.4,1,0,0,19,17,1,4,22,39,,,0
FRA-Ligue 1,2425,Marseille,Gerónimo Rulli,ARG,GK,32,1992,34.0,1,0,0,2,11,0,0,1,3,,,0
FRA-Ligue 1,2425,Marseille,Ismaël Bennacer,ALG,MF,26,1997,7.2,2,0,0,19,11,0,28,10,10,,,0
FRA-Ligue 1,2425,Marseille,Ismaël Koné,CAN,MF,22,2002,4.0,0,0,0,4,11,1,3,4,5,,,0
FRA-Ligue 1,2425,Marseille,Jonathan Rowe,ENG,"MF,FW",21,2003,9.0,2,0,0,14,26,6,28,2,11,,,0
FRA-Ligue 1,2425,Marseille,Keyliane Abdallah,FRA,FW,18,2006,0.0,0,0,0,0,0,0,0,0,1,,,0
FRA-Ligue 1,2425,Marseille,Leonardo Balerdi,ARG,DF,25,1999,25.3,9,1,1,28,20,0,2,38,38,,,1
FRA-Ligue 1,2425,Marseille,Lilian Brassier,FRA,DF,24,1999,8.7,3,0,0,7,3,0,5,8,6,,,0
FRA-Ligue 1,2425,Marseille,Luis Henrique,BRA,MF,22,2001,29.0,0,0,0,8,8,9,97,10,9,,,0
FRA-Ligue 1,2425,Marseille,Luiz Felipe,ITA,DF,27,1997,1.4,1,0,0,1,0,0,0,3,3,,,0
FRA-Ligue 1,2425,Marseille,Mason Greenwood,ENG,"MF,FW",22,2001,31.2,3,0,0,24,36,2,110,11,18,,,0
FRA-Ligue 1,2425,Marseille,Michael Amir Murillo,PAN,DF,28,1996,27.1,3,0,0,29,26,1,37,18,31,,,0
FRA-Ligue 1,2425,Marseille,Neal Maupay,FRA,FW,27,1996,11.6,3,1,1,10,17,2,1,1,4,,,0
FRA-Ligue 1,2425,Marseille,Pierre Højbjerg,DEN,MF,28,1995,29.6,5,0,0,30,39,0,19,42,45,,,0
FRA-Ligue 1,2425,Marseille,Pol Lirola,ESP,DF,26,1997,7.6,1,1,0,9,9,0,14,4,9,,,1
FRA-Ligue 1,2425,Marseille,Quentin Merlin,FRA,"MF,DF",22,2002,17.7,1,0,0,11,17,2,93,14,17,,,0
FRA-Ligue 1,2425,Marseille,Robinio Vaz,FRA,FW,17,2007,0.8,1,0,0,1,4,0,1,0,1,,,0
FRA-Ligue 1,2425,Marseille,Ulisses Garcia,SUI,"DF,MF",28,1996,10.3,2,0,0,8,9,2,35,8,11,,,0
FRA-Ligue 1,2425,Marseille,Valentin Carboni,ARG,MF,19,2005,1.1,1,0,0,5,1,0,2,1,2,,,0
FRA-Ligue 1,2425,Marseille,Valentin Rongier,FRA,"MF,DF",29,1994,17.4,5,0,0,37,14,0,7,32,29,,,0
FRA-Ligue 1,2425,Monaco,Al-Musrati,LBY,MF,28,1996,4.3,0,0,0,5,3,0,0,5,11,,,0
FRA-Ligue 1,2425,Monaco,Aleksandr Golovin,RUS,MF,28,1996,12.8,1,0,0,25,20,1,24,12,23,,,0
FRA-Ligue 1,2425,Monaco,Breel Embolo,SUI,"FW,MF",27,1997,20.5,5,0,0,27,43,11,6,4,17,,,0
FRA-Ligue 1,2425,Monaco,Caio Henrique,BRA,DF,27,1997,21.4,3,0,0,16,20,4,124,24,29,,,0
FRA-Ligue 1,2425,Monaco,Christian Mawissa,FRA,DF,19,2005,16.7,3,0,0,19,7,0,3,26,30,,,0
FRA-Ligue 1,2425,Monaco,Denis Zakaria,SUI,MF,27,1996,23.8,5,0,0,32,21,1,7,37,25,,,0
FRA-Ligue 1,2425,Monaco,Eliesse Ben Seghir,MAR,MF,19,2005,19.4,0,0,0,25,56,2,50,13,22,,,0
FRA-Ligue 1,2425,Monaco,Eliot Matazo,BEL,MF,22,2002,0.8,0,0,0,0,1,0,0,1,2,,,0
FRA-Ligue 1,2425,Monaco,Folarin Balogun,USA,FW,23,2001,6.8,0,0,0,7,9,8,5,1,1,,,0
FRA-Ligue 1,2425,Monaco,George Ilenikhena,NGA,FW,17,2006,8.0,0,0,0,14,10,9,0,2,2,,,0
FRA-Ligue 1,2425,Monaco,Ismail Jakobs,SEN,DF,24,1999,2.0,0,0,0,1,3,0,14,2,5,,,0
FRA-Ligue 1,2425,Monaco,Jordan Teze,NED,"DF,MF",24,1999,6.3,2,1,0,10,3,1,12,6,10,,,0
FRA-Ligue 1,2425,Monaco,Kassoum Ouattara,FRA,"MF,DF",19,2004,4.3,2,0,0,10,2,0,17,5,7,,,0
FRA-Ligue 1,2425,Monaco,Krépin Diatta,SEN,"DF,MF",25,1999,5.6,3,0,0,14,7,2,15,9,12,,,0
FRA-Ligue 1,2425,Monaco,Lamine Camara,SEN,MF,20,2004,22.8,10,1,1,45,40,0,118,30,40,,,0
FRA-Ligue 1,2425,Monaco,Lucas Michal,FRA,FW,19,2005,1.3,0,0,0,5,4,0,2,1,3,,,0
FRA-Ligue 1,2425,Monaco,Maghnes Akliouche,FRA,MF,22,2002,26.7,2,0,0,31,38,8,52,15,32,,,0
FRA-Ligue 1,2425,Monaco,Mamadou Coulibaly,FRA,MF,20,2004,0.1,0,0,0,1,1,0,1,0,0,,,0
FRA-Ligue 1,2425,Monaco,Mika Biereth,DEN,FW,21,2003,13.6,0,0,0,19,30,6,9,4,5,,,0
FRA-Ligue 1,2425,Monaco,Mohammed Salisu,GHA,DF,25,1999,11.4,2,0,0,9,3,1,0,18,17,,,0
FRA-Ligue 1,2425,Monaco,Philipp Köhn,SUI,GK,26,1998,19.0,1,0,0,0,1,0,0,0,0,,,0
FRA-Ligue 1,2425,Monaco,Radosław Majecki,POL,GK,24,1999,15.0,1,0,0,0,1,0,0,0,0,,,0
FRA-Ligue 1,2425,Monaco,Saïmon Bouabré,FRA,MF,18,2006,1.1,0,0,0,1,2,0,0,0,0,,,0
FRA-Ligue 1,2425,Monaco,Soungoutou Magassa,FRA,MF,20,2003,11.4,5,1,0,28,20,0,7,22,26,,,0
FRA-Ligue 1,2425,Monaco,Takumi Minamino,JPN,MF,29,1995,24.8,4,0,0,31,22,10,23,11,18,,,0
FRA-Ligue 1,2425,Monaco,Thilo Kehrer,GER,DF,27,1996,26.5,1,0,0,23,20,1,2,34,25,,,0
FRA-Ligue 1,2425,Monaco,Vanderson,BRA,DF,23,2001,22.9,6,1,1,28,23,1,59,36,47,,,0
FRA-Ligue 1,2425,Monaco,Wilfried Singo,CIV,DF,23,2000,23.3,4,0,0,36,34,3,11,44,23,,,0
FRA-Ligue 1,2425,Montpellier,Akor Adams,NGA,FW,24,2000,11.9,2,0,0,17,8,16,5,1,3,,,0
FRA-Ligue 1,2425,Montpellier,Andy Delort,ALG,FW,32,1991,6.7,1,0,0,11,12,10,11,0,3,,,0
FRA-Ligue 1,2425,Montpellier,Arnaud Nordin,FRA,"MF,FW",26,1998,13.0,2,0,0,13,40,1,35,5,14,,,0
FRA-Ligue 1,2425,Montpellier,Axel Gueguin,FRA,FW,19,2005,0.3,0,0,0,4,0,0,1,0,1,,,0
FRA-Ligue 1,2425,Montpellier,Bamo Meïté,CIV,DF,22,2001,4.7,2,1,0,8,4,0,0,5,3,,,0
FRA-Ligue 1,2425,Montpellier,Becir Omeragic,SUI,DF,22,2002,20.0,1,0,0,13,10,0,7,15,16,,,0
FRA-Ligue 1,2425,Montpellier,Benjamin Lecomte,FRA,GK,33,1991,30.0,0,0,0,0,2,0,0,0,0,,,1
FRA-Ligue 1,2425,Montpellier,Birama Touré,MLI,"MF,DF",32,1992,3.3,2,0,0,2,5,0,0,5,5,,,0
FRA-Ligue 1,2425,Montpellier,Boubakar Kouyaté,MLI,DF,27,1997,8.4,6,1,1,15,8,4,0,11,17,,,0
FRA-Ligue 1,2425,Montpellier,Dimitry Bertaud,COD,GK,26,1998,4.0,0,0,0,0,0,0,0,0,0,,,0
FRA-Ligue 1,2425,Montpellier,Enzo Tchato,CMR,"DF,MF",21,2002,21.1,3,0,0,21,16,2,78,20,28,,,0
FRA-Ligue 1,2425,Montpellier,Falaye Sacko,MLI,DF,29,1995,13.7,1,0,0,15,6,1,12,13,8,,,0
FRA-Ligue 1,2425,Montpellier,Gabriel Bares,SUI,MF,23,2000,0.6,0,0,0,0,1,0,1,1,2,,,0
FRA-Ligue 1,2425,Montpellier,Issiaga Sylla,GUI,"DF,MF",30,1994,12.8,2,0,0,13,6,3,36,12,10,,,0
FRA-Ligue 1,2425,Montpellier,Jordan Ferri,FRA,MF,32,1992,19.7,6,1,0,35,30,0,25,9,24,,,0
FRA-Ligue 1,2425,Montpellier,Joris Chotard,FRA,MF,22,2001,21.0,5,0,0,16,10,1,31,19,29,,,0
FRA-Ligue 1,2425,Montpellier,Junior Ndiaye,UAE,FW,19,2005,4.9,0,0,0,9,11,4,2,0,2,,,0
FRA-Ligue 1,2425,Montpellier,Khalil Fayad,FRA,"MF,FW",20,2004,11.4,5,0,0,21,27,1,20,10,16,,,1
FRA-Ligue 1,2425,Montpellier,Lucas Mincarelli,FRA,DF,20,2004,7.9,0,0,0,5,5,0,21,10,11,,,0
FRA-Ligue 1,2425,Montpellier,Modibo Sagnan,MLI,DF,25,1999,23.8,10,0,0,33,12,1,1,31,35,,,0
FRA-Ligue 1,2425,Montpellier,Musa Al-Taamari,JOR,"MF,FW",27,1997,12.4,3,0,0,7,26,3,13,3,10,,,0
FRA-Ligue 1,2425,Montpellier,Nicolas Pays,FRA,"MF,FW",20,2003,5.0,0,0,0,2,6,0,17,4,6,,,0
FRA-Ligue 1,2425,Montpellier,Nikola Maksimović,SRB,DF,32,1991,6.5,2,0,0,3,5,0,0,8,5,,,0
FRA-Ligue 1,2425,Montpellier,Othmane Maamma,MAR,MF,18,2005,4.0,1,0,0,4,8,2,12,1,1,,,0
FRA-Ligue 1,2425,Montpellier,Rabby Nzingoula,FRA,MF,18,2005,18.8,11,0,0,37,43,2,17,29,41,,,0
FRA-Ligue 1,2425,Montpellier,Simon Cara,FRA,FW,19,2005,0.1,0,0,0,0,0,0,0,0,0,,,0
FRA-Ligue 1,2425,Montpellier,Stefan Džodić,SRB,DF,19,2005,2.7,2,1,0,4,2,0,0,4,4,,,0
FRA-Ligue 1,2425,Montpellier,Tanguy Coulibaly,FRA,"MF,FW",23,2001,16.5,4,2,1,45,21,3,21,10,25,,,0
FRA-Ligue 1,2425,Montpellier,Théo Chennahi,FRA,DF,19,2005,2.0,2,0,0,3,2,0,2,3,1,,,0
FRA-Ligue 1,2425,Montpellier,Théo Sainte-Luce,FRA,DF,25,1998,11.3,3,0,0,8,9,2,24,12,12,,,0
FRA-Ligue 1,2425,Montpellier,Téji Savanier,FRA,MF,32,1991,26.3,4,1,0,22,62,1,197,14,26,,,0
FRA-Ligue 1,2425,Montpellier,Wahbi Khazri,TUN,"FW,MF",33,1991,12.4,4,0,0,23,28,7,47,5,19,,,0
FRA-Ligue 1,2425,Montpellier,Wilfried Ndollo,CMR,DF,19,2005,4.5,0,0,0,7,8,0,6,7,5,,,1
FRA-Ligue 1,2425,Montpellier,Yael Mouanga,FRA,DF,19,2005,10.5,3,0,0,10,5,1,2,10,8,,,0
FRA-Ligue 1,2425,Montpellier,Yanis Issoufou,FRA,MF,17,2006,0.9,0,0,0,1,0,0,3,0,4,,,0
FRA-Ligue 1,2425,Nantes,Alban Lafont,CIV,GK,25,1999,12.0,1,0,0,0,0,0,0,0,1,,,0
FRA-Ligue 1,2425,Nantes,Anthony Lopes,POR,GK,33,1990,17.4,2,0,0,1,7,0,0,1,0,,,0
FRA-Ligue 1,2425,Nantes,Bahereba Guirassy,FRA,MF,17,2006,3.9,0,0,0,2,2,0,7,2,9,,,0
FRA-Ligue 1,2425,Nantes,Dehmaine Assoumani,FRA,FW,19,2005,1.1,0,0,0,1,4,0,6,1,5,,,0
FRA-Ligue 1,2425,Nantes,Douglas,BRA,MF,27,1997,25.6,8,0,0,42,36,0,11,32,39,,,0
FRA-Ligue 1,2425,Nantes,Fabien Centonze,FRA,DF,28,1996,2.9,0,0,0,2,2,1,11,2,4,,,0
FRA-Ligue 1,2425,Nantes,Florent Mollet,FRA,MF,32,1991,2.7,1,0,0,2,3,1,13,1,2,,,0
FRA-Ligue 1,2425,Nantes,Francis Coquelin,FRA,MF,33,1991,2.5,1,0,0,7,1,0,0,6,5,,,0
FRA-Ligue 1,2425,Nantes,Ignatius Ganago,CMR,MF,25,1999,2.7,1,0,0,2,3,2,3,4,1,,,0
FRA-Ligue 1,2425,Nantes,Jean-Charles Castelletto,CMR,"DF,MF",29,1995,29.1,5,1,0,34,14,0,9,25,18,,,1
FRA-Ligue 1,2425,Nantes,Jean-Kevin Duverne,HAI,DF,27,1997,6.0,2,0,0,14,6,0,9,8,12,,,0
FRA-Ligue 1,2425,Nantes,Jean-Philippe Gbamin,CIV,MF,28,1995,2.4,1,0,0,3,6,0,0,1,1,,,0
FRA-Ligue 1,2425,Nantes,Johann Lepenant,FRA,MF,21,2002,22.8,3,0,0,51,38,1,16,15,34,,,0
FRA-Ligue 1,2425,Nantes,Kelvin Amian,FRA,DF,26,1998,24.1,5,0,0,23,12,1,38,13,35,,,0
FRA-Ligue 1,2425,Nantes,Louis Leroux,FRA,"MF,DF",18,2006,9.1,1,0,0,10,12,0,6,8,19,,,0
FRA-Ligue 1,2425,Nantes,Marcus Coco,FRA,DF,28,1996,10.6,3,2,0,30,17,0,29,11,22,,,0
FRA-Ligue 1,2425,Nantes,Matthis Abline,FRA,FW,21,2003,30.8,3,0,0,34,55,5,31,6,4,,,0
FRA-Ligue 1,2425,Nantes,Meschak Elia,COD,FW,26,1997,1.9,0,0,0,7,2,0,14,0,5,,,0
FRA-Ligue 1,2425,Nantes,Moses Simon,NGA,"FW,MF",29,1995,29.0,2,0,0,11,50,9,223,13,13,,,0
FRA-Ligue 1,2425,Nantes,Mostafa Mohamed,EGY,FW,26,1997,13.9,3,0,0,32,35,5,4,9,9,,,0
FRA-Ligue 1,2425,Nantes,Nathan Zeze,FRA,DF,19,2005,16.8,6,0,0,17,17,0,1,21,24,,,0
FRA-Ligue 1,2425,Nantes,Nicolas Cozza,FRA,"DF,MF",25,1999,22.8,3,1,0,14,12,2,27,25,40,,,0
FRA-Ligue 1,2425,Nantes,Nicolas Pallois,FRA,DF,36,1987,22.4,9,0,0,22,11,0,7,29,27,,,1
FRA-Ligue 1,2425,Nantes,Patrik Carlgren,SWE,GK,32,1992,4.6,0,0,0,0,1,0,0,0,0,,,0
FRA-Ligue 1,2425,Nantes,Pedro Chirivella,ESP,MF,27,1997,26.1,6,0,0,25,16,0,18,21,27,,,0
FRA-Ligue 1,2425,Nantes,Plamedi Nsingi,,FW,23,2000,0.2,0,0,0,0,1,0,0,0,0,,,0
FRA-Ligue 1,2425,Nantes,Saidou Sow,GUI,DF,22,2002,8.9,1,0,0,7,5,0,0,14,11,,,0
FRA-Ligue 1,2425,Nantes,Sorba Thomas,WAL,"MF,DF",24,1999,14.7,3,0,0,13,17,2,131,9,6,,,0
FRA-Ligue 1,2425,Nantes,Sékou Doucoure,FRA,DF,19,2005,0.1,0,0,0,0,1,0,0,0,0,,,0
FRA-Ligue 1,2425,Nantes,Tino Kadewere,ZIM,MF,28,1996,5.7,1,0,0,6,3,2,2,6,10,,,0
FRA-Ligue 1,2425,Nice,Ali Abdi,TUN,MF,30,1993,15.5,2,0,0,28,14,5,51,20,27,,,0
FRA-Ligue 1,2425,Nice,Amidou Doumbouya,FRA,MF,16,2007,0.5,0,0,0,0,0,0,2,1,1,,,0
FRA-Ligue 1,2425,Nice,Antoine Mendy,SEN,"DF,MF",20,2004,9.2,2,0,0,13,9,0,6,7,20,,,0
FRA-Ligue 1,2425,Nice,Badredine Bouanani,ALG,"MF,FW",19,2004,12.2,2,0,0,13,17,2,32,12,4,,,0
FRA-Ligue 1,2425,Nice,Baptiste Santamaria,FRA,MF,29,1995,10.3,1,0,0,17,20,0,3,17,10,,,0
FRA-Ligue 1,2425,Nice,Bernard Nguene,CMR,FW,17,2006,0.1,0,0,0,1,0,0,0,0,0,,,0
FRA-Ligue 1,2425,Nice,Bilal Brahimi,ALG,MF,24,2000,0.8,0,0,0,3,0,0,5,0,0,,,0
FRA-Ligue 1,2425,Nice,Dante,BRA,DF,40,1983,21.8,5,1,0,19,14,0,2,33,14,,,0
FRA-Ligue 1,2425,Nice,Evann Guessand,CIV,"MF,FW",23,2001,28.5,2,0,0,45,64,10,37,15,29,,,0
FRA-Ligue 1,2425,Nice,Gaëtan Laborde,FRA,FW,30,1994,20.3,1,0,0,28,18,8,27,7,13,,,0
FRA-Ligue 1,2425,Nice,Hicham Boudaoui,ALG,MF,24,1999,27.1,9,0,0,41,51,3,17,24,52,,,0
FRA-Ligue 1,2425,Nice,Issiaga Camara,GUI,MF,19,2005,0.2,0,0,0,0,2,0,0,3,1,,,0
FRA-Ligue 1,2425,Nice,Jeremie Boga,CIV,"MF,FW",27,1997,11.7,0,0,0,1,17,5,21,3,5,,,0
FRA-Ligue 1,2425,Nice,Jonathan Clauss,FRA,"MF,DF",31,1992,25.6,7,0,0,26,12,1,191,47,34,,,0
FRA-Ligue 1,2425,Nice,Jordan Lotomba,SUI,"DF,MF",25,1998,0.4,0,0,0,2,0,1,2,0,0,,,0
FRA-Ligue 1,2425,Nice,Marcin Bułka,POL,GK,24,1999,34.0,0,0,0,0,5,0,0,1,0,,,0
FRA-Ligue 1,2425,Nice,Melvin Bard,FRA,"DF,MF",23,2000,21.5,4,2,1,17,22,2,61,29,37,,,0
FRA-Ligue 1,2425,Nice,Mohamed Abdelmonem,EGY,DF,25,1999,9.5,2,0,0,9,10,0,2,15,14,,,0
FRA-Ligue 1,2425,Nice,Mohamed Ali Cho,FRA,"FW,MF",20,2004,18.0,2,0,0,12,41,9,51,5,10,,,0
FRA-Ligue 1,2425,Nice,Morgan Sanson,FRA,MF,29,1994,2.6,0,0,0,2,1,0,4,4,3,,,0
FRA-Ligue 1,2425,Nice,Moïse Bombito,CAN,DF,24,2000,24.4,3,1,1,28,13,0,2,20,28,,,1
FRA-Ligue 1,2425,Nice,Pablo Rosario,DOM,"MF,DF",27,1997,19.7,6,1,0,24,10,0,3,33,18,,,0
FRA-Ligue 1,2425,Nice,Rareş Ilie,ROU,MF,21,2003,0.1,0,0,0,0,0,0,3,0,1,,,0
FRA-Ligue 1,2425,Nice,Sofiane Diop,MAR,"MF,FW",24,2000,11.8,3,0,0,17,19,3,32,18,18,,,0
FRA-Ligue 1,2425,Nice,Tanguy Ndombele,FRA,MF,27,1996,12.6,2,0,0,10,28,0,3,13,22,,,0
FRA-Ligue 1,2425,Nice,Terem Moffi,NGA,FW,25,1999,0.6,0,0,0,1,0,1,0,0,0,,,0
FRA-Ligue 1,2425,Nice,Tom Louchet,FRA,"DF,MF",21,2003,8.6,1,0,0,8,9,0,35,15,17,,,0
FRA-Ligue 1,2425,Nice,Victor Orakpo,NGA,FW,18,2006,0.4,0,0,0,0,2,1,0,0,0,,,0
FRA-Ligue 1,2425,Nice,Yael Nandjou,FRA,DF,19,2005,1.7,0,0,0,6,2,0,4,4,1,,,0
FRA-Ligue 1,2425,Nice,Youssouf Ndayishimiye,BDI,DF,25,1998,21.5,5,0,0,19,13,0,2,20,19,,,0
FRA-Ligue 1,2425,Nice,Youssoufa Moukoko,GER,FW,19,2004,2.3,0,0,0,1,4,5,1,0,2,,,0
FRA-Ligue 1,2425,PSG,Achraf Hakimi,MAR,DF,25,1998,23.0,4,0,0,19,25,8,80,31,35,,,0
FRA-Ligue 1,2425,PSG,Arnau Tenas,ESP,GK,23,2001,1.0,0,0,0,0,0,0,0,0,0,,,0
FRA-Ligue 1,2425,PSG,Axel Tapé,FRA,DF,16,2007,2.0,1,0,0,2,3,0,0,1,2,,,0
FRA-Ligue 1,2425,PSG,Bradley Barcola,FRA,FW,21,2002,24.2,2,0,0,31,22,7,25,19,17,,,0
FRA-Ligue 1,2425,PSG,Désiré Doué,FRA,"MF,FW",19,2005,19.2,1,0,0,28,44,1,78,13,31,,,0
FRA-Ligue 1,2425,PSG,Fabián Ruiz Peña,ESP,MF,28,1996,21.4,1,0,0,6,10,5,27,16,24,,,0
FRA-Ligue 1,2425,PSG,Gianluigi Donnarumma,ITA,GK,25,1999,23.2,2,0,0,0,3,0,0,0,1,,,0
FRA-Ligue 1,2425,PSG,Gonçalo Ramos,POR,FW,23,2001,11.8,1,0,0,8,11,9,1,0,6,,,0
FRA-Ligue 1,2425,PSG,Ibrahim Mbaye,SEN,FW,16,2008,3.8,0,0,0,6,3,1,5,2,2,,,0
FRA-Ligue 1,2425,PSG,João Neves,POR,"MF,DF",19,2004,20.5,1,0,0,17,33,3,15,23,31,,,0
FRA-Ligue 1,2425,PSG,Khvicha Kvaratskhelia,GEO,FW,23,2001,10.2,0,0,0,12,18,0,33,2,13,,,0
FRA-Ligue 1,2425,PSG,Lee Kang-in,KOR,"FW,MF",23,2001,18.5,1,0,0,21,28,1,94,3,18,,,0
FRA-Ligue 1,2425,PSG,Lucas Beraldo,BRA,DF,20,2003,22.3,6,0,0,22,9,1,3,22,31,,,0
