50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,block_offensive,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_penalty,goalkeeper_body_part,goalkeeper_shot_saved_to_post,pass_cut_back,shot_deflected,shot_saved_to_post,ball_recovery_offensive,pass_no_touch,pass_straight,shot_redirect
,,,,"[40.2, 36.4]",,,,,,,,,,,,,,1.046191,,,,,,,,,,a07ca72c-8c2c-48e6-95ae-7fe85cf02a37,1266,,,"[40.6, 37.9]",3857276,36,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Mark Anthony Kaye,16252.0,Left Defensive Midfield,62,Canada,1833,"['fed0843f-676a-4fe8-af18-a3eb6a183636', '37bbb907-935d-400b-9c17-3aede7e23757']",16,,,,,,,,,,,,,,,,,,Canada,1833,00:36:16.536,Carry,,,,,,,,,,,,,,,
,,,,"[74.5, 48.7]",,,,,,,,,,,,,,3.109059,,,,,,,,,,2e369888-64ec-48ce-ad32-37d5817db6ae,1270,,,"[63.6, 47.9]",3857276,36,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Azzedine Ounahi,46258.0,Right Center Midfield,63,Morocco,788,"['078382c1-e4b6-4eaa-a292-91899586317a', '5aa4464b-4c9e-4932-b640-1d630b182847', '25b3fc75-f556-4e4f-bcea-36d1029f815f']",18,,,,,,,,,,,,,,,,,,Morocco,788,00:36:18.379,Carry,True,,,,,,,,,,,,,,
,,,,"[64.8, 30.4]",,,,,,,,,,,,,,2.335277,,,,,,,,,,a0199fdc-fbcc-4140-8b48-eaae515e133c,1276,,,"[71.9, 34.0]",3857276,36,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Abdelhamid Sabiri,3634.0,Left Center Midfield,63,Morocco,788,"['932717d3-01f6-490e-b705-64f89156f8ae', 'be198030-96e6-4760-9893-943940107097', '4b4f73d1-5044-49a1-81bb-20b0156e91fc']",23,,,,,,,,,,,,,,,,,,Morocco,788,00:36:23.087,Carry,True,,,,,,,,,,,,,,
,,,,"[51.1, 70.5]",,,,,,,,,,,,,,3.073303,,,,,,,,,,f2a1eb0d-d706-4baf-b86c-60a09fc51c7b,1282,,,"[55.8, 71.2]",3857276,36,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Jonathan Osorio,12770.0,Right Defensive Midfield,64,Canada,1833,"['d2454b98-80bb-4e63-b381-5078d56940dc', '83bfdadd-a32c-4649-b929-2117a123a286']",44,,,,,,,,,,,,,,,,,,Canada,1833,00:36:44.311,Carry,,,,,,,,,,,,,,,
,,,,"[56.8, 77.1]",,,,,,,,,,,,,,0.735436,,,,,,,,,,36d8d8a5-0cd5-46ac-8719-c1227b795ab2,1285,,,"[55.5, 75.7]",3857276,36,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Alistair Johnston,44703.0,Right Back,64,Canada,1833,"['bbcc704d-0040-4b67-b159-1a9e65eff655', '53744461-e029-4147-b6fc-0e3ac6ff10a2']",48,,,,,,,,,,,,,,,,,,Canada,1833,00:36:48.233,Carry,,,,,,,,,,,,,,,
,,,,"[92.9, 71.7]",,,,,,,,,,,,,,2.957128,,,,,,,,,,5d857045-87f9-404e-b86d-3d9fe029e17f,1288,,,"[80.2, 75.7]",3857276,36,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Cyle Larin,16459.0,Center Forward,64,Canada,1833,"['918dd939-8ab3-48c2-b758-628cbf65e5f8', 'ac9dfb94-e131-4fbb-99bf-9631f391557b']",50,,,,,,,,,,,,,,,,,,Canada,1833,00:36:50.154,Carry,,,,,,,,,,,,,,,
,,,,"[8.2, 2.0]",,,,,,,,,,,,,,4.058886,,,,,,,,,,28a97145-1084-45bd-b939-4d0bd76da500,1292,,,"[24.6, 12.5]",3857276,36,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Romain Saïss,5219.0,Left Center Back,64,Canada,1833,"['e63bcc73-191b-45d5-a17c-b74da108ee49', '5ac4488f-3507-4d4b-b90c-d67980338af4', 'b06086b2-8a62-47c1-82b3-d3be1fe9fe6e']",53,,,,,,,,,,,,,,,,,,Morocco,788,00:36:53.660,Carry,True,,,,,,,,,,,,,,
,,,,"[113.0, 66.4]",,,,,,,,,,,,,,1.82824,,,,,,,,,,f3e64e79-277a-4d77-ba42-8b53accbd862,1298,,,"[112.6, 66.9]",3857276,36,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Cyle Larin,16459.0,Center Forward,64,Canada,1833,"['1abc8090-4527-4127-addb-64af672cf803', 'eaaa5798-1587-40a0-bc16-290f65d704d2', '3e644028-5951-4ef3-9845-10439c1f6580']",59,,,,,,,,,,,,,,,,,,Canada,1833,00:36:59.215,Carry,True,,,,,,,,,,,,,,
,,,,"[1.6, 10.6]",,,,,,,,,,,,,,2.799707,,,,,,,,,,4d154c2f-7ebd-438c-b7e4-8eefddfbc7ee,1304,,,"[3.3, 12.2]",3857276,37,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Romain Saïss,5219.0,Left Center Back,64,Canada,1833,"['cadae654-faf5-4143-809c-d9596ef9e484', 'dc662b68-b0da-4004-8296-c6f663036c37', '158c4eeb-3a99-4a0d-86cb-628a52d917b1', 'b305f784-f188-489f-b0d9-12d059bcc47c']",2,,,,,,,,,,,,,,,,,,Morocco,788,00:37:02.301,Carry,True,,,,,,,,,,,,,,
,,,,"[97.6, 75.2]",,,,,,,,,,,,,,1.207717,,,,,,,,,,1b1ae56c-cba1-4455-9588-35fff336fe78,1308,,,"[95.0, 73.8]",3857276,37,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,David Junior Hoilett,9922.0,Right Midfield,64,Canada,1833,"['64dfd0bb-ceb7-41c5-8cf4-1419e0136c0f', '371bc758-bf00-4772-b74b-720c279c8ceb', 'fbcfe24c-7975-467c-97bc-ea67becda596']",6,,,,,,,,,,,,,,,,,,Canada,1833,00:37:06.724,Carry,True,,,,,,,,,,,,,,
,,,,"[100.5, 69.1]",,,,,,,,,,,,,,0.958158,,,,,,,,,,fa96d170-d7ac-4a1d-abeb-6bfc1e145b74,1312,,,"[97.6, 75.2]",3857276,37,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,David Junior Hoilett,9922.0,Right Midfield,64,Canada,1833,"['b2ab08aa-eb68-4848-bf39-c6bfa8d54aeb', 'ecae1ebe-f551-4afc-9dae-17ae2900ac5c', '371bc758-bf00-4772-b74b-720c279c8ceb']",7,,,,,,,,,,,,,,,,,,Canada,1833,00:37:07.932,Carry,True,,,,,,,,,,,,,,
,,,,"[56.0, 27.2]",,,,,,,,,,,,,,1.940654,,,,,,,,,,d0c7e20c-4242-4259-bf4c-5eded3f8eba7,1317,,,"[53.9, 27.2]",3857276,37,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Kamal Miller,23828.0,Left Center Back,64,Canada,1833,"['f58d3f37-6268-4e3d-b017-7ea9ea6f884b', 'b4c2eab5-ea8f-480b-acf4-ccb8b36797b2']",18,,,,,,,,,,,,,,,,,,Canada,1833,00:37:18.059,Carry,,,,,,,,,,,,,,,
,,,,"[46.4, 61.2]",,,,,,,,,,,,,,1.897289,,,,,,,,,,7e40fc65-278e-48d9-a591-aa1181572d29,1320,,,"[47.0, 51.5]",3857276,37,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Steven de Sousa Vitoria,11846.0,Right Center Back,64,Canada,1833,"['4db70abd-0c59-40ee-9cfe-c7a9d44a089c', 'ca0d05a0-a53c-475f-886f-99f7321dfcca', 'da726333-2cf9-4c63-9465-e17a7ecac315']",21,,,,,,,,,,,,,,,,,,Canada,1833,00:37:21.938,Carry,True,,,,,,,,,,,,,,
,,,,"[27.9, 39.0]",,,,,,,,,,,,,,1.344238,,,,,,,,,,966bd4ba-eae0-4e3f-8523-d64845cb51f2,1326,,,"[24.8, 41.4]",3857276,37,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Milan Borjan,15958.0,Goalkeeper,64,Canada,1833,"['9cb9aee8-af9b-419b-a5ed-46f5dc1b2534', '8212b32c-d446-4534-a897-6ec6d0371938']",26,,,,,,,,,,,,,,,,,,Canada,1833,00:37:26.716,Carry,,,,,,,,,,,,,,,
,,,,"[44.9, 18.0]",,,,,,,,,,,,,,4.251939,,,,,,,,,,f75851cd-d235-4890-bfde-c325a4cb8a95,1329,,,"[37.1, 19.8]",3857276,37,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Kamal Miller,23828.0,Left Center Back,64,Canada,1833,"['c0b9c253-7878-4dc2-92a1-258a9e27e1b5', 'a012ccd5-eaa4-4918-b42a-e88de81c66c2']",29,,,,,,,,,,,,,,,,,,Canada,1833,00:37:29.257,Carry,,,,,,,,,,,,,,,
,,,,"[51.1, 22.4]",,,,,,,,,,,,,,1.693044,,,,,,,,,,dc80b537-2071-4e5c-847b-45ebde337260,1332,,,"[60.6, 29.3]",3857276,37,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Alphonso Davies,12365.0,Center Attacking Midfield,64,Canada,1833,"['d1980171-3efe-462e-892b-94f82ce69f6f', '2c81c665-a7c2-4ae6-a851-0bb540d234f3']",34,,,,,,,,,,,,,,,,,,Canada,1833,00:37:34.634,Carry,,,,,,,,,,,,,,,
,,,,"[51.1, 6.1]",,,,,,,,,,,,,,1.786163,,,,,,,,,,222d4d2a-22d8-419f-8ea7-8343a9d96761,1335,,,"[51.1, 6.4]",3857276,37,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Mark Anthony Kaye,16252.0,Left Defensive Midfield,64,Canada,1833,"['e191f1a1-ce3a-4162-abe0-2786e5feb06c', 'bd0b1826-2417-4077-837a-449fb6789c96']",37,,,,,,,,,,,,,,,,,,Canada,1833,00:37:37.405,Carry,,,,,,,,,,,,,,,
,,,,"[38.6, 13.9]",,,,,,,,,,,,,,0.645306,,,,,,,,,,7025733a-c95d-4759-959b-1a0e47ab1985,1338,,,"[38.1, 12.8]",3857276,37,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Kamal Miller,23828.0,Left Center Back,64,Canada,1833,"['a3e4e10e-5a80-4180-bcf8-8b7438bd603a', 'aca741ef-cbf8-4a9b-a689-13fb0fa5e145']",40,,,,,,,,,,,,,,,,,,Canada,1833,00:37:40.285,Carry,,,,,,,,,,,,,,,
,,,,"[44.0, 50.1]",,,,,,,,,,,,,,3.431209,,,,,,,,,,1267abbb-5d4d-4e5e-84b1-74fd2d2f3ffb,1341,,,"[34.5, 50.8]",3857276,37,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Steven de Sousa Vitoria,11846.0,Right Center Back,64,Canada,1833,"['ae469e35-2806-467a-94ce-8fa630304015', '8daea689-3fdc-4a5f-9a3f-ca4cafc34b88']",42,,,,,,,,,,,,,,,,,,Canada,1833,00:37:42.919,Carry,,,,,,,,,,,,,,,
,,,,"[54.9, 30.0]",,,,,,,,,,,,,,4.154097,,,,,,,,,,5e87817e-01fa-4d8a-8a51-1c8bb40be0f9,1344,,,"[46.8, 39.3]",3857276,37,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Mark Anthony Kaye,16252.0,Left Defensive Midfield,64,Canada,1833,"['8eb4b901-e21f-4660-a9a4-d26169c445e4', 'f51a9bdb-069d-4bd4-8ff7-ec1e0b53b44f']",47,,,,,,,,,,,,,,,,,,Canada,1833,00:37:47.281,Carry,,,,,,,,,,,,,,,
,,,,"[57.0, 7.8]",,,,,,,,,,,,,,1.787394,,,,,,,,,,f9685275-54a5-4531-a89c-8c441a1f73e4,1347,,,"[54.4, 7.8]",3857276,37,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Kamal Miller,23828.0,Left Center Back,64,Canada,1833,"['fa75fe79-0ae9-4c9d-9c4e-0c4e47009042', '5063b889-dfbb-404c-9365-0772dee947cd']",52,,,,,,,,,,,,,,,,,,Canada,1833,00:37:52.479,Carry,,,,,,,,,,,,,,,
,,,,"[28.6, 54.6]",,,,,,,,,,,,,,0.881485,,,,,,,,,,1aa05616-8798-467b-bc06-a976fba3e209,1352,,,"[33.8, 56.0]",3857276,37,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Sofyan Amrabat,5234.0,Center Defensive Midfield,65,Morocco,788,"['adc2bb98-e97d-4150-b3ba-82bfa3d5ac2d', '6f466846-6306-448f-a104-7d022f843296']",56,,,,,,,,,,,,,,,,,,Morocco,788,00:37:56.894,Carry,,,,,,,,,,,,,,,
,,,,"[21.0, 58.4]",,,,,,,,,,,,,,1.001117,,,,,,,,,,b636e999-2eaa-4056-b286-578dddeb64bd,1355,,,"[22.0, 59.0]",3857276,37,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Nayef Aguerd,12149.0,Right Center Back,65,Morocco,788,"['d551fdf7-bdbc-4804-8199-0fd534a2d0c5', '75f89b31-54a4-4472-a819-781f987c3bdb']",58,,,,,,,,,,,,,,,,,,Morocco,788,00:37:58.535,Carry,,,,,,,,,,,,,,,
,,,,"[20.5, 67.3]",,,,,,,,,,,,,,1.808651,,,,,,,,,,e9359697-acdc-43d3-9308-6772f95c99c8,1358,,,"[20.6, 72.5]",3857276,38,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Achraf Hakimi Mouh,5245.0,Right Back,65,Morocco,788,"['d96c78b2-7ad7-48e3-ba92-2ce68e4465ec', '781a6ed4-40a5-44e5-b11d-8fb8c8a5c232']",0,,,,,,,,,,,,,,,,,,Morocco,788,00:38:00.538,Carry,,,,,,,,,,,,,,,
,,,,"[7.0, 61.4]",,,,,,,,,,,,,,1.388263,,,,,,,,,,87bf568c-e1d0-419e-a45f-140476c40d52,1361,,,"[6.8, 68.5]",3857276,38,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Nayef Aguerd,12149.0,Right Center Back,65,Morocco,788,"['7efe80b4-a39a-45dd-9f4c-9f28b9790f71', '489ade25-5944-4d7c-b63a-83315551fa61']",3,,,,,,,,,,,,,,,,,,Morocco,788,00:38:03.932,Carry,,,,,,,,,,,,,,,
,,,,"[46.5, 59.0]",,,,,,,,,,,,,,0.175515,,,,,,,,,,e636fad5-1b51-48f2-8020-40ce331edf7c,1370,,,"[46.3, 57.4]",3857276,38,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Achraf Hakimi Mouh,5245.0,Right Back,66,Morocco,788,"['a2fd5860-8402-4113-bf6c-cda104fd4ecd', '3a85acfc-9102-4f2a-80ca-a2c934f63cb5']",35,,,,,,,,,,,,,,,,,,Morocco,788,00:38:35.547,Carry,,,,,,,,,,,,,,,
,,,,"[43.3, 53.6]",,,,,,,,,,,,,,0.113107,,,,,,,,,,d62ad507-84bd-470f-a96c-b6e1748f18b5,1373,,,"[43.9, 53.2]",3857276,38,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Sofyan Amrabat,5234.0,Center Defensive Midfield,66,Morocco,788,"['4714dec8-01ca-4f4a-8200-8742d7da9051', 'a791320a-91f9-4c76-89de-e06f1bd9be58']",36,,,,,,,,,,,,,,,,,,Morocco,788,00:38:36.178,Carry,,,,,,,,,,,,,,,
,,,,"[39.0, 51.2]",,,,,,,,,,,,,,0.206903,,,,,,,,,,3209bc97-3951-409d-b5fe-839480d43d35,1380,,,"[39.4, 51.2]",3857276,38,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Sofyan Amrabat,5234.0,Center Defensive Midfield,66,Morocco,788,"['5b1f3f6a-546f-4c09-99a6-c16d694e57a4', 'ad5dbb0b-665b-4feb-bf72-d22b0908af7d']",38,,,,,,,,,,,,,,,,,,Morocco,788,00:38:38.804,Carry,,,,,,,,,,,,,,,
,,,,"[38.7, 71.6]",,,,,,,,,,,,,,0.148491,,,,,,,,,,43700fd2-adb2-4089-8e3f-38b1788793d3,1383,,,"[38.7, 71.6]",3857276,38,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Achraf Hakimi Mouh,5245.0,Right Back,66,Morocco,788,"['ba6cb6f9-e0a1-45c3-92bc-f1516a22fc3e', '8830fc61-b7b0-4f98-a7c7-38a690a6b499']",40,,,,,,,,,,,,,,,,,,Morocco,788,00:38:40.204,Carry,,,,,,,,,,,,,,,
,,,,"[40.2, 59.1]",,,,,,,,,,,,,,0.12,,,,,,,,,,59216ebc-9362-45a9-9d8c-d4a4931d9554,1386,,,"[40.2, 59.1]",3857276,38,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Sofyan Amrabat,5234.0,Center Defensive Midfield,66,Morocco,788,"['4ccb4436-eb33-42ca-ab83-c4c01788b939', 'b75e93d5-7193-4902-8f24-e4e72e95d9a7']",41,,,,,,,,,,,,,,,,,,Morocco,788,00:38:41.124,Carry,,,,,,,,,,,,,,,
,,,,"[48.5, 77.0]",,,,,,,,,,,,,,1.657667,,,,,,,,,,bca64904-fd90-45ac-a9cc-3d7a2c65104a,1389,,,"[49.6, 74.0]",3857276,38,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Azzedine Ounahi,46258.0,Right Center Midfield,66,Morocco,788,"['bc56b118-f821-4e9e-9c07-9f9afb72967e', 'f623e4a5-6f70-4c61-a2d4-7addf835e08c', 'ed3122c4-9982-41ac-b946-8d3ca46b1a80']",42,,,,,,,,,,,,,,,,,,Morocco,788,00:38:42.331,Carry,True,,,,,,,,,,,,,,
,,,,"[53.9, 78.5]",,,,,,,,,,,,,,0.620144,,,,,,,,,,0bc83246-5915-4436-a7f1-eb657d42d245,1393,,,"[54.9, 79.1]",3857276,38,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Hakim Ziyech,5237.0,Right Wing,66,Morocco,788,"['90144218-ba70-4baf-9d1a-2f526c2786fa', 'bc0c0652-3deb-4a6c-9e93-2c8d37149085', 'e387de38-de6c-4f24-84aa-4b003b6d6340']",44,,,,,,,,,,,,,,,,,,Morocco,788,00:38:44.401,Carry,True,,,,,,,,,,,,,,
,,,,"[88.7, 57.9]",,,,,,,,,,,,,,3.342586,,,,,,,,,,25513c8c-ef5e-46ab-bfbd-94141c897984,1397,,,"[61.9, 77.0]",3857276,38,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Azzedine Ounahi,46258.0,Right Center Midfield,66,Morocco,788,"['f11c4106-5dca-4863-93e1-09d5aa9dba69', '1d9f967d-7bc3-4dee-8120-4bd8aea04689']",46,,,,,,,,,,,,,,,,,,Morocco,788,00:38:46.045,Carry,,,,,,,,,,,,,,,
,,,,"[120.0, 59.1]",,,,,,,,,,,,,,3.077332,,,,,,,,,,0b581126-5f95-49c0-a7da-18e99fd1b248,1400,,,"[109.3, 61.9]",3857276,38,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Sofiane Boufal,3625.0,Left Wing,66,Morocco,788,"['5a085c57-6b49-4069-aac3-127bad7631bf', '4898d55d-53a5-4354-ab70-081d469df161', '849a35a6-04b9-40c9-aaa8-3e45ce4d9b7a']",51,,,,,,,,,,,,,,,,,,Morocco,788,00:38:51.638,Carry,True,,,,,,,,,,,,,,
,,,,"[109.9, 12.2]",,,,,,,,,,,,,,1.610531,,,,,,,,,,bf0cd9c8-0152-49ce-b304-aa08fc069988,1406,,,"[106.9, 13.0]",3857276,38,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Youssef En-Nesyri,6301.0,Center Forward,66,Morocco,788,"['19f8fa75-7c19-41fb-b9a9-f2baae7de5bc', 'f64531f0-6456-47e3-893c-172c8d59e8ad', '5d944961-8eb4-4ccc-ae7b-298832953d25']",59,,,,,,,,,,,,,,,,,,Morocco,788,00:38:59.681,Carry,True,,,,,,,,,,,,,,
,,,,"[22.7, 70.7]",,,,,,,,,,,,,,2.746774,,,,,,,,,,a27db04f-d37d-4cf8-827c-2c9e6cd75caa,1409,,,"[10.2, 67.9]",3857276,39,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,David Junior Hoilett,9922.0,Right Midfield,66,Morocco,788,"['fca78727-f4ca-407d-b2dd-38bf52d5ad2b', '26cb8fc9-7641-4f70-b5f6-0a6299c97483', '7930170e-cb9d-4fa4-8e1c-62e02ad3dd67']",1,,,,,,,,,,,,,,,,,,Canada,1833,00:39:01.291,Carry,True,,,,,,,,,,,,,,
,,,,"[80.2, 21.5]",,,,,,,,,,,,,,1.478961,,,,,,,,,,4cd709b5-4b66-4b30-844d-39908673cf21,1415,,,"[82.5, 8.9]",3857276,39,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Abdelhamid Sabiri,3634.0,Left Center Midfield,66,Morocco,788,"['67b3433f-b73c-4896-b8d7-0eec6d3f1c63', '5183d48b-5533-4d43-b56a-e9418acdd17d', '8346644f-a89d-4547-9ddc-210a2e6f8a78']",6,,,,,,,,,,,,,,,,,,Morocco,788,00:39:06.272,Carry,True,,,,,,,,,,,,,,
,,,,"[75.4, 13.6]",,,,,,,,,,,,,,4.506367,,,,,,,,,,2089b362-d628-4d83-8e35-99771dfc182f,1419,,,"[80.4, 35.0]",3857276,39,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Azzedine Ounahi,46258.0,Right Center Midfield,66,Morocco,788,"['0d4f7a4b-96bf-4b84-ace4-0ce1489eb6be', '0d3fa6b3-e2c9-4c74-abf0-549657bf2209']",8,,,,,,,,,,,,,,,,,,Morocco,788,00:39:08.690,Carry,,,,,,,,,,,,,,,
,,,,"[49.4, 5.2]",,,,,,,,,,,,,,0.058486,,,,,,,,,,4c74068b-87c1-4e8c-8dcc-1a26fc7fe9e5,1425,,,"[49.1, 4.7]",3857276,39,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Romain Saïss,5219.0,Left Center Back,66,Morocco,788,"['86670878-ffb3-405e-9be2-c9a25b3f3553', '760365a7-1e69-4506-a8de-ff7cba06f543', '889bf19e-8083-4854-bcb1-feb8efce1f3e']",16,,,,,,,,,,,,,,,,,,Morocco,788,00:39:16.731,Carry,True,,,,,,,,,,,,,,
,,,,"[65.0, 25.5]",,,,,,,,,,,,,,1.28541,,,,,,,,,,3fa5534a-24b3-4f40-a85c-c8a11be6fe13,1428,,,"[63.6, 20.8]",3857276,39,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Azzedine Ounahi,46258.0,Right Center Midfield,66,Morocco,788,"['177a23d5-014c-449b-a779-e90e8fccfbc1', '971de331-37ba-499b-b060-54917dc69511']",19,,,,,,,,,,,,,,,,,,Morocco,788,00:39:19.438,Carry,,,,,,,,,,,,,,,
,,,,"[28.1, 10.6]",,,,,,,,,,,,,,1.060377,,,,,,,,,,2683538a-0e4b-4b6c-a11f-0328c1a41de6,1435,,,"[25.8, 10.4]",3857276,39,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Kamal Miller,23828.0,Left Center Back,67,Canada,1833,"['ed4b4d71-ec0e-4ec3-9e50-87993cd8b2ad', '2ef43d20-1de3-4473-beab-8ebdd315b6d3']",37,,,,,,,,,,,,,,,,,,Canada,1833,00:39:37.024,Carry,,,,,,,,,,,,,,,
,,,,"[82.8, 6.6]",,,,,,,,,,,,,,4.7993,,,,,,,,,,2eed4122-5ef5-4437-bd80-d56a9c5232f8,1438,,,"[52.3, 1.0]",3857276,39,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Tajon Buchanan,24024.0,Left Midfield,67,Canada,1833,"['e4180e05-6643-4734-a540-991b81fa6e8f', 'afbff205-f07e-42f3-bf30-04ab8b430447']",39,,,,,,,,,,,,,,,,,,Canada,1833,00:39:39.613,Carry,,,,,,,,,,,,,,,
,,,,"[105.3, 6.4]",,,,,,,,,,,,,,1.044454,,,,,,,,,,946fee30-f1fb-4b93-9ac9-7ca642ab70d4,1441,,,"[96.9, 2.3]",3857276,39,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Sam Adekugbe,29758.0,Left Back,67,Canada,1833,"['d310cc20-9e4a-489f-8658-70b290e007d1', '471eb583-5478-44c5-b653-dd65ea79ae6b', '397920a5-67ce-4b82-b17c-cf08656f39e9']",46,,,,,,,,,,,,,,,,,,Canada,1833,00:39:46.376,Carry,True,,,,,,,,,,,,,,
,,,,"[109.0, 15.9]",,,,,,,,,,,,,,1.445634,,,,,,,,,,4b76b7ef-992a-46de-ae7a-fc90c73e89a3,1444,,,"[105.3, 6.4]",3857276,39,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Sam Adekugbe,29758.0,Left Back,67,Canada,1833,"['d310cc20-9e4a-489f-8658-70b290e007d1', 'd115ea07-646b-4aa6-b8f5-4ed3b917f2fe', '471eb583-5478-44c5-b653-dd65ea79ae6b']",47,,,,,,,,,,,,,,,,,,Canada,1833,00:39:47.420,Carry,True,,,,,,,,,,,,,,
,,,,"[102.2, 14.4]",,,,,,,,,,,,,,2.213331,,,,,,,,,,36fecda2-40e7-484f-8929-df3f0d625c14,1454,,,"[99.1, 12.8]",3857276,40,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Cyle Larin,16459.0,Center Forward,69,Canada,1833,"['70d71534-b1e8-406f-9024-58cebc695a99', '7ed88c0c-4939-445b-a2e1-41e6054f079e']",38,,,,,,,,,,,,,,,,,,Canada,1833,00:40:38.516,Carry,,,,,,,,,,,,,,,
,,,,"[75.7, 31.2]",,,,,,,,,,,,,,1.247086,,,,,,,,,,f4df6a3a-3633-469e-8a5f-fa6e834fed7c,1461,,,"[74.0, 31.7]",3857276,41,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Sam Adekugbe,29758.0,Left Back,70,Canada,1833,"['9536962c-d9a7-41fe-aafe-aadd3b39e22d', 'ec747b39-b4ea-4fbe-b84d-ca92c72afff0', '31ba604b-3ead-4b65-885e-7546b71ad180']",47,,,,,,,,,,,,,,,,,,Canada,1833,00:41:47.183,Carry,True,,,,,,,,,,,,,,
,,,,"[99.1, 8.8]",,,,,,,,,,,,,,2.102614,,,,,,,,,,bf4dfc2a-0b36-4b91-9893-dc3a084d74c5,1466,,,"[100.5, 2.6]",3857276,41,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,David Junior Hoilett,9922.0,Right Midfield,70,Canada,1833,"['0aceca09-48c0-46e6-bc45-f272fa879c19', '7cc7ac5e-26c0-462e-8a19-a3fda84c1525']",51,,,,,,,,,,,,,,,,,,Canada,1833,00:41:51.665,Carry,,,,,,,,,,,,,,,
